"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Sutter St&Scott St NE-NS/BZ","26","64","1202","1","14","260","8","29","351","4","6","161","10","15","365","3","0","39","0","0","26"
"Sutter St&Divisadero St NE-NS/BZ","57","164","1095","5","50","215","22","56","317","10","20","151","18","33","350","1","2","38","1","3","24"
"Sutter St&Baker St NE-NS/BZ","16","43","1068","8","5","218","2","9","310","3","7","147","3","21","332","0","1","37","0","0","24"
"Presidio Ave&Sutter St SW-FS/BZ","7","85","990","3","16","205","2","28","284","1","11","137","1","26","307","0","4","33","0","0","24"
"Presidio Ave&Pine St SE-NS","0","4","986","0","0","205","0","1","283","0","1","136","0","2","305","0","0","33","0","0","24"
"California St&Presidio Ave NW-FS","125","104","1007","20","34","191","24","33","274","15","10","141","60","19","346","6","4","35","0","4","20"
"California St&Laurel St NE-NS/BZ","28","58","977","3","16","178","9","15","268","8","9","140","6","17","335","2","1","36","0","0","20"
"California St&Spruce St NE-NS/BZ","39","68","948","2","16","164","12","14","266","8","9","139","14","26","323","3","1","38","0","2","18"
"California St&Maple St NW-FS/BZ","16","26","938","4","9","159","4","5","265","2","4","137","6","5","324","0","0","38","0","3","15"
"California St&Cherry St NW-FS/BZ","22","37","923","0","11","148","11","14","262","5","6","136","5","5","324","1","1","38","0","0","15"
"Clement St&8th Ave SE-FS/BZ","0","0","923","0","0","148","0","0","262","0","0","136","0","0","324","0","0","38","0","0","15"
"Arguello Blvd&California St SW-FS","20","38","905","5","3","150","3","6","259","4","3","137","7","22","309","1","3","36","0","1","14"
"Arguello Blvd & Clement St NE","13","51","867","3","17","136","2","11","250","3","7","133","5","15","299","0","1","35","0","0","14"
"Clement St&02nd Ave NE-NS/BZ","0","1","866","0","0","136","0","1","249","0","0","133","0","0","299","0","0","35","0","0","14"
"Clement St&4th Ave NW-FS/BZ","20","74","812","2","10","128","8","23","234","3","14","122","7","24","282","0","2","33","0","1","13"
"Clement St&6th Ave NW-FS/BZ","88","145","755","11","13","126","39","55","218","13","28","107","24","41","265","1","6","28","0","2","11"
"Clement St&8th Ave NE-NS/BZ","124","103","776","12","12","126","54","43","229","27","18","116","31","26","270","0","3","25","0","1","10"
"Clement St&10th Ave NW-FS/BZ","49","62","763","4","9","121","21","15","235","7","5","118","14","26","258","0","5","20","3","2","11"
"Clement St&12th Ave NW-FS/BZ","20","41","742","7","9","119","4","12","227","1","8","111","8","12","254","0","0","20","0","0","11"
"Clement St&15th Ave NE-NS/BZ","9","35","716","1","1","119","2","14","215","3","8","106","2","10","246","1","2","19","0","0","11"
"Clement St&17th Ave NW-FS/BZ","3","54","665","1","6","114","1","14","202","0","5","101","1","29","218","0","0","19","0","0","11"
"Clement St&20th Ave NW-FS/BZ","12","65","612","4","3","115","1","21","182","4","14","91","2","26","194","1","1","19","0","0","11"
"Clement St&22nd Ave NE-NS/BZ","6","46","572","4","3","116","2","13","171","0","7","84","0","22","172","0","0","19","0","1","10"
"Clement St&24th Ave NE-NS/BZ","13","63","522","2","11","107","6","17","160","1","14","71","4","17","159","0","3","16","0","1","9"
"Clement St&25th Ave NW-FS/BZ","17","64","475","2","5","104","4","24","140","5","7","69","6","26","139","0","2","14","0","0","9"
"Clement St&27th Ave NE-NS/BZ","1","38","438","1","2","103","0","11","129","0","5","64","0","18","121","0","1","13","0","1","8"
"Clement St&29th Ave NE-NS/BZ","2","53","387","0","25","78","1","9","121","1","7","58","0","10","111","0","1","12","0","1","7"
"Clement St&30th Ave NW-FS/BZ","2","37","352","2","12","68","0","9","112","0","4","54","0","12","99","0","0","12","0","0","7"
"Clement St&32nd Ave NE-NS/BZ","3","49","306","2","5","65","0","14","98","0","9","45","1","18","82","0","3","9","0","0","7"
"33rd Ave&Clement St SW-FS/BZ","1","39","268","0","2","63","1","18","81","0","5","40","0","12","70","0","2","7","0","0","7"
"33rd Ave&Geary Blvd NW-NS/BZ","23","73","218","5","10","58","6","25","62","5","10","35","7","21","56","0","3","4","0","4","3"
"33rd Ave&Anza St NW-NS","0","51","167","0","30","28","0","9","53","0","6","29","0","6","50","0","0","4","0","0","3"
"33rd Ave&Balboa St NW-NS/BZ","2","82","87","0","11","17","1","21","33","0","17","12","1","28","23","0","4","0","0","1","2"
"32nd Ave&Balboa St E-MB/BZ","0","77","10","0","14","3","0","28","5","0","12","0","0","21","2","0","0","0","0","2","0"
"Total Passenger Boardings ","3642","3642",,"609","606",,"1120","1119",,"534","535",,"1198","1201",,"138","138",,"43","43",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"2-Clement to Ferry Plaza Weekday",,,,,,,,,,,,,,,,,,,,,
"Anza St&33rd Ave NE-NS","44","0","159","10","0","37","10","0","42","17","0","38","5","0","32","0","0","5","2","0","5"
"33rd Ave&Geary Blvd SE-NS","62","5","216","22","3","56","15","1","56","14","0","52","8","1","39","0","0","5","3","0","8"
"33rd Ave&Clement St SE-NS/BZ","56","2","270","13","1","68","13","0","69","12","0","64","13","1","51","1","0","6","4","0","12"
"Clement St&32nd Ave SW-NS","37","0","307","10","0","78","8","0","77","8","0","72","5","0","56","1","0","7","5","0","17"
"Clement St&31st Ave SW-NS/BZ","40","3","344","10","2","86","10","0","87","8","1","79","11","0","67","0","0","7","1","0","18"
"Clement St&29th Ave SW-NS/BZ","57","4","397","13","1","98","15","0","102","20","2","97","8","1","74","1","0","8","0","0","18"
"Clement St&27th Ave SW-NS/BZ","49","0","446","16","0","114","16","0","118","8","0","105","4","0","78","0","0","8","5","0","23"
"Clement St&25th Ave SE-FS/BZ","109","19","536","38","3","149","32","3","147","23","9","119","14","4","88","0","0","8","2","0","25"
"Clement St&22nd Ave SW-NS/BZ","79","16","599","20","6","163","26","4","169","10","6","123","19","0","107","2","0","10","2","0","27"
"Clement St&20th Ave SE-FS/BZ","55","10","644","23","3","183","16","2","183","9","5","127","6","0","113","0","0","10","1","0","28"
"Clement St&18th Ave SW-NS/BZ","24","12","656","9","2","190","8","2","189","4","4","127","2","3","112","0","1","9","1","0","29"
"Clement St&16th Ave SW-NS/BZ","51","11","696","16","3","203","19","1","207","11","2","136","2","5","109","0","0","9","3","0","32"
"Clement St&14th Ave SW-NS/BZ","7","11","692","3","2","204","2","1","208","0","4","132","2","2","109","0","0","9","0","2","30"
"Clement St&12th Ave SW-NS/BZ","44","18","718","15","7","212","6","6","208","7","1","138","13","4","118","1","0","10","2","0","32"
"Clement St&10th Ave SE-FS/BZ","60","59","719","15","10","217","23","23","208","10","16","132","9","9","118","1","1","10","2","0","34"
"Clement St&8th Ave SE-FS/BZ","128","79","768","18","13","222","51","29","230","27","20","139","28","15","131","1","1","10","3","1","36"
"Clement St&6th Ave SE-FS/BZ","151","60","859","23","15","230","50","17","263","35","18","156","38","10","159","1","0","11","4","0","40"
"Clement St&4th Ave SE-FS/BZ","46","21","884","13","4","239","17","7","273","6","4","158","10","6","163","0","0","11","0","0","40"
"Clement St&02nd Ave SE-FS/BZ","39","32","891","18","9","248","10","10","273","3","5","156","5","7","161","0","1","10","3","0","43"
"Arguello Blvd&Euclid Ave SE-NS/BZ","36","15","912","9","2","255","6","5","274","14","3","167","3","5","159","0","0","10","4","0","47"
"California St&Arguello Blvd SE-FS","61","22","951","30","9","276","12","2","284","6","8","165","11","2","168","1","1","10","1","0","48"
"California St&Cherry St SE-FS/BZ","50","14","987","6","5","277","15","5","294","11","2","174","14","2","180","2","0","12","2","0","50"
"California St&Spruce St SW-NS/BZ","97","48","1036","19","9","287","29","19","304","22","11","185","22","9","193","1","0","13","4","0","54"
"California St&Laurel St SW-NS","75","29","1082","15","9","293","25","6","323","12","7","190","19","5","207","3","1","15","1","1","54"
"California St&Presidio Ave SW-NS/BZ","110","52","1140","17","18","292","37","16","344","22","9","203","28","8","227","3","0","18","3","1","56"
"Presidio Ave&Pine St NW-NS","4","3","1141","3","0","295","1","1","344","0","1","202","0","1","226","0","0","18","0","0","56"
"Sutter St&Presidio Ave SE-FS/BZ","57","20","1178","17","4","308","20","3","361","10","9","203","8","2","232","0","0","18","2","2","56"
"Sutter St&Baker St SW-NS/BZ","54","16","1216","22","1","329","16","7","370","6","4","205","9","4","237","0","0","18","1","0","57"
"Sutter St&Divisadero St SE-FS/BZ","207","66","1357","31","18","342","75","17","428","48","13","240","49","15","271","2","1","19","2","2","57"
"Sutter St&Scott St SW-NS/BZ","56","20","1393","6","3","345","21","9","440","14","2","252","13","6","278","2","0","21","0","0","57"
"Sutter St&Steiner St SW-NS/BZ","58","15","1436","28","4","369","12","4","448","8","4","256","8","3","283","0","0","21","2","0","59"
"Sutter St&Fillmore St SE-FS/BZ","217","115","1538","56","12","413","89","47","490","35","22","269","32","28","287","2","2","21","3","4","58"
"Sutter St&Buchanan St SE-FS/BZ","134","68","1604","24","11","426","62","37","515","21","11","279","25","8","304","1","1","21","1","0","59"
"Sutter St&Laguna St SW-NS/BZ","54","26","1632","28","6","448","13","9","519","5","6","278","5","4","305","0","1","20","3","0","62"
"Post St&Laguna St SE-FS/BZ","65","26","1671","8","3","453","28","6","541","15","10","283","11","5","311","1","2","19","2","0","64"
"Post St&Octavia St SW-NS/BZ","28","43","1656","8","3","458","12","23","530","4","8","279","4","9","306","0","0","19","0","0","64"
"Post St&Gough St SW-NS/BZ","137","76","1717","62","18","502","48","32","546","17","16","280","6","10","302","0","0","19","4","0","68"
"Post St&Van Ness Ave SE-FS/BZ","188","189","1716","46","46","502","58","66","538","29","34","275","47","34","315","3","4","18","5","5","68"
"Post St&Polk St SE-FS/BZ","79","66","1729","18","10","510","28","26","540","16","16","275","14","13","316","1","1","18","2","0","70"
"Post St&Larkin St SE-FS/BZ","126","54","1801","36","7","539","41","16","565","22","12","285","25","17","324","0","1","17","2","1","71"
"Post St&Hyde St SE-FS/BZ","92","69","1824","41","9","571","27","22","570","10","19","276","12","18","318","1","1","17","1","0","72"
"Post St&Leavenworth St SE-FS/BZ","84","104","1804","44","11","604","26","41","555","7","20","263","5","31","292","1","1","17","1","0","73"
"Post St&Jones St SE-FS/BZ","46","70","1780","24","10","618","8","28","535","6","18","251","7","12","287","0","1","16","1","1","73"
"Post St&Taylor St SE-FS/BZ","42","86","1736","13","19","612","17","29","523","5","17","239","7","19","275","0","1","15","0","1","72"
"Post St&Powell St SE-FS/BZ","29","477","1288","6","105","513","9","173","359","7","83","163","6","97","184","0","7","8","1","12","61"
"Post St&Grant Ave S-MB/BB","16","136","1168","4","39","478","6","52","313","1","17","147","4","24","164","0","2","6","1","2","60"
"Post St&Montgomery St S-MB/BB","6","639","535","2","241","239","1","182","132","1","92","56","1","93","72","0","4","2","1","27","34"
"Market St&1st St S-NS/SI","18","199","354","2","93","148","2","47","87","3","16","43","9","27","54","1","1","2","1","15","20"
"Market St&Beale St E-FS/BZ","1","94","261","0","46","102","0","22","65","1","11","33","0","8","46","0","0","2","0","7","13"
"Spear St&Market St S-FS/BB","3","115","149","0","70","32","1","12","54","0","12","21","2","13","35","0","0","2","0","8","5"
"Market & Steuart NW","0","141","8","0","32","0","0","53","1","0","20","1","0","30","5","0","1","1","0","5","0"
"Total Passenger Boardings ","3368","3475",,"930","957",,"1092","1123",,"610","630",,"608","630",,"34","38",,"94","97",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

