"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Arballo Dr&Pinto Dr NW-NS","0","0","122","0","0","7","0","0","27","0","0","19","0","0","34","0","0","22","0","0","13"
"Arballo Dr&Acevedo Ave NW-NS","0","81","41","0","1","6","0","12","15","0","12","7","0","24","10","0","21","1","0","11","2"
"Total Passenger Boardings ","673","637",,"67","66",,"151","136",,"109","102",,"184","174",,"107","106",,"55","53",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"17-ParkMerced to West Portal Weekday",,,,,,,,,,,,,,,,,,,,,
"Arballo Dr&Acevedo Ave NW-NS","73","0","133","27","0","28","24","0","36","10","0","18","7","0","22","3","0","17","2","0","12"
"Arballo Dr&Higuera Ave NW-NS","9","12","130","1","1","28","5","1","40","0","1","17","2","5","19","1","4","14","0","0","12"
"Arballo Dr&Gonzalez Dr SW-FS","34","24","140","13","0","41","10","6","44","8","7","18","1","7","13","2","4","12","0","0","12"
"Arballo Dr&Garces Dr NW-NS","11","12","139","4","0","45","5","1","48","0","2","16","1","3","11","1","4","9","0","2","10"
"Garces Dr&Bucareli Dr W-NS","18","11","146","8","0","53","3","2","49","3","0","19","2","2","11","2","4","7","0","3","7"
"Garces Dr&Grijalva Dr SE-FS","7","8","145","3","2","54","3","0","52","1","1","19","0","4","7","0","1","6","0","0","7"
"Garces Dr&Gonzalez Dr SW-NS","12","6","151","6","0","60","3","1","54","1","1","19","1","2","6","1","2","5","0","0","7"
"Gonzalez Dr&Josepha Ave SE-FS","1","2","150","1","0","61","0","0","54","0","0","19","0","1","5","0","1","4","0","0","7"
"Gonzalez Dr&Font Blvd S-NS","12","0","162","4","0","65","6","0","60","1","0","20","1","0","6","0","0","4","0","0","7"
"Font Blvd&Cambon Dr W-NS","0","0","162","0","0","65","0","0","60","0","0","20","0","0","6","0","0","4","0","0","7"
"Font Blvd&Chumasero Dr S-FS","1","0","163","0","0","65","1","0","61","0","0","20","0","0","6","0","0","4","0","0","7"
"Font Blvd&Cambon Dr E-NS","66","3","226","25","1","89","22","1","82","9","1","28","8","0","14","2","0","6","0","0","7"
"Cambon Dr&Castelo St SE-NS","35","7","254","11","0","100","12","3","91","3","2","29","8","1","21","0","1","5","1","0","8"
"Cardenas Ave&Gonzalez Dr NE-NS","1","0","255","0","0","100","0","0","91","1","0","30","0","0","21","0","0","5","0","0","8"
"Crespi Dr&19th Ave SW-NS","8","8","255","2","3","99","4","3","92","1","0","31","0","2","19","1","0","6","0","0","8"
"19th Ave&Holloway Ave NE-FS/BZ","70","57","268","9","26","82","11","18","85","9","7","33","17","4","32","18","1","23","6","1","13"
"Winston Dr&20th Ave NE-NS","33","29","272","3","2","83","4","10","79","6","7","32","11","7","36","4","2","25","5","1","17"
"Buckingham Way&Winston Dr W-FS","14","2","284","8","0","91","3","2","80","1","0","33","1","0","37","1","0","26","0","0","17"
"280 Buckingham Way NW-NS","25","5","304","11","1","101","10","1","89","2","1","34","1","2","36","1","0","27","0","0","17"
"197 Buckingham Way SW-NS/BZ","17","1","320","10","0","111","5","0","94","2","0","36","0","1","35","0","0","27","0","0","17"
"95 Buckingham Way SW-NS","4","0","324","1","0","112","2","0","96","0","0","36","1","0","36","0","0","27","0","0","17"
"20th Ave&Winston Dr SE-NS","43","11","356","9","1","120","12","4","104","5","3","38","10","2","44","4","1","30","3","0","20"
"Stonestown Mall at Macy's E-MB","7","1","362","0","0","120","2","0","106","0","0","38","4","1","47","0","0","30","1","0","21"
"20th Ave&Buckingham Way NE-FS","28","12","378","1","5","116","12","6","112","7","1","44","7","0","54","1","0","31","0","0","21"
"Eucalyptus Dr&19th Ave SE-FS/BZ","80","10","448","15","3","128","7","4","115","39","1","82","16","1","69","3","0","34","0","1","20"
"Eucalyptus Dr&Junipero Serra SW-NS","4","9","443","1","2","127","0","4","111","1","2","81","2","0","71","0","1","33","0","0","20"
"Junipero Serra Blvd & Ocean Ave NE","25","19","449","7","9","125","2","0","113","3","3","81","4","2","73","2","2","33","7","3","24"
"West Portal Ave&Sloat Blvd NE-FS/FL","18","13","454","12","9","128","6","2","117","0","1","80","0","1","72","0","0","33","0","0","24"
"West Portal Ave&15th Ave S-NS","1","2","453","0","0","128","0","1","116","1","1","80","0","0","72","0","0","33","0","0","24"
"West Portal Ave&14th Ave S-NS/FL","16","37","432","1","4","125","4","20","100","1","9","72","4","3","73","3","1","35","3","0","27"
"West Portal Ave&Vicente St S-NS","2","20","414","0","4","121","1","7","94","0","4","68","1","4","70","0","1","34","0","0","27"
"West Portal Station N-FS","0","385","29","0","121","0","0","94","0","0","68","0","0","61","9","0","22","12","0","19","8"
"Total Passenger Boardings ","675","706",,"193","194",,"179","191",,"115","123",,"110","116",,"50","52",,"28","30",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

