"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"California St&4th Ave NE-NS/BZ","1","24","108","0","5","24","0","0","6","0","1","6","1","16","66","0","1","0","0","1","6"
"California St&6th Ave NW-FS/BZ","1","4","105","0","0","24","0","0","6","0","0","6","1","3","64","0","0","0","0","1","5"
"8th Ave&California St SW-FS","6","43","68","2","8","18","0","1","5","0","0","6","0","31","33","0","0","0","4","3","6"
"Clement St&8th Ave SE-FS/BZ","9","31","46","2","6","14","0","3","2","3","3","6","2","17","18","0","0","0","2","2","6"
"6th Ave&Clement St NE-FS/BZ","6","14","38","3","5","12","0","0","2","0","0","6","3","8","13","0","0","0","0","1","5"
"6th Ave&Cornwall St SE-NS/BZ","0","26","12","0","7","5","0","2","0","0","4","2","0","12","1","0","0","0","0","1","4"
"Total Passenger Boardings ","850","847",,"246","241",,"63","65",,"11","11",,"453","455",,"48","48",,"29","27",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"4-Sutter to Market & Sansome Weekday",,,,,,,,,,,,,,,,,,,,,
"6th Ave&Cornwall St SE-NS/BZ","40","0","52","20","0","21","3","0","7","1","0","1","14","0","18","2","0","3","0","0","2"
"California St&4th Ave SW-NS/BZ","36","3","85","8","0","29","3","0","10","2","0","3","13","3","28","4","0","7","6","0","8"
"California St&Arguello Blvd SE-FS","44","0","129","21","0","50","6","0","16","3","0","6","9","0","37","0","0","7","5","0","13"
"California St&Cherry St SE-FS/BZ","36","0","165","8","0","58","2","0","18","6","0","12","20","0","57","0","0","7","0","0","13"
"California St&Spruce St SW-NS/BZ","45","9","201","9","3","64","4","2","20","7","0","19","22","3","76","0","1","6","3","0","16"
"California St&Laurel St SW-NS","33","3","231","11","0","75","3","2","21","3","0","22","14","1","89","0","0","6","2","0","18"
"California St&Presidio Ave SW-NS/BZ","46","30","247","9","7","77","3","7","17","6","4","24","26","6","109","0","6","0","2","0","20"
"Presidio Ave&Pine St NW-NS","2","2","243","0","0","77","1","0","17","0","1","23","1","1","106",,,,"0","0","20"
"Sutter St&Presidio Ave SE-FS/BZ","22","3","262","13","0","90","1","0","18","2","0","25","6","2","110",,,,"0","1","19"
"Sutter St&Baker St SW-NS/BZ","18","4","276","10","1","99","2","0","20","2","0","27","3","3","110",,,,"1","0","20"
"Sutter St&Divisadero St SE-FS/BZ","70","16","330","14","5","108","3","2","21","20","2","45","33","7","136",,,,"0","0","20"
"Sutter St&Scott St SW-NS/BZ","29","2","357","7","2","113","0","0","21","6","0","51","16","0","152",,,,"0","0","20"
"Sutter St&Steiner St SW-NS/BZ","24","6","375","15","1","127","1","0","22","4","1","54","4","4","152",,,,"0","0","20"
"Sutter St&Fillmore St SE-FS/BZ","65","32","408","18","5","140","4","1","25","14","7","61","27","19","160",,,,"2","0","22"
"Sutter St&Buchanan St SE-FS/BZ","33","13","428","11","4","147","2","2","25","6","1","66","11","6","165",,,,"3","0","25"
"Sutter St&Laguna St SW-NS/BZ","26","7","447","20","1","166","1","1","25","2","2","66","1","3","163",,,,"2","0","27"
"Post St&Laguna St SE-FS/BZ","21","7","461","6","1","171","1","0","26","6","3","69","7","3","167",,,,"1","0","28"
"Post St&Octavia St SW-NS/BZ","7","5","463","4","0","175","0","0","26","1","2","68","2","3","166",,,,"0","0","28"
"Post St&Gough St SW-NS/BZ","35","17","481","20","6","189","3","1","28","3","3","68","6","6","166",,,,"3","1","30"
"Post St&Van Ness Ave SE-FS/BZ","54","37","498","23","15","197","3","1","30","5","4","69","20","16","170",,,,"3","1","32"
"Post St&Polk St SE-FS/BZ","23","14","507","9","1","205","1","1","30","6","4","71","6","8","168",,,,"1","0","33"
"Post St&Larkin St SE-FS/BZ","43","15","535","21","4","222","0","0","30","6","6","71","13","4","177",,,,"3","1","35"
"Post St&Hyde St SE-FS/BZ","29","15","549","16","4","234","1","1","30","2","3","70","7","6","178",,,,"3","1","37"
"Post St&Leavenworth St SE-FS/BZ","26","22","553","16","4","246","1","0","31","3","6","67","5","12","171",,,,"1","0","38"
"Post St&Jones St SE-FS/BZ","13","15","551","5","3","248","1","0","32","2","4","65","3","7","167",,,,"2","1","39"
"Post St&Taylor St SE-FS/BZ","11","23","539","6","8","246","0","2","30","2","3","64","3","10","160",,,,"0","0","39"
"Post St&Powell St SE-FS/BZ","7","151","395","4","51","199","0","8","22","1","24","41","2","61","101",,,,"0","7","32"
"Post St&Grant Ave S-MB/BB","1","48","348","0","24","175","0","3","19","0","4","37","0","14","87",,,,"1","3","30"
"Kearny St&Sutter St SE-NS/BZ","6","166","188","2","90","87","0","9","10","1","20","18","3","40","50",,,,"0","7","23"
"Bush St&Montgomery St SE-FS/BZ","2","88","102","2","55","34","0","7","3","0","3","15","0","12","38",,,,"0","11","12"
"Sansome St&Sutter St NW-NS/BB","0","0","102","0","0","34","0","0","3","0","0","15","0","0","38",,,,"0","0","12"
"Sutter St&Sansome St NW-FS/BZ","0","102","0","0","34","0","0","3","0","0","15","0","0","38","0",,,,"0","12","0"
"Total Passenger Boardings ","847","855",,"328","329",,"50","53",,"122","122",,"297","298",,"6","7",,"44","46",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

