"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"31-Balboa to Ferry Plaza Weekday",,,,,,,,,,,,,,,,,,,,,
"Cabrillo St&La Playa St NE-NS/SI","361","0","373","66","0","73","112","0","113","47","0","47","69","0","70","32","0","34","35","0","36"
"Cabrillo St&La Playa St SE-FS/BZ","0","0","373","0","0","73","0","0","113","0","0","47","0","0","70","0","0","34","0","0","36"
"Cabrillo St&47th Ave SW-NS","35","2","406","13","0","86","13","1","125","3","0","50","5","1","74","0","0","34","1","0","37"
"45th Ave&Cabrillo St NE-FS","62","2","466","16","0","102","29","1","153","9","1","58","1","0","75","1","0","35","6","0","43"
"45th Ave&Balboa St SE-NS","70","1","535","21","0","123","23","1","175","6","0","64","11","0","86","6","0","41","3","0","46"
"Balboa St&43rd Ave SW-NS","37","5","567","9","0","132","15","2","188","6","2","68","4","1","89","1","0","42","2","0","48"
"Balboa St&40th Ave SW-NS","107","16","658","28","3","157","35","4","219","16","2","82","21","4","106","2","2","42","5","1","52"
"Balboa St&37th Ave SW-NS","188","36","810","34","6","185","70","17","272","27","7","102","28","6","128","18","0","60","11","0","63"
"Balboa St&34th Ave SW-NS","94","21","883","22","5","202","43","12","303","16","0","118","8","2","134","2","1","61","3","1","65"
"Balboa St&32nd Ave SW-NS","131","64","950","12","12","202","40","38","305","50","8","160","19","5","148","3","1","63","7","0","72"
"Balboa St&30th Ave SW-NS","60","19","991","7","4","205","18","7","316","24","4","180","11","2","157","0","2","61","0","0","72"
"Balboa St&28th Ave SW-NS","35","14","1012","14","0","219","9","3","322","7","4","183","2","5","154","0","1","60","3","1","74"
"Balboa St&25th Ave SE-FS/BZ","114","55","1071","27","9","237","34","16","340","20","12","191","22","14","162","4","4","60","7","0","81"
"Balboa St&23rd Ave SW-NS","22","20","1073","9","6","240","6","4","342","4","6","189","1","2","161","1","2","59","1","0","82"
"Balboa St&21st Ave SW-NS","61","34","1100","23","2","261","18","11","349","8","9","188","10","7","164","0","3","56","2","2","82"
"Balboa St&19th Ave SW-NS/BZ","51","27","1124","9","2","268","24","10","363","8","6","190","3","7","160","4","1","59","3","1","84"
"Balboa St&17th Ave SW-NS","64","45","1143","16","8","276","21","13","371","8","12","186","8","9","159","2","1","60","9","2","91"
"Balboa St&Park Presidio Blvd SW","74","80","1137","18","13","281","16","31","356","22","13","195","8","19","148","7","1","66","3","3","91"
"Balboa St&12th Ave SW-NS","45","18","1164","17","6","292","13","5","364","4","6","193","8","1","155","0","0","66","3","0","94"
"Balboa St&10th Ave SW-NS","37","21","1180","11","9","294","15","5","374","3","3","193","5","2","158","2","1","67","1","1","94"
"Balboa St&8th Ave SW-NS","34","25","1189","11","3","302","12","11","375","6","6","193","4","5","157","1","0","68","0","0","94"
"Balboa St&6th Ave SE-FS/BZ","194","114","1269","39","26","315","83","43","415","27","24","196","26","11","172","10","9","69","9","1","102"
"Balboa St&4th Ave SW-NS/BZ","92","26","1335","20","3","332","44","7","452","9","6","199","10","9","173","4","1","72","5","0","107"
"Turk St&Arguello Blvd SE-FS/BZ","102","50","1387","29","8","353","44","15","481","10","14","195","7","6","174","1","5","68","11","2","116"
"Turk St&Stanyan St SE-FS/BZ","15","19","1383","4","4","353","7","2","486","1","9","187","2","3","173","1","0","69","0","1","115"
"Turk St&Parker Ave SW-NS/BZ","29","52","1360","5","11","347","12","18","480","3","9","181","8","8","173","1","5","65","0","1","114"
"Turk St&Chabot Ter SE-FS/BZ","94","169","1285","2","29","320","33","99","414","24","19","186","23","17","179","12","2","75","0","3","111"
"Turk St&Roselyn Ter SE-FS/BZ","58","46","1297","2","5","317","18","26","406","11","8","189","22","6","195","4","0","79","1","1","111"
"Turk St&Masonic Ave SW-NS/BZ","101","113","1285","17","30","304","27","41","392","23","14","198","20","21","194","10","5","84","4","2","113"
"Turk St&Central Ave SW-NS","24","7","1302","8","0","312","8","2","398","0","2","196","3","1","196","2","2","84","3","0","116"
"Turk St&Lyon St SW-NS","5","1","1306","2","1","313","0","0","398","0","0","196","1","0","197","1","0","85","1","0","117"
"Turk St&Baker St SW-NS","20","9","1317","11","2","322","2","3","397","3","3","196","2","0","199","2","0","87","0","1","116"
"Turk St&Broderick St SW-NS/BZ","32","11","1338","17","1","338","7","3","401","2","2","196","3","3","199","2","1","88","1","1","116"
"Eddy St&Divisadero St SE-FS/BZ","92","46","1384","30","11","357","23","11","413","12","12","196","16","9","206","5","2","91","6","1","121"
"Eddy St&Scott St SW-NS","34","6","1412","18","1","374","10","3","420","2","1","197","1","1","206","2","0","93","1","0","122"
"Eddy St&Pierce St SW-NS/BZ","96","21","1487","35","3","406","37","6","451","10","7","200","10","3","213","2","0","95","2","2","122"
"Eddy St&Fillmore St SW-NS/BZ","336","147","1676","66","28","444","124","54","521","59","24","235","53","21","245","17","15","97","17","5","134"
"Eddy St&Buchanan St SW-NS/BZ","90","27","1739","32","2","474","26","9","538","15","8","242","13","4","254","2","1","98","2","3","133"
"Eddy St&Laguna St SE-FS/BZ","102","27","1814","24","5","493","31","7","562","16","9","249","20","4","270","8","0","106","3","2","134"
"Eddy St&Gough St SW-NS/BZ","51","53","1812","12","15","490","17","20","559","16","8","257","4","7","267","1","2","105","1","1","134"
"Eddy St&Van Ness Ave SE-FS/BZ","194","283","1723","24","75","439","66","103","522","52","46","263","43","43","267","6","7","104","3","9","128"
"Eddy St&Polk St SE-FS/BZ","131","81","1773","18","23","434","50","19","553","28","17","274","22","12","277","9","4","109","4","6","126"
"Eddy St&Larkin St SE-FS/BZ","102","102","1773","24","20","438","40","45","548","18","15","277","14","14","277","1","4","106","5","4","127"
"Eddy St&Hyde St SE-FS/BZ","114","122","1765","27","18","447","33","35","546","18","29","266","20","23","274","7","11","102","9","6","130"
"Eddy St&Leavenworth St SE-FS/BZ","165","127","1803","44","18","473","54","35","565","26","38","254","22","24","272","7","6","103","12","6","136"
"Eddy St&Jones St SE-FS/BZ","131","138","1796","36","18","491","48","49","564","26","39","241","15","24","263","1","6","98","5","2","139"
"Eddy St&Taylor St SE-FS/BZ","56","88","1764","9","14","486","21","22","563","7","25","223","12","17","258","6","6","98","1","4","136"
"Eddy St&Mason St SW-NS/BZ","20","122","1662","4","23","467","8","50","521","3","14","212","3","20","241","1","9","90","1","6","131"
"Market St&5th St S-NS/SI","138","476","1324","38","101","404","37","145","413","21","66","167","26","101","166","8","35","63","8","28","111"
"Market St&4th St S-NS/SI","110","259","1175","14","47","371","45","101","357","16","54","129","23","37","152","7","9","61","5","11","105"
"Market St&3rd St S-NS/SI","50","434","791","17","137","251","14","158","213","8","63","74","8","42","118","2","21","42","1","13","93"
"Market St&New Montgomery St NS/SI","24","218","597","3","75","179","7","70","150","4","17","61","5","28","95","2","9","35","3","19","77"
"Market St&1st St S-NS/SI","20","197","420","7","63","123","2","48","104","4","22","43","5","27","73","0","9","26","2","28","51"
"Market St&Beale St E-FS/BZ","5","137","288","1","35","89","1","39","66","1","12","32","0","20","53","1","8","19","1","23","29"
"Spear St&Market St S-FS/BB","2","168","122","1","60","30","0","38","28","0","21","11","1","34","20","0","3","16","0","12","17"
"Steuart St&Mission St **/DS","0","108","14","0","30","0","0","23","5","0","8","3","0","16","4","0","14","2","0","17","0"
"Total Passenger Boardings ","4511","4509",,"1023","1030",,"1545","1541",,"769","766",,"711","708",,"231","231",,"232","233",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"31-Balboa to Ocean Beach Weekday",,,,,,,,,,,,,,,,,,,,,
"Steuart St&Mission St **/DS","60","0","91","15","0","16","8","0","11","5","0","19","8","0","15","9","0","11","15","0","19"
"Steuart St&Market St E-NS","125","9","207","18","0","34","30","2","39","10","0","29","28","3","40","19","2","28","20","2","37"
"Market St&Drumm St N-NS/BZ","184","3","388","13","0","47","34","2","71","26","0","55","67","1","106","25","0","53","19","0","56"
"Market St&Front St N-NS/BZ","221","11","598","17","2","62","38","2","107","26","1","80","82","5","183","36","0","89","22","1","77"
"Market St&Sansome St W-FS/BZ","292","43","847","18","6","74","50","5","152","48","3","125","106","18","271","38","6","121","32","5","104"
"Market St&Montgomery St W-FS/BZ","311","25","1133","39","3","110","57","7","202","32","3","154","93","10","354","56","2","175","34","0","138"
"Market St&Grant Ave W-FS/BZ","301","58","1376","24","3","131","67","17","252","46","2","198","84","20","418","54","11","218","26","5","159"
"Market St&Powell St N-NS/BZ","707","95","1988","65","5","191","156","21","387","89","19","268","193","30","581","131","11","338","73","9","223"
"Turk St&Taylor St N-MB/BZ","108","69","2027","18","5","204","34","21","400","20","14","274","19","16","584","10","10","338","7","3","227"
"Turk St&Jones St NW-FS/BZ","205","221","2011","56","11","249","64","65","399","27","34","267","36","71","549","17","24","331","5","16","216"
"Turk St&Leavenworth St NW-FS/BZ","135","183","1963","26","18","257","49","39","409","15","37","245","31","43","537","6","23","314","8","23","201"
"Turk St&Hyde St NW-FS/BZ","122","132","1953","26","14","269","40","44","405","18","17","246","28","23","542","4","13","305","6","21","186"
"Turk St&Larkin St NE-NS/BZ","63","82","1934","13","19","263","22","27","400","10","9","247","11","10","543","5","12","298","2","5","183"
"Eddy St&Larkin St NW-FS/BZ","78","53","1959","14","4","273","23","15","408","14","5","256","22","19","546","1","6","293","4","4","183"
"Eddy St&Polk St NE-NS","61","92","1928","5","9","269","13","27","394","17","19","254","14","22","538","7","8","292","5","7","181"
"Eddy St&Van Ness Ave NE-NS/BZ","314","180","2062","48","28","289","93","65","422","41","23","272","80","45","573","38","12","318","14","7","188"
"Eddy St&Gough St NW-FS/BZ","63","74","2051","9","15","283","12","21","413","25","16","281","12","12","573","4","7","315","1","3","186"
"Eddy St&Laguna St NE-NS/BZ","43","110","1984","17","13","287","12","22","403","3","14","270","7","39","541","3","14","304","1","8","179"
"Eddy St&Buchanan St NE-NS/BZ","27","115","1896","16","14","289","1","33","371","3","29","244","4","21","524","3","14","293","0","4","175"
