"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"19th Ave&Lawton St SW-FS/BZ","79","61","2857","38","4","638","25","22","979","5","12","424","9","16","510","0","5","180","2","2","126"
"19th Ave&Moraga St NW-NS/BZ","9","21","2845","1","0","639","2","4","977","3","8","419","2","9","503","1","0","181","0","0","126"
"19th Ave&Noriega St SW-FS/BZ","174","151","2868","59","13","685","74","57","994","15","26","408","17","33","487","5","11","175","4","11","119"
"19th Ave&Ortega St SW-FS/BZ","50","64","2854","15","4","696","18","17","995","5","18","395","7","16","478","1","4","172","4","5","118"
"19th Ave&Pacheco St SW-FS/BZ","34","84","2804","10","18","688","18","31","982","1","13","383","2","14","466","1","6","167","2","2","118"
"19th Ave&Quintara St SW-FS/BZ","215","198","2821","56","84","660","63","50","995","58","27","414","21","26","461","15","6","176","2","5","115"
"19th Ave&Rivera St SW-FS/BZ","15","44","2792","4","4","660","3","13","985","5","12","407","3","9","455","0","5","171","0","1","114"
"19th Ave&Santiago St NW-NS/BZ","15","58","2749","5","6","659","5","17","973","2","8","401","2","18","439","1","8","164","0","1","113"
"19th Ave&Taraval St NW-NS/BZ","270","420","2599","58","97","620","102","143","932","33","61","373","52","67","424","12","29","147","13","23","103"
"19th Ave&Ulloa St NW-NS/BZ","9","16","2592","2","0","622","6","4","934","0","8","365","1","3","422","0","1","146","0","0","103"
"19th Ave&Vicente St SW-FS/BZ","35","75","2552","6","13","615","15","31","918","7","11","361","6","14","414","1","4","143","0","2","101"
"19th Ave&Wawona St NW-NS/BZ","11","16","2547","9","9","615","0","2","916","1","1","361","1","4","411","0","0","143","0","0","101"
"19th Ave&Sloat Blvd SW-FS/BZ","34","123","2458","10","37","588","11","39","888","5","23","343","6","16","401","2","5","140","0","3","98"
"19th Ave&Ocean Ave NW-NS","3","80","2381","0","29","559","2","24","866","1","9","335","0","14","387","0","2","138","0","2","96"
"19th Ave&Eucalyptus Dr NW-NS-BZ","199","591","1989","12","124","447","68","233","701","44","115","264","60","93","354","14","18","134","1","8","89"
"19th Ave&Winston Dr NW-NS/SI","7","6","1975","1","2","446","0","0","701","0","0","264","0","0","354","6","4","136","0","0","74"
"19th Ave&Holloway Ave NW-NS/FL","619","979","1630","46","294","198","238","406","533","118","96","286","153","110","397","52","39","149","12","34","67"
"19th Ave&Junipero Serra Blvd W-NS","0","0","1617","0","0","198","0","0","533","0","0","286","0","0","397","0","0","149","0","0","54"
"Junipero Serra Blvd & Font Blvd NW","36","112","1554","13","11","200","10","36","507","4","26","264","6","24","379","1","12","138","2","3","66"
"J. Serra at S. F. Golf Club SW-FS","1","8","1547","1","2","199","0","3","504","0","1","263","0","1","378","0","1","137","0","0","66"
"Daly City Bart Station NW-NS","0","1527","20","0","198","1","0","504","0","0","258","5","0","366","12","0","136","1","0","65","1"
"Total Passenger Boardings ","4009","5614",,"824","1069",,"1342","1934",,"652","957",,"797","1074",,"255","367",,"139","213",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"28-19th Avenue to Fort Mason Weekday",,,,,,,,,,,,,,,,,,,,,
"Daly City Bart Station NW-NS","1199","3","2108","331","0","603","442","3","744","101","0","218","168","0","312","88","0","130","69","0","101"
"Junipero Serra Blvd&Palmetto Av -FS","20","1","2127","10","0","613","5","0","749","2","0","220","1","0","313","1","1","130","1","0","102"
"Junipero Serra Blvd&Brotherhd-NE-FS","2","0","2129","0","0","613","1","0","750","0","0","220","1","0","314","0","0","130","0","0","102"
"19th Ave&Junipero Serra Blvd N-FS","43","24","2148","13","2","624","10","4","756","4","4","220","9","7","316","4","3","131","3","4","101"
"19th Ave&Banbury Dr SE-NS","0","2","2146","0","0","624","0","2","754","0","0","220","0","0","316","0","0","131","0","0","101"
"19th Ave&Holloway Ave NE-FS/BZ","868","630","2384","151","198","577","298","289","763","122","33","309","193","52","457","74","27","178","30","31","100"
"19th Ave&Winston Dr NE-FS","294","117","2561","34","20","591","91","43","811","47","12","344","77","29","505","37","9","206","8","4","104"
"19th Ave&Eucalyptus Dr SE-NS/BZ","162","53","2670","15","26","580","35","16","830","59","5","398","40","4","541","7","2","211","6","0","110"
"19th Ave&Ocean Ave SE-NS","40","5","2705","3","0","583","13","3","840","11","2","407","9","0","550","4","0","215","0","0","110"
"19th Ave&Sloat Blvd NE-FS/BZ","139","41","2803","32","10","605","47","14","873","17","5","419","24","10","564","13","1","227","6","1","115"
"19th Ave&Wawona St SE-NS/BZ","18","7","2814","7","2","610","7","1","879","1","2","418","3","0","567","0","2","225","0","0","115"
"19th Ave&Vicente St SE-NS","65","30","2849","20","7","623","22","9","892","9","5","422","8","7","568","5","2","228","1","0","116"
"19th Ave&Ulloa St NE-FS/BZ","9","12","2846","1","0","624","5","4","893","2","2","422","0","3","565","1","0","229","0","3","113"
"19th Ave&Taraval St NE-FS/BZ","375","252","2969","62","38","648","147","77","963","50","44","428","72","58","579","25","22","232","19","13","119"
"19th Ave&Santiago St NE-FS/BZ","42","22","2989","9","2","655","11","7","967","8","3","433","9","6","582","5","1","236","0","3","116"
"19th Ave&Rivera St SE-NS/BZ","25","34","2980","8","3","660","10","10","967","3","2","434","3","9","576","0","8","228","1","2","115"
"19th Ave&Quintara St SE-NS/BZ","165","288","2857","47","150","557","57","62","962","31","23","442","25","38","563","4","12","220","1","3","113"
"19th Ave&Pacheco St SE-NS/BZ","34","51","2840","8","3","562","14","21","955","8","8","442","2","10","555","2","6","216","0","3","110"
"19th Ave&Ortega St NE-FS/BZ","38","59","2819","19","6","575","13","15","953","1","8","435","2","22","535","3","4","215","0","4","106"
"19th Ave&Noriega St SE-NS/BZ","137","195","2761","37","15","597","56","65","944","13","31","417","18","49","504","8","23","200","5","12","99"
"19th Ave&Moraga St SE-NS/BZ","21","29","2753","5","5","597","7","5","946","5","10","412","4","7","501","0","0","200","0","2","97"
"19th Ave&Lawton St SE-NS/BZ","43","64","2732","18","10","605","15","15","946","4","11","405","3","16","488","2","10","192","1","2","96"
"19th Ave&Kirkham St NE-FS/BZ","25","54","2703","10","4","611","8","11","943","4","11","398","2","13","477","0","12","180","1","3","94"
"19th Ave&Judah St SE-NS/BZ","170","360","2513","65","74","602","61","110","894","17","60","355","20","71","426","1","33","148","6","12","88"
"19th Ave&Irving St SE-NS/BZ","127","267","2373","30","35","597","43","124","813","20","46","329","20","45","401","9","13","144","5","4","89"
"19TH AVE & LINCOLN WAY SE-NS/BZ","243","110","2506","76","15","658","88","40","861","22","21","330","35","19","417","14","8","150","8","7","90"
"Park Presidio Blvd&Fulton St NE-FS","79","232","2353","23","43","638","27","76","812","14","41","303","11","50","378","2","13","139","2","9","83"
"Park Presidio Blvd&Balboa St NE-FS","56","185","2224","28","42","624","15","40","787","6","32","277","4","43","339","3","24","118","0","4","79"
"Park Presidio&Geary Blvd NE-FS","196","937","1483","65","213","476","70","352","505","35","113","199","22","162","199","2","66","54","2","31","50"
"Park Presidio&California NE-FS","127","381","1229","46","110","412","29","137","397","42","48","193","8","57","150","1","16","39","1","13","38"
"GG Bridge Parking Lot N-NS","122","160","1191","3","20","395","46","56","387","43","44","192","29","31","148","0","4","35","1","5","34"
"GGBR&Merchant Rd N-NS","69","76","1184","2","14","383","27","34","380","20","16","196","18","11","155","1","0","36","1","1","34"
"Richardson Ave&Francisco St NW-NS","18","107","1095","1","34","350","1","34","347","10","26","180","6","8","153","0","2","34","0","3","31"
"Lombard St&Divisadero St SW-NS/BZ","10","109","996","2","40","312","6","32","321","0","17","163","1","15","139","1","3","32","0","2","29"
"Lombard St&Pierce St SW-NS/BZ","4","100","900","0","29","283","3","31","293","0","18","145","0","7","132","1","4","29","0","11","18"
"Lombard St&Fillmore St SW-NS/BZ","15","204","711","2","78","207","5","58","240","4","27","122","3","32","103","1","9","21","0","0","18"
"Laguna St&Chestnut St SE-NS","11","423","299","2","157","52","6","131","115","1","74","49","1","53","51","0","4","17","1","4","15"
"Buchanan St&Bay St NE-FS","2","12","289","0","2","50","2","5","112","0","1","48","0","3","48","0","1","16","0","0","15"
"Buchanan St&Beach St SE-NS","1","54","236","1","13","38","0","23","89","0","7","41","0","3","45","0","4","12","0","4","11"
"Marina Blvd&Laguna St SW-NS-BZ","666","210","692","62","29","71","276","83","282","145","40","146","117","35","127","41","12","41","25","11","25"
"Total Passenger Boardings ","5680","5900",,"1248","1449",,"2019","2042",,"881","852",,"968","985",,"360","361",,"204","211",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

