"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Folsom St&11th St W-FS","27","9","724","7","3","133","4","1","193","5","1","121","11","3","215","0","1","33","0","0","29"
"Folsom St&14th St NW-NS","101","111","714","3","18","118","36","54","175","24","16","129","31","20","226","7","2","38","0","1","28"
"Folsom St&16th St NW-NS/BZ","67","82","699","16","14","120","14","24","165","16","17","128","18","22","222","2","2","38","1","3","26"
"Folsom St&17th St NW-NS","7","14","692","2","1","121","1","2","164","3","4","127","1","5","218","0","1","37","0","1","25"
"Folsom St&18th St SW-FS","13","46","659","5","24","102","3","10","157","2","6","123","2","6","214","0","0","37","1","0","26"
"Folsom St&20th St NW-NS","40","120","579","10","17","95","8","30","135","11","15","119","9","37","186","1","11","27","1","10","17"
"Folsom St&22nd St SW-FS","15","102","492","4","10","89","2","28","109","5","19","105","2","33","155","2","6","23","0","6","11"
"Folsom St&24th St NW-NS/BZ","18","163","347","6","25","70","10","35","84","0","34","71","2","61","96","0","5","18","0","3","8"
"Folsom St&25th St NW-NS","0","28","319","0","1","69","0","5","79","0","6","65","0","12","84","0","3","15","0","1","7"
"Folsom St&26th St SW-FS","9","83","245","2","8","63","3","19","63","2","20","47","2","27","59","0","8","7","0","1","6"
"Cesar Chavez St&Folsom St NW-FS","7","57","195","2","23","42","2","12","53","0","7","40","2","13","48","1","2","6","0","0","6"
"Cesar Chavez St&South Van Ness Ave","1","16","180","0","1","41","0","4","49","0","1","39","1","8","41","0","0","6","0","2","4"
"26th St&Mission St SE-FS/BZ","0","174","6","0","37","4","0","48","1","0","39","0","0","40","1","0","6","0","0","4","0"
"Total Passenger Boardings ","3085","3105",,"852","857",,"1026","1037",,"464","465",,"599","599",,"88","89",,"56","58",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

