"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"O'Shaughnessy Blvd&Portola Dr S-FS","101","129","2031","10","76","259","30","29","420","36","9","466","22","10","626","3","4","148","0","1","112"
"O'Shaughnessy Blvd&Del Vale Ave-FS","14","8","2037","8","0","267","1","1","420","2","2","466","3","3","626","0","2","146","0","0","112"
"O'Shaughnessy Blvd&Malta Dr SW-FS","7","5","2039","6","0","273","0","1","419","1","4","463","0","0","626","0","0","146","0","0","112"
"Bosworth St&Elk St SW-NS","8","23","2024","4","1","276","1","3","417","0","4","459","3","10","619","0","3","143","0","2","110"
"Bosworth St&Lippard Ave SW-NS","13","19","2018","1","6","271","0","3","414","6","4","461","6","5","620","0","1","142","0","0","110"
"Bosworth St&Diamond St SE-FS/BZ","711","307","2422","71","76","266","122","64","472","92","55","498","268","77","811","89","16","215","69","19","160"
"Lyell St&Alemany Blvd NW-NS","20","25","2417","4","2","268","3","5","470","5","5","498","8","11","808","0","2","213","0","0","160"
"Silver Ave&Alemany Blvd S-FS","22","70","2369","9","3","274","5","10","465","2","10","490","5","33","780","1","13","201","0","1","159"
"Silver Ave&Mission St SE-FS/BZ","641","445","2575","90","45","319","182","97","550","116","107","509","161","130","811","53","37","217","39","29","169"
"Silver Ave&Lisbon St SW-NS","30","48","2557","4","2","321","9","10","549","8","9","508","5","13","803","0","7","210","4","7","166"
"Silver Ave&Congdon St SW-NS","48","141","2464","13","7","327","12","33","528","6","33","481","11","51","763","1","10","201","5","7","164"
"Silver Ave&Gambier St SW-NS","25","123","2366","5","4","328","3","27","504","6","24","463","10","42","731","1","10","192","0","16","148"
"Silver Ave&Princeton St S-NS","157","506","2017","51","57","322","47","113","438","22","98","387","33","182","582","2","33","161","2","23","127"
"Silver Ave&Dartmouth St E-FS","27","154","1890","11","6","327","7","29","416","3","32","358","6","67","521","0","13","148","0","7","120"
"Silver Ave&Holyoke St E-FS","11","87","1814","3","2","328","5","18","403","2","16","344","0","34","487","0","15","133","1","2","119"
"Silver Ave&Merrill St S-NS","50","205","1659","19","15","332","11","46","368","6","40","310","10","70","427","1","22","112","3","12","110"
"Silver Ave&San Bruno Ave S-NS/BZ","277","419","1521","26","73","285","79","108","339","62","80","296","83","112","398","18","28","102","9","18","101"
"Silver Ave&Bay Shore Blvd E","79","181","1419","14","48","251","16","41","314","19","32","283","24","45","377","2","7","97","4","8","97"
"Silver Ave&Ledyard St E-FS","38","184","1273","5","42","214","9","38","285","15","36","262","7","56","328","1","7","91","1","5","93"
"Silver Ave&Topeka Ave E-FS","18","76","1215","6","15","205","6","17","274","4","11","255","1","23","306","1","4","88","0","6","87"
"Silver Ave&Revere Ave S-NS","40","125","1130","6","19","192","8","24","258","14","30","239","10","41","275","1","10","79","1","1","87"
"Silver Ave&Palou Ave S-NS","15","50","1095","2","13","181","1","12","247","7","4","242","2","14","263","2","3","78","1","4","84"
"Palou Ave&Phelps St W-NS","14","108","1001","2","26","157","7","26","228","1","23","220","2","22","243","2","7","73","0","4","80"
"Palou Ave&Newhall St W-NS","9","60","950","2","4","155","2","14","216","0","13","207","3","24","222","1","4","70","1","1","80"
"Palou Ave&3rd St S-FS/BZ","337","267","1020","51","53","153","88","68","236","87","61","233","81","49","254","17","11","76","13","25","68"
"Palou Ave&Lane St W-NS","20","74","966","1","8","146","8","17","227","6","21","218","3","20","237","2","7","71","0","1","67"
"Palou Ave&Keith St W-NS","13","168","811","6","19","133","3","34","196","0","38","180","2","53","186","0","14","57","2","10","59"
"Keith St&Oakdale Ave S-NS","7","59","759","0","15","118","3","19","180","3","12","171","1","7","180","0","1","56","0","5","54"
"Newcomb Ave&Keith St S-FS","2","31","730","0","1","117","1","7","174","0","7","164","1","14","167","0","2","54","0","0","54"
"Newcomb Ave&La Salle Ave E-FS","7","121","616","3","6","114","0","33","141","2","32","134","1","33","135","1","8","47","0","9","45"
"Whitney Young Cir&Progress St S-FS","5","96","525","2","38","78","1","26","116","0","18","116","2","12","125","0","1","46","0","1","44"
"Hudson Ave&Whitney Young Cir SW-FS","5","51","479","0","0","78","2","16","102","0","16","100","3","12","116","0","4","42","0","3","41"
"Hudson Ave&Ingalls St W-NS","11","109","381","4","12","70","2","20","84","1","23","78","3","35","84","0","12","30","1","7","35"
"Ingalls St&Harbor Rd SE-NS","6","52","335","0","6","64","2","10","76","3","12","69","0","17","67","0","5","25","1","2","34"
"MIDDLE PT & HARE","7","30","312","0","1","63","1","6","71","1","9","61","1","9","59","1","2","24","3","3","34"
"Middle Point Rd & West Point Rd SE","3","112","203","0","14","49","2","30","43","0","21","40","1","30","30","0","9","15","0","8","26"
"Middle Point Rd & West Point Rd E","13","21","195","1","1","49","2","3","42","4","9","35","0","5","25","5","1","19","1","2","25"
"US Post Office S-FS/BZ","0","177","18","0","47","2","0","40","2","0","29","6","0","23","2","0","16","3","0","22","3"
"Total Passenger Boardings ","6661","6668",,"1059","1060",,"1658","1659",,"1297","1307",,"1875","1874",,"451","449",,"321","319",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"44-O'Shaughnessy to Richmond District Weekday",,,,,,,,,,,,,,,,,,,,,
"US Post Office S-FS/BZ","222","0","237","21","0","25","59","0","60","42","0","44","68","0","69","18","0","21","14","0","18"
"Mendell St&Evans Ave NW-MB","1","0","238","0","0","25","1","0","61","0","0","44","0","0","69","0","0","21","0","0","18"
"Fairfax Ave&Keith St W-NS","25","0","263","7","0","32","5","0","66","1","0","45","9","0","78","3","0","24","0","0","18"
"Keith St&Evans Ave S-NS","17","0","280","3","0","35","2","0","68","2","0","47","8","0","86","1","0","25","1","0","19"
"Evans Ave&Middle Point Rd W-NS","19","1","298","7","1","41","5","0","73","7","0","54","0","0","86","0","0","25","0","0","19"
"Middle Point Rd&West Point Rd SW-FS","76","2","372","32","0","73","17","0","90","7","0","61","13","2","97","4","0","29","3","0","22"
"Middle Point Rd&Innes Ave NW-NS","178","18","532","48","1","120","47","2","135","23","6","78","38","6","129","11","2","38","11","1","32"
"Ingalls St&Harbor Rd NW-NS","96","5","623","39","0","159","22","2","155","12","1","89","13","2","140","5","0","43","5","0","37"
"Hudson Ave&Ingalls St NW-FS","149","21","751","73","0","232","33","7","181","9","4","94","21","8","153","5","0","48","8","2","43"
"Hudson Ave&Whitney Young Cir SE-NS","47","13","785","24","7","249","7","2","186","6","0","100","6","3","156","3","1","50","1","0","44"
"Whitney Young Cir&Progress St NE-NS","67","15","837","3","6","246","22","5","203","9","2","107","31","2","185","2","0","52","0","0","44"
"Newcomb Ave&La Salle Ave N-NS","69","8","898","40","1","285","11","4","210","4","0","111","11","1","195","1","2","51","2","0","46"
"Newcomb Ave&Keith St N-NS","28","2","924","12","0","297","10","1","219","1","1","111","3","0","198","2","0","53","0","0","46"
"Keith St&Oakdale Ave N-NS","36","11","949","21","5","313","3","1","221","6","3","114","5","2","201","0","0","53","1","0","47"
"Palou Ave&Keith St E-NS","125","14","1060","64","1","376","22","1","242","22","4","132","9","6","204","3","2","54","5","0","52"
"Palou Ave&Lane St E-NS","55","15","1100","29","7","398","12","2","252","2","1","133","9","3","210","1","2","53","2","0","54"
"Palou Ave&3rd St E-NS/BZ","397","250","1247","117","69","446","105","74","283","64","36","161","77","51","236","18","10","61","16","10","60"
"Palou Ave&Newhall St E-NS/PS","72","10","1309","22","7","461","18","0","301","8","3","166","15","0","251","4","0","65","5","0","65"
"Palou Ave&Phelps St E-NS","95","20","1384","32","3","490","33","11","323","17","1","182","6","3","254","2","1","66","5","1","69"
"Palou Ave&Quint St E-NS","95","15","1464","41","2","529","17","4","336","12","2","192","16","5","265","4","1","69","5","1","73"
"Silver Ave&Revere Ave W-FS","92","34","1522","42","15","556","26","6","356","10","2","200","11","10","266","2","1","70","1","0","74"
"Silver Ave&Topeka Ave W-FS","66","23","1565","28","5","579","18","6","368","12","7","205","4","5","265","1","0","71","3","0","77"
"Silver Ave&Augusta St N-NS","175","62","1678","52","36","595","45","9","404","51","10","246","22","3","284","2","4","69","3","0","80"
"Silver Ave&Charter Oak Ave N","164","134","1708","68","51","612","45","35","414","22","14","254","18","20","282","9","6","72","2","8","74"
"Silver Ave&San Bruno Ave W-FS/BZ","521","171","2058","121","49","684","145","46","513","85","30","309","118","35","365","27","8","91","25","3","96"
"Silver Ave&Merrill St N-NS/BZ","194","51","2201","78","10","752","50","12","551","19","10","318","23","15","373","8","2","97","16","2","110"
"Silver Ave&Boylston St W-FS","74","33","2242","32","2","782","22","8","565","10","6","322","2","14","361","4","1","100","4","2","112"
"Silver Ave&Dartmouth St W-FS","115","65","2292","48","3","827","29","18","576","8","14","316","16","23","354","4","4","100","10","3","119"
"Silver Ave&Princeton St N-NS","77","44","2325","36","2","861","24","10","590","6","11","311","4","15","343","1","4","97","6","2","123"
"Silver Ave&Cambridge St NE-NS/BZ","241","170","2396","88","50","899","63","42","611","37","30","318","30","42","331","7","4","100","16","2","137"
"Silver Ave&Gambier St NE-NS","59","20","2435","18","2","915","23","5","629","3","4","317","5","7","329","2","0","102","8","2","143"
"Silver Ave&Congdon St NE-NS","75","39","2471","27","3","939","22","8","643","10","8","319","5","17","317","2","2","102","9","1","151"
"Silver Ave&Craut St NE-NS","19","27","2463","7","3","943","3","6","640","3","10","312","4","7","314","0","1","101","2","0","153"
"Silver Ave&Mission St E-NS/BZ","423","737","2149","168","203","908","110","240","510","55","114","253","50","115","249","15","31","85","25","34","144"
"Silver Ave&Alemany Blvd E-NS","60","7","2202","20","0","928","24","1","533","8","2","259","4","3","250","0","0","85","4","1","147"
"Rousseau St&Cayuga Ave E-NS","19","4","2217","5","1","932","8","1","540","3","0","262","3","0","253","0","1","84","0","1","146"
"Still St&Lyell St NE-NS","11","11","2217","6","8","930","0","1","539","1","0","263","2","2","253","0","0","84","2","0","148"
"Bosworth St&Diamond St NE-NS/BZ","347","749","1815","114","321","723","78","184","433","42","83","222","78","73","258","18","28","74","17","60","105"
"Bosworth St&Lippard Ave NE-NS","11","11","1815","4","7","720","1","3","431","0","0","222","3","0","261","1","1","74","2","0","107"
"Bosworth St&Elk St NW-FS","24","23","1816","7","2","725","7","3","435","2","7","217","5","9","257","1","2","73","2","0","109"
"O'Shaughnessy Blvd&Malta Dr NE-FS","5","15","1806","3","2","726","2","0","437","0","4","213","0","7","250","0","2","71","0","0","109"
"O'Shaughnessy Blvd&Del Vale Ave-FS","1","6","1801","1","1","726","0","0","437","0","1","212","0","4","246","0","0","71","0","0","109"
"100 O'Shaughnessy Blvd NE-MB","88","124","1765","4","75","655","20","17","440","56","18","250","8","14","240","0","0","71","0","0","109"
"Woodside Ave&Portola Dr N-FS/BZ","165","147","1783","33","85","603","47","19","468","48","16","282","25","17","248","6","3","74","6","7","108"
"Woodside Ave&Ulloa St NE-NS","1","18","1766","0","6","597","0","5","463","1","3","280","0","0","248","0","0","74","0","4","104"
"Woodside Ave&Hernandez Ave NE-NS/BZ","42","16","1792","10","2","605","17","5","475","7","1","286","6","4","250","1","1","74","1","3","102"
"Laguna Honda Blvd&Dewey Blvd E-NS","19","20","1791","6","4","607","2","4","473","6","6","286","5","3","252","0","1","73","0","2","100"
"Forest Hill Station NE-FS","333","388","1736","70","139","538","71","106","438","65","70","281","83","46","289","30","11","92","14","16","98"
"Laguna Honda Blvd&Clarendon E-MB","15","12","1739","4","3","539","6","2","442","2","4","279","2","3","288","1","0","93","0","0","98"
"1699 7th Ave E-MB","2","8","1733","0","0","539","1","0","443","1","4","276","0","3","285","0","1","92","0","0","98"
"Lawton St&7th Ave NW-FS","32","57","1708","9","7","541","16","15","444","3","2","277","4","22","267","0","8","84","0","3","95"
"Lawton St&9th Ave NE-NS","24","67","1665","7","17","531","10","7","447","2","15","264","2","23","246","1","5","80","2","0","97"
"9th Ave&Kirkham St SE-NS/BZ","30","35","1660","9","5","535","8","10","445","6","8","262","5","11","240","0","1","79","2","0","99"
"9th Ave&Judah St SE-NS/BZ","234","395","1499","45","174","406","77","75","447","38","63","237","55","57","238","12","14","77","7","12","94"
"9th Ave&Irving St NE-FS/BZ","197","118","1578","23","23","406","53","34","466","44","24","257","47","24","261","23","7","93","7","6","95"
"9th Ave&Lincoln Way SE-NS/BZ","131","63","1646","17","13","410","49","22","493","18","13","262","26","11","276","17","3","107","4","1","98"
"Academy Of Sciences S-NS/BZ","19","28","1637","5","6","409","6","12","487","3","3","262","2","4","274","3","0","110","0","3","95"
"8th Ave&Fulton St NE-FS/BZ","61","168","1530","16","32","393","22","55","454","10","31","241","11","32","253","0","13","97","2","5","92"
"8th Ave&Cabrillo St SE-NS","22","40","1512","6","4","395","9","12","451","3","11","233","4","9","248","0","3","94","0","1","91"
"6th Ave&Cabrillo St NE-FS/BZ","22","38","1496","4","14","385","9","8","452","8","3","238","1","10","239","0","3","91","0","0","91"
"6th Ave&Balboa St SE-NS/BZ","71","151","1416","15","34","366","30","33","449","7","31","214","14","30","223","2","11","82","3","12","82"
"6th Ave&Anza St SE-NS/BZ","11","57","1370","4","8","362","4","13","440","2","8","208","1","18","206","0","7","75","0","3","79"
"6th Ave&Geary Blvd SE-NS/BZ","36","588","818","7","174","195","17","167","290","10","90","128","2","95","113","0","36","39","0","26","53"
"Clement St&6th Ave SE-FS/BZ","14","465","367","3","101","97","5","177","118","2","75","55","2","64","51","2","24","17","0","24","29"
"7th Ave&Clement St NE-FS","0","15","352","0","3","94","0","7","111","0","1","54","0","3","48","0","0","17","0","1","28"
"California St&7th Ave S-MB/BZ","0","349","3","0","92","2","0","110","1","0","54","0","0","48","0","0","17","0","0","28","0"
"Total Passenger Boardings ","6211","6223",,"1905","1907",,"1675","1675",,"983","985",,"1070","1071",,"289","292",,"289","293",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

