"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Portola Dr&Burnett Ave N-NS","3","70","307","2","2","25","0","23","69","1","13","55","0","18","106","0","9","40","0","5","12"
"Glenview Dr&Portola Dr NE-FS","6","59","254","1","12","14","3","18","54","0","15","40","2","11","97","0","3","37","0","0","12"
"Dawnview Way&Glenview Dr SE-FS","2","11","245","0","2","12","0","0","54","2","6","36","0","2","95","0","1","36","0","0","12"
"Dawnview Way&Burnett Ave SW-NS","0","9","236","0","0","12","0","2","52","0","0","36","0","3","92","0","4","32","0","0","12"
"Crestline Dr&Burnett Ave NW-FS/BZ","3","44","195","3","3","12","0","3","49","0","5","31","0","24","68","0","7","25","0","2","10"
"40 Crestline Dr NE-MB/FL","2","39","158","2","1","13","0","9","40","0","6","25","0","15","53","0","6","19","0","2","8"
"74 Crestline Dr E-MB/FL","2","22","138","2","1","14","0","6","34","0","4","21","0","8","45","0","2","17","0","1","7"
"Parkridge Dr.&House 90 W-MB/FL","8","45","101","2","2","14","3","1","36","0","6","15","0","23","22","0","8","9","3","5","5"
"Parkridge Dr&Burnett Ave SW-FS/BZ","0","75","26","0","5","9","0","24","12","0","13","2","0","22","0","0","9","0","0","2","3"
"Total Passenger Boardings ","923","927",,"119","112",,"197","198",,"123","127",,"321","328",,"114","115",,"49","47",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

