"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"29-Sunset to Candlestick Weekday",,,,,,,,,,,,,,,,,,,,,
"Letterman Hospital S-FS","51","0","53","7","0","7","18","0","19","12","0","12","14","0","15","0","0","0",,,
"Presidio Blvd&Letterman Dr W-FS","4","0","57","0","0","7","2","0","21","0","0","12","2","0","17","0","0","0",,,
"Presidio Blvd&Barnard Rd N-NS","1","0","58","0","0","7","0","0","21","0","0","12","1","0","18","0","0","0",,,
"Presidio Blvd&Funston Ave E-NS","1","0","59","0","0","7","0","0","21","1","0","13","0","0","18","0","0","0",,,
"Moraga Ave&Graham St N-FS","6","1","64","0","0","7","1","0","22","0","0","13","4","1","21","1","0","1",,,
"Moraga Ave&Montgomery St E-NS","3","1","66","0","0","7","0","0","22","0","1","12","3","0","24","0","0","1",,,
"Presidio Bldg 102 Montgomery St E","0","0","66","0","0","7","0","0","22","0","0","12","0","0","24","0","0","1",,,
"Lincoln Blvd&Graham St W-NS","2","0","68","0","0","7","1","0","23","0","0","12","1","0","25","0","0","1",,,
"Army Headquarters NE-FS","14","0","82","3","0","10","4","0","27","3","0","15","4","0","29","0","0","1",,,
"Halleck St&Mason St E-MB","1","0","83","0","0","10","0","0","27","1","0","16","0","0","29","0","0","1",,,
"Presidio Px NW-FS","1","0","84","0","0","10","1","0","28","0","0","16","0","0","29","0","0","1",,,
"Presidio Bank On Mason St NW-FS","3","0","87","0","0","10","0","0","28","0","0","16","3","0","32","0","0","1",,,
"Building B639 Presidio NW-FS","0","0","87","0","0","10","0","0","28","0","0","16","0","0","32","0","0","1",,,
"Building B650 Presidio NW-FS","2","1","88","0","0","10","1","1","28","1","0","17","0","0","32","0","0","1",,,
"957 Lincoln Blvd N-NS","3","2","89","0","0","10","1","0","29","0","2","15","2","0","34","0","0","1",,,
"GG Bridge Parking Lot N-NS","68","10","147","3","1","12","23","7","45","16","0","31","26","2","58","0","0","1",,,
"GGBR&Merchant Rd N-NS","28","2","173","4","1","15","14","0","59","1","1","31","8","0","66","1","0","2",,,
"Merchant St&Lincoln Blvd W-NS","7","1","179","0","0","15","3","1","61","1","0","32","3","0","69","0","0","2",,,
"Bowley St&Lincoln Blvd NW-FS","30","3","206","11","0","26","9","1","69","5","1","36","5","1","73","0","0","2",,,
"Baker Beach Parking Lot SW-FS","12","2","216","0","0","26","2","0","71","3","1","38","7","1","79","0","0","2",,,
"Lincoln Blvd&Bowley Ave SW-FS","22","0","238","2","0","28","6","0","77","3","0","41","10","0","89","1","0","3",,,
"25th Ave&El Camino Del Mar SW-FS","15","0","253","1","0","29","4","0","81","6","0","47","4","0","93","0","0","3",,,
"25th Ave&Lake St NW-NS","11","2","262","1","0","30","3","1","83","7","1","53","0","0","93","0","0","3",,,
"25th Ave&California St NW-NS/BZ","230","18","512","48","1","84","71","6","166","58","3","111","51","7","147","2","1","4",,,
"25th Ave&Clement St NW-NS/BZ","225","12","725","43","0","127","70","2","234","54","3","162","56","7","196","2","0","6",,,
"25th Ave&Geary Blvd NW-NS/BZ","502","77","1167","67","12","182","159","29","364","98","10","250","123","26","293","42","0","62","13","0","16"
"25th Ave&Anza St NW-NS","51","9","1209","23","1","204","16","5","375","4","0","254","8","3","298","0","0","62","0","0","16"
"25th Ave&Balboa St NW-NS","167","48","1328","48","1","251","59","13","421","23","14","263","28","18","308","9","2","69","0","0","16"
"25th Ave&Cabrillo St NW-NS","59","20","1367","21","0","272","23","10","434","6","5","264","6","4","310","1","1","69","2","0","18"
"25th Ave&Fulton St NW-NS","132","59","1440","28","9","291","49","22","461","22","9","277","22","18","314","9","1","77","2","0","20"
"Lincoln Way&19th Ave NW-FS/BZ","139","120","1459","23","25","289","42","36","467","25","24","278","30","27","317","13","5","85","6","3","23"
"Lincoln Way&21st Ave NW-FS/BZ","12","16","1455","3","3","289","0","9","458","4","2","280","3","1","319","1","1","85","1","0","24"
"Lincoln Way&23rd Ave NW-FS/BZ","20","27","1448","1","3","287","11","12","457","4","5","279","4","6","317","0","1","84","0","0","24"
"Lincoln Way&25th Ave NW-FS/BZ","63","33","1478","6","4","289","31","13","475","8","7","280","11","6","322","5","3","86","2","0","26"
"Lincoln Way&27th Ave NW-FS/BZ","10","8","1480","1","0","290","5","3","477","1","2","279","2","1","323","0","2","84","1","0","27"
"Lincoln Way&29th Ave NW-FS/BZ","11","9","1482","3","2","291","4","2","479","1","3","277","2","1","324","1","1","84","0","0","27"
"Lincoln Way&31st Ave NW-FS/BZ","12","20","1474","4","1","294","4","4","479","2","6","273","1","5","320","1","3","82","0","1","26"
"Lincoln Way&33rd Ave NW-FS/BZ","24","18","1480","5","0","299","7","5","481","3","7","269","9","6","323","0","0","82","0","0","26"
"Lincoln Way&35th Ave NW-FS/BZ","2","10","1472","1","0","300","0","2","479","1","1","269","0","4","319","0","2","80","0","1","25"
"37th Ave&Lincoln Way SW-FS","16","17","1471","4","1","303","2","4","477","3","5","267","7","6","320","0","1","79","0","0","25"
"Sunset Blvd&Irving St SW-FS","75","13","1533","29","2","330","26","2","501","9","6","270","9","2","327","1","1","79","1","0","26"
"Sunset Blvd&Judah St NW-NS","202","42","1693","51","4","377","72","12","561","38","9","299","35","12","350","6","4","81","0","1","25"
"Sunset Blvd&Kirkham St NW-NS","28","9","1712","7","0","384","10","3","568","4","3","300","7","2","355","0","1","80","0","0","25"
"Sunset Blvd&Lawton St NW-NS","71","29","1754","24","4","404","21","7","582","11","7","304","14","10","359","1","1","80","0","0","25"
"Sunset Blvd&Moraga St NW-NS","53","14","1793","16","1","419","17","4","595","12","4","312","4","5","358","3","0","83","1","0","26"
"Sunset Blvd&Noriega St NW-NS","199","75","1923","49","13","455","62","24","633","37","17","338","40","17","381","9","3","89","2","1","27"
"Sunset Blvd&Ortega St SW-FS","179","76","2026","25","29","451","18","13","638","104","20","422","27","11","397","5","3","91","0","0","27"
"Sunset Blvd&Pacheco St NW-NS","18","13","2031","3","3","451","9","5","642","2","2","422","2","2","397","1","1","91","1","0","28"
"Sunset Blvd&Quintara St SW-FS","63","36","2058","9","18","442","24","4","662","23","5","440","5","8","394","1","1","91","1","0","29"
"Sunset Blvd&Rivera St NW-NS","55","31","2082","19","3","458","18","9","671","11","4","447","6","8","392","1","5","87","0","2","27"
"Sunset Blvd&Santiago St NW-NS","13","16","2079","3","0","461","7","9","669","1","1","447","1","6","387","1","0","88","0","0","27"
"Sunset Blvd&Taraval St NW-NS","175","146","2108","36","14","483","71","40","700","26","47","426","26","36","377","12","8","92","4","1","30"
"Sunset Blvd&Ulloa St SW-FS","15","19","2104","4","0","487","4","7","697","4","4","426","3","6","374","0","1","91","0","1","29"
"Sunset Blvd&Vicente St NW-NS","59","57","2106","19","10","496","20","18","699","9","9","426","8","16","366","3","4","90","0","0","29"
