"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"US Post Office N-NS","0","7","102",,,,,,,,,,,,,,,,"0","7","102"
"Evans Ave&Newhall St E-NS/BZ","0","0","102",,,,,,,,,,,,,,,,"0","0","102"
"3rd St&Evans Ave SW-FS/BZ","232","224","3603","43","79","574","70","45","857","39","34","735","49","56","872","18","3","302","13","7","263"
"3rd St&Galvez Ave SW-FS/BZ","21","120","3504","4","16","562","5","30","832","2","22","715","9","33","848","1","12","291","0","7","256"
"3rd St&Innes Ave SW-FS/BZ","163","185","3482","52","19","595","54","43","843","19","43","691","25","54","819","9","20","280","4","6","254"
"3rd St&Mckinnon Ave NW-NS/BZ","159","329","3312","34","27","602","47","76","814","30","67","654","26","94","751","6","49","237","16","16","254"
"3rd St&Palou Ave NW-NS/BZ","354","488","3178","129","66","665","86","125","775","55","120","589","62","121","692","9","29","217","13","27","240"
"3rd St&Bayview St SW-FS/BZ","169","333","3014","53","36","682","36","76","735","33","76","546","30","98","624","8","26","199","9","21","228"
"3rd St&Thornton Ave SW-FS/BZ","46","177","2883","21","14","689","6","38","703","10","33","523","7","57","574","0","23","176","2","12","218"
"3rd St&Williams Ave SW-FS/BZ","201","350","2734","57","73","673","43","77","669","34","71","486","51","76","549","11","19","168","5","34","189"
"3rd St&Yosemite Ave N-NS/BZ","85","154","2665","21","56","638","22","37","654","18","30","474","15","18","546","4","6","166","5","7","187"
"3rd St&Carroll Ave N-NS/BZ","24","94","2595","4","48","594","11","32","633","2","3","473","6","3","549","1","0","167","0","8","179"
"3rd St&Egbert Ave N-NS/BZ","2","35","2562","2","10","586","0","12","621","0","4","469","0","1","548","0","1","166","0","7","172"
"3rd St&Paul Ave NW-NS/BZ","103","490","2175","25","114","497","14","103","532","29","94","404","22","116","454","7","31","142","6","32","146"
"3rd St&Salinas Ave NW-NS/BZ","128","300","2003","55","51","501","37","65","504","10","64","350","21","83","392","3","21","124","2","16","132"
"Bay Shore Blvd&Campbell Ave SW-FS","0","22","1981","0","4","497","0","3","501","0","4","346","0","9","383","0","1","123","0","1","131"
"Bay Shore Blvd&Tunnel Ave W-FS/BZ","7","65","1923","4","17","484","2","21","482","0","11","335","0","8","375","0","1","122","1","7","125"
"Bay Shore Blvd&Arleta Ave W-FS","278","154","2047","86","32","538","58","42","498","44","24","355","56","33","398","15","11","126","19","12","132"
"Bay Shore Blvd&Leland Ave W-FS","102","56","2093","16","7","547","32","13","517","28","16","367","21","14","405","3","3","126","2","3","131"
"Visitacion Ave&Bay Shore Blvd N-FS","55","24","2124","17","10","554","15","3","529","7","3","371","11","2","414","1","3","124","4","3","132"
"Visitacion Ave&Rutland St E-NS","156","82","2198","60","8","606","44","25","548","17","19","369","14","18","410","4","7","121","17","5","144"
"Visitacion Ave&Schwerin St E-NS","129","123","2204","47","43","610","29","19","558","21","22","368","15","25","400","2","11","112","15","3","156"
"Visitacion Ave&Britton St E-NS","56","57","2203","24","8","626","9","10","557","6","14","360","6","13","393","1","7","106","10","5","161"
"Visitacion Ave&Sawyer St E-NS","102","115","2190","39","25","640","27","26","558","13","24","349","11","29","375","1","7","100","11","4","168"
"Hahn St&Visitacion Ave SW-FS","6","4","2192","5","1","644","0","0","558","0","1","348","1","1","375","0","1","99","0","0","168"
"Hahn St&Sunnydale Ave N-NS","145","98","2239","62","11","695","39","24","573","18","26","340","15","28","362","5","6","98","6","3","171"
"Sunnydale Ave&Santos St NE-NS","49","42","2246","23","6","712","6","11","568","8","9","339","8","13","357","4","0","102","0","3","168"
"Santos St&Brookdale Ave SW-FS","81","60","2267","29","11","730","22","15","575","13","12","340","11","12","356","2","6","98","4","4","168"
"Santos St&Velasco Ave N-NS","106","51","2322","50","8","772","28","14","589","12","11","341","6","15","347","3","1","100","7","2","173"
"Geneva Ave&Santos St N-FS/BZ","347","76","2593","115","13","874","105","17","677","53","17","377","43","16","374","9","7","102","22","6","189"
"Geneva Ave&Carter St NE-NS/BZ","163","49","2707","65","5","934","45","12","710","10","15","372","17","12","379","6","3","105","20","2","207"
"1721 Geneva Ave NE-MB","66","18","2755","29","4","959","16","6","720","5","4","373","1","2","378","1","1","105","14","1","220"
"1650 Geneva Ave N-FS","11","5","2761","6","2","963","2","2","720","1","1","373","1","0","379","0","0","105","1","0","221"
"Geneva Ave&Prague St E-NS/BZ","35","86","2710","17","41","939","8","13","715","2","13","362","5","12","372","0","2","103","3","5","219"
"Geneva Ave&Moscow St N-FS/BZ","51","43","2718","26","3","962","9","10","714","7","11","358","4","13","363","1","3","101","4","3","220"
"Geneva Ave&Naples St E-NS/BZ","120","98","2740","46","25","983","33","25","722","17","19","356","9","20","352","5","7","99","10","2","228"
"Geneva Ave&Madrid St N-FS/BZ","117","40","2817","59","15","1027","35","9","748","6","2","360","8","9","351","1","1","99","8","4","232"
"Geneva Ave&Paris St E-NS","59","94","2782","32","22","1037","14","29","733","7","19","348","4","15","340","0","3","96","2","6","228"
"Geneva Ave&Mission St E-NS","612","865","2529","232","245","1024","189","240","682","78","138","288","70","139","271","22","34","84","21","69","180"
"Geneva Ave&Cayuga Ave E-NS/BZ","69","83","2515","36","50","1010","12","11","683","9","12","285","8","9","270","2","0","86","2","1","181"
"Geneva Ave&Delano Ave N-FS/BZ","6","47","2474","3","25","988","0","10","673","3","8","280","0","2","268","0","1","85","0","1","180"
"Geneva Balboa Bart Station NE-MB/BZ","347","1655","1166","87","657","418","71","449","295","59","185","154","97","165","200","27","58","54","6","141","45"
"Geneva Ave&Howth St E-NS/BZ","4","288","882","2","140","280","0","79","216","0","27","127","0","35","165","1","4","51","1","3","43"
"Phelan Loop N-MB/FL","0","844","38","0","253","27","0","211","5","0","127","0","0","162","3","0","49","2","0","42","1"
"Total Passenger Boardings ","14072","14091",,"3735","3754",,"3448","3447",,"2390","2391",,"2963","2965",,"754","752",,"782","782",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"15-Third Street to Kearny & North Point Weekday",,,,,,,,,,,,,,,,,,,,,
"Phelan Loop N-MB/FL","944","0","979","173","0","190","243","0","255","187","0","187","230","0","234","83","0","84","28","0","29"
"Ocean Ave&Geneva Ave SW-NS/SI","476","1","1454","60","0","250","143","0","398","128","1","314","87","0","321","47","0","131","11","0","40"
"Geneva Ave&Howth St S-FS","49","1","1502","15","0","265","20","0","418","7","0","321","3","1","323","3","0","134","1","0","41"
"Geneva Balboa Bart Station SW-MB/BZ","2252","286","3468","215","116","364","379","80","717","387","39","669","820","34","1109","302","13","423","149","4","186"
"Geneva Ave&Delano Ave W-NS/BZ","44","6","3506","9","2","371","9","1","725","11","0","680","11","1","1119","2","2","423","2","0","188"
"Cayuga Ave&Onondaga Ave","26","0","31",,,,,,,"26","0","31",,,,,,,,,
"Geneva Ave&Cayuga Ave S-FS/BZ","142","67","3612","27","7","391","28","9","744","51","19","743","26","19","1126","3","10","416","7","3","192"
"Geneva Ave&Mission St W-NS/BZ","1101","928","3785","183","68","506","242","191","795","160","214","689","324","311","1139","118","98","436","74","46","220"
"Geneva Ave&Paris St W-NS","219","123","3881","23","8","521","78","22","851","42","28","703","60","46","1153","10","15","431","6","4","222"
"Geneva Ave&Madrid St S-FS/BZ","38","99","3820","14","2","533","9","16","844","2","15","690","9","45","1117","0","16","415","4","5","221"
"Geneva Ave&Naples St S-FS/BZ","120","265","3675","47","17","563","28","42","830","17","51","656","12","105","1024","5","34","386","11","16","216"
"Geneva Ave&Munich St W-NS/BZ","166","276","3565","61","22","602","34","47","817","35","44","647","23","125","922","6","29","363","7","9","214"
"1650 Geneva Ave S-MB","5","27","3543","1","2","601","0","8","809","0","4","643","2","8","916","1","5","359","1","0","215"
"1750 Geneva Ave S-FS/BZ","34","136","3441","13","7","607","5","20","794","4","32","615","3","57","862","4","15","348","5","5","215"
"Geneva Ave&Carter SE-FS/BZ","64","232","3273","26","16","617","14","38","770","5","50","570","7","87","782","2","30","320","10","11","214"
"Santos St&Geneva Ave E-FS/BZ","127","420","2980","27","50","594","31","81","720","18","68","520","28","143","667","8","53","275","15","25","204"
"Santos St&Velasco Ave S-NS","70","122","2928","28","15","607","15","20","715","4","26","498","8","41","634","5","15","265","10","5","209"
"Santos St&Brookdale Ave SE-NS","80","165","2843","27","10","624","21","36","700","13","39","472","11","52","593","4","20","249","4","8","205"
"Sunnydale Ave&Santos St SE-FS","48","29","2862","19","1","642","15","6","709","5","9","468","3","9","587","3","4","248","3","0","208"
"Hahn St&Sunnydale Ave E-FS","121","183","2800","41","7","676","27","39","697","17","41","444","18","60","545","11","26","233","7","10","205"
"Visitacion Ave&Sawyer St SW-NS","97","132","2765","36","18","694","27","23","701","12","24","432","12","47","510","1","15","219","9","5","209"
"Visitacion Ave&Britton St W-NS","55","58","2762","22","1","715","19","8","712","3","12","423","6","25","491","0","9","210","5","3","211"
"Visitacion Ave&Schwerin St W-NS","136","142","2756","56","28","743","27","25","714","17","36","404","18","40","469","4","12","202","14","1","224"
"Visitacion Ave&Cora St W-NS","29","33","2752","11","6","748","9","7","716","1","4","401","4","12","461","1","3","200","3","1","226"
"Visitacion Ave&Rutland St W-NS","90","103","2739","23","12","759","27","22","721","12","19","394","17","32","446","1","14","187","10","4","232"
"Rutland St&Leland Ave S-NS","85","97","2727","28","11","776","18","27","712","17","23","388","18","28","436","4","8","183","0","0","232"
"Rutland St&Arleta Ave S-NS","98","136","2689","40","10","806","22","32","702","14","26","376","10","46","400","1","14","170","11","8","235"
"Arleta Ave&Alpha St W-NS","28","55","2662","10","18","798","12","11","703","5","6","375","0","15","385","0","4","166","1","1","235"
"Arleta Ave&Bay Shore Blvd W-NS","229","286","2620","65","80","798","55","75","683","35","40","370","49","43","391","13","18","161","12","30","217"
"Bay Shore Blvd&Blanken Ave E-NS","123","81","2662","34","14","818","35","16","702","22","18","374","21","24","388","4","3","162","7","6","218"
"Bay Shore Blvd&Hester Ave E-FS","9","10","2661","4","0","822","2","3","701","1","2","373","2","4","386","0","1","161","0","0","218"
"Bay Shore Blvd&Hester Ave S-NS","0","0","2661","0","0","822","0","0","701","0","0","373","0","0","386","0","0","161","0","0","218"
"3rd St&Key St NE-FS/BZ","128","134","2655","52","39","835","39","28","712","11","17","367","16","34","368","3","10","154","7","6","219"
"3rd St&Ingerson Ave E-FS/BZ","235","100","2790","95","11","919","70","18","764","18","21","364","29","35","362","8","11","151","15","4","230"
"3rd St&Fitzgerald Ave SE-NS/BZ","437","147","3080","121","45","995","110","27","847","81","33","412","70","30","402","20","6","165","35","6","259"
"3rd St&Egbert Ave S-NS/BZ","9","4","3085","1","2","994","3","1","849","5","1","416","0","0","402","0","0","165","0","0","259"
"3rd St&Carroll Ave S-NS/BZ","79","44","3120","27","23","998","31","12","868","6","2","420","12","2","412","3","0","168","0","5","254"
"3rd St&Yosemite Ave E-FS/BZ","236","151","3205","66","66","998","67","23","912","30","23","427","55","23","444","9","5","172","9","11","252"
"3rd St&Van Dyke Ave S-NS/BZ","287","133","3359","87","34","1051","71","30","953","30","23","434","75","36","483","13","5","180","11","5","258"
"3rd St&Thomas Ave S-NS/BZ","191","77","3473","108","13","1146","32","20","965","17","18","433","14","18","479","4","5","179","16","3","271"
"3rd St&Revere Ave S-NS/BZ","247","179","3541","91","21","1216","68","40","993","24","55","402","38","40","477","8","14","173","18","9","280"
"3rd St&Palou Ave SE-NS/BZ","426","482","3485","163","143","1236","120","115","998","50","82","370","47","106","418","17","26","164","29","10","299"
"3rd St&Newcomb Ave S-NS/BZ","137","90","3532","44","19","1261","41","24","1015","20","19","371","10","15","413","10","10","164","12","3","308"
"3rd St&La Salle Ave S-NS/BZ","234","126","3640","59","8","1312","73","45","1043","29","26","374","26","29","410","12","13","163","35","5","338"
"3rd St&Jerrold Ave NE-FS/BZ","41","72","3609","19","20","1311","7","20","1030","4","14","364","5","12","403","0","4","159","6","2","342"
"3rd St&Hudson Ave S-NS/BZ","262","107","3764","88","28","1371","77","31","1076","29","19","374","42","19","426","12","7","164","14","3","353"
"Evans Ave&3rd St S-FS","4","6","161",,,,,,,,,,,,,,,,"4","6","161"
"US Post Office E-FS","3","2","162",,,,,,,,,,,,,,,,"3","2","162"
"Mendell St&Newhall St NE-FS","0","0","162",,,,,,,,,,,,,,,,"0","0","162"
"Mendell St&Cargo Way S-NS","0","0","162",,,,,,,,,,,,,,,,"0","0","162"
"Cargo Way&3rd St NE-NS","0","0","162",,,,,,,,,,,,,,,,"0","0","162"
"3rd St&Evans Ave E-FS/BZ","195","248","3548","31","96","1306","53","68","1061","47","25","396","38","43","421","19","11","172","7","5","192"
"3rd St&Cargo Way SE-NS","55","22","3581","1","7","1300","17","8","1070","18","3","411","14","0","435","4","0","176","1","4","189"
"3rd St&Cesar Chavez St NE-FS/BZ","147","106","3784","16","48","1268","38","15","1093","48","7","452","34","4","465","4","2","178","7","30","328"
"3rd St&25th St NE-FS/BZ","72","30","3826","20","19","1269","19","4","1108","12","3","461","16","2","479","3","0","181","2","2","328"
"3rd St&23rd St NE-FS/BZ","83","48","3861","22","28","1263","26","11","1123","16","4","473","15","2","492","2","1","182","2","2","328"
"3rd St&22nd St NE-FS/BZ","243","198","3906","56","65","1254","57","48","1132","41","32","482","58","31","519","17","8","191","14","14","328"
"3rd St&20th St NE-FS/BZ","195","367","3734","40","146","1148","52","108","1076","48","47","483","40","43","516","6","11","186","9","12","325"
"3rd St&18th St NE-FS/BZ","160","69","3825","72","23","1197","38","13","1101","17","9","491","27","10","533","6","5","187","0","9","316"
"3rd St&16th St NW-FS","2","1","3826","0","0","1197","1","1","1101","0","0","491","0","0","533","1","0","188","0","0","316"
"3rd St&Gene Friend Wy NE-FS/FL","16","12","3830","5","7","1195","3","2","1102","1","0","492","6","3","536","1","0","189","0","0","316"
"3rd St&Terry A Francois Blvd NS-SE","22","40","3812","4","16","1183","10","13","1099","3","7","488","5","3","538","0","1","188","0","0","316"
"4th St & Townsend St E-MB/BZ","344","318","3838","146","85","1244","74","90","1083","37","46","479","62","57","543","16","11","193","9","29","296"
"3rd St&Brannan St E-MB/BB","226","106","3953","63","54","1253","39","18","1104","41","11","504","59","14","588","11","4","200","13","5","304"
"3rd St&Perry St E-NS/BZ","103","80","3976","17","27","1243","31","26","1109","19","9","514","24","12","600","7","4","203","5","2","307"
"3rd St&Folsom St N-FS/BZ","132","87","4021","46","31","1258","34","22","1121","16","8","522","19","12","607","8","8","203","9","6","310"
"3rd St&Howard St E-NS/BZ","121","132","4010","33","47","1244","33","32","1122","17","20","519","27","22","612","8","5","206","3","6","307"
"3rd St&Market St NE-MB/BZ","1104","1758","3356","376","454","1166","319","484","957","138","263","394","144","312","444","72","106","172","55","139","223"
"Kearny St&Geary Blvd NE-FS/BZ","884","267","3973","245","92","1319","224","66","1115","142","34","502","176","42","578","56","13","215","41","20","244"
"Kearny St&Sutter St SE-NS/BZ","351","145","4179","90","48","1361","105","43","1177","47","13","536","65","19","624","29","5","239","15","17","242"
"Kearny St&Bush St NE-FS/BZ","101","133","4147","32","65","1328","26","32","1171","23","9","550","12","15","621","7","5","241","1","7","236"
"Kearny St&California St NE-FS/BZ","91","394","3844","16","171","1173","23","94","1100","17","44","523","29","39","611","4","16","229","2","30","208"
"Kearny St&Clay St NE-FS/BZ","179","682","3341","51","226","998","65","253","912","37","69","491","20","70","561","4","31","202","2","33","177"
"Kearny St&Jackson St SE-NS/BZ","82","392","3031","18","91","925","31","161","782","16","52","455","11","49","523","4","16","190","2","23","156"
"Columbus Ave&Kearny St N-FS/BZ","91","424","2698","36","113","848","24","129","677","11","59","407","16","68","471","3","33","160","1","22","135"
"Columbus Ave&Broadway N-FS/BZ","80","469","2309","16","110","754","20","120","577","19","76","350","16","94","393","8","33","135","1","36","100"
"Columbus Ave&Green St E-NS/BZ","146","607","1848","27","160","621","64","172","469","33","99","284","19","110","302","1","44","92","2","22","80"
"Columbus Ave&Union St NE-FS/BZ","135","442","1541","39","147","513","43","97","415","27","67","244","20","87","235","4","26","70","2","18","64"
"Powell St&Lombard St SE-NS","10","138","1413","4","26","491","4","35","384","2","33","213","0","32","203","0","11","59","0","1","63"
"Powell St&Francisco St SE-NS/BZ","8","424","997","3","274","220","3","42","345","1","37","177","0","48","155","1","14","46","0","9","54"
"Powell St&Bay St SE-NS","13","528","482","0","145","75","9","156","198","2","81","98","2","89","68","0","24","22","0","33","21"
"Bay St&Midway St SE-FS","0","48","434","0","3","72","0","17","181","0","10","88","0","11","57","0","5","17","0","2","19"
"Kearny St&North Point St SE-NS/BZ","0","421","13","0","68","4","0","178","3","0","88","0","0","55","2","0","14","3","0","18","1"
"Total Passenger Boardings ","15452","15489",,"3884","3912",,"3888","3897",,"2508","2508",,"3255","3257",,"1071","1069",,"846","846",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

