"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"35-Eureka to Bemis & Moffitt Weekday",,,,,,,,,,,,,,,,,,,,,
"Castro St&Market St SW-FS/BB","298","0","309","20","0","23","29","0","35","32","0","33","132","0","133","56","0","56","29","0","29"
"Castro St&18th St SW-FS/BB","120","9","420","12","4","31","26","4","57","13","0","46","43","1","175","18","0","74","8","0","37"
"Castro St&19th St NW-NS","43","1","462","2","0","33","7","0","64","6","0","52","13","0","188","11","1","84","4","0","41"
"Castro St&20th St NW-NS","11","11","462","2","1","34","4","0","68","0","0","52","4","7","185","1","2","83","0","1","40"
"20th St&Collingwood St NW-FS","2","12","452","0","1","33","0","2","66","0","3","49","1","4","182","0","2","81","1","0","41"
"20th St&Eureka St NE-NS","2","17","437","0","0","33","1","3","64","0","1","48","1","7","176","0","3","78","0","3","38"
"Eureka St&21st St NW-NS","4","35","406","0","1","32","0","7","57","3","3","48","1","17","160","0","6","72","0","1","37"
"Eureka St&22nd St NW-NS","2","41","367","0","4","28","0","5","52","2","6","44","0","13","147","0","10","62","0","3","34"
"Eureka St&23rd St NW-NS","1","20","348","0","1","27","0","1","51","1","0","45","0","8","139","0","6","56","0","4","30"
"23rd St&Diamond St SW-NS","0","24","324","0","1","26","0","1","50","0","2","43","0","14","125","0","5","51","0","1","29"
"Diamond St&24th St NW-NS/BZ","18","29","313","1","4","23","7","4","53","4","3","44","4","10","119","2","5","48","0","3","26"
"Diamond St&25th St NW-NS","6","18","301","0","1","22","3","3","53","2","3","43","1","5","115","0","3","45","0","3","23"
"Diamond St&Clipper St NW-NS","2","12","291","1","0","23","1","0","54","0","1","42","0","6","109","0","3","42","0","2","21"
"Diamond St&26th St SW-FS","0","15","276","0","2","21","0","3","51","0","2","40","0","6","103","0","1","41","0","1","20"
"Diamond St&Cesar Chavez St SW-FS","1","20","257","0","1","20","1","0","52","0","4","36","0","11","92","0","3","38","0","1","19"
