"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Mission St&14th St SW-FS/BZ","181","192","3384","22","40","423","78","62","1119","29","36","592","41","35","756","8","13","268","3","6","226"
"Mission St&15th St SW-FS/BZ","83","131","3336","17","23","417","35","37","1117","15","27","580","10","22","744","5","13","260","1","9","218"
"Mission St&16th St SW-FS/BB","921","668","3589","97","68","446","325","249","1193","179","132","627","207","139","812","70","47","283","43","33","228"
"Mission St&18th St SW-FS/BZ","369","327","3631","42","35","453","138","107","1224","79","66","640","75","71","816","22","26","279","13","22","219"
"Mission St&19th St SW-FS/BZ","211","244","3598","19","17","455","84","92","1216","47","47","640","43","53","806","10","18","271","8","17","210"
"Mission St&20th St SW-FS/BZ","206","267","3537","26","33","448","78","85","1209","43","56","627","46","67","785","11","15","267","2","11","201"
"Mission St&21st St SW-FS/BZ","187","256","3468","30","22","456","64","87","1186","35","55","607","45","60","770","9","15","261","4","17","188"
"Mission St&22nd St SW-FS/BB","175","329","3314","18","28","446","62","124","1124","45","76","576","40","74","736","8","17","252","2","10","180"
"Mission St&23rd St SW-FS/BB","244","380","3178","17","43","420","96","164","1056","54","78","552","62","71","727","10","14","248","5","10","175"
"Mission St&24th St SW-FS/BZ","761","643","3296","103","93","430","202","220","1038","143","127","568","219","129","817","68","44","272","26","30","171"
"Mission St&26th St SW-FS/BZ","239","330","3205","36","56","410","66","113","991","50","50","568","62","67","812","15","25","262","10","19","162"
"Mission St&Precita Ave NW-NS/BB","78","123","3160","12","22","400","25","35","981","16","21","563","21","31","802","3","9","256","1","5","158"
"Mission St&Valencia St W-FS/BB","99","149","3110","3","17","386","45","52","974","29","23","569","14","38","778","5","15","246","3","4","157"
"Mission St&29th St SW-FS/BB","77","227","2960","8","10","384","24","63","935","16","47","538","18","77","719","10","18","238","1","12","146"
"Mission St&30th St NW-NS/BB","299","474","2790","49","61","375","83","154","864","71","91","519","61","120","660","18","37","219","17","11","153"
"Mission St&Cortland Ave N-NS/BB","109","135","2764","32","16","391","24","42","846","12","22","509","26","37","649","9","10","218","6","8","151"
"Mission St&Appleton Ave N-NS/BZ","44","74","2734","12","11","392","9","20","835","9","20","498","11","18","642","2","4","216","1","1","151"
"Mission St&Highland Ave SW-FS/BZ","33","160","2607","8","15","385","13","37","811","6","38","466","4","45","601","0","16","200","2","9","144"
"Mission St&Richland Ave SW-FS/BZ","99","230","2476","30","21","394","25","58","778","16","47","435","20","66","555","4","24","180","4","14","134"
"Mission St&Bosworth St SW-FS/BZ","71","107","2440","26","15","405","19","28","769","10","25","420","13","26","542","3","8","175","0","5","129"
"4080 Mission St NW-MB/BZ","7","10","2437","0","0","405","3","6","766","1","0","421","3","1","544","0","1","174","0","2","127"
"Mission St&Trumbull St W-FS/BZ","83","136","2384","15","14","406","36","46","756","18","33","406","12","31","525","2","8","168","0","4","123"
"Mission St&Silver Ave W-FS/BZ","254","388","2250","90","56","440","59","112","703","47","71","382","42","96","471","12","37","143","4","16","111"
"Mission St&Francis St W-FS/BZ","97","381","1966","27","44","423","24","129","598","23","73","332","19","96","394","3","19","127","1","20","92"
"Mission St&Norton St W-FS/BZ","216","864","1318","47","100","370","73","262","409","47","172","207","37","218","213","7","70","64","5","42","55"
"Ocean Ave&Mission St NW-FS","36","82","1272","14","13","371","8","29","388","6","9","204","5","17","201","2","8","58","1","6","50"
"Ocean Ave&Cayuga Ave NE-NS/BZ","41","105","1208","15","29","357","12","28","372","7","20","191","6","15","192","1","8","51","0","5","45"
"Ocean Ave&Otsego Ave NW-FS/BZ","29","122","1115","8","31","334","10","27","355","4","31","164","3","29","166","3","3","51","1","1","45"
"Ocean Ave&San Jose St NW-FS","32","220","927","10","67","277","14","66","303","3","38","129","5","31","140","0","9","42","0","9","36"
"Ocean Ave&Howth St NE-NS","4","81","850","2","33","246","1","22","282","1","15","115","0","7","133","0","1","41","0","3","33"
"Phelan Loop N-MB/FL","0","847","3","0","245","1","0","280","2","0","115","0","0","133","0","0","41","0","0","33","0"
"Total Passenger Boardings ","11745","11793",,"1792","1799",,"3735","3759",,"2254","2255",,"2606","2615",,"835","839",,"523","526",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"49-Van Ness-Mission to Van Ness & North Point Weekday",,,,,,,,,,,,,,,,,,,,,
"Phelan Loop N-MB/FL","698","0","711","130","0","131","234","0","238","124","0","125","135","0","137","54","0","57","21","0","23"
"Ocean Ave&Geneva Ave SW-NS/SI","258","2","967","47","0","178","85","0","323","57","1","181","44","1","180","21","0","78","4","0","27"
"Ocean Ave&Howth St SE-FS/BZ","57","3","1021","7","1","184","18","1","340","14","0","195","14","1","193","2","0","80","2","0","29"
"Ocean Ave&Balboa Bart  S-MB/BZ","25","65","981","7","36","155","6","16","330","6","5","196","3","5","191","1","2","79","2","1","30"
"Ocean Ave&San Jose St SE-FS/BZ","189","37","1133","35","13","177","49","11","368","36","10","222","55","3","243","10","0","89","4","0","34"
"Ocean Ave&Otsego Ave SW-NS/BZ","101","37","1197","20","14","183","32","9","391","31","3","250","17","11","249","0","0","89","1","0","35"
"Ocean Ave&Cayuga Ave SE-FS/BZ","84","28","1253","29","3","209","21","3","409","16","9","257","12","12","249","1","1","89","5","0","40"
"Ocean Ave&Persia Ave SE-FS","37","111","1179","14","10","213","11","36","384","3","23","237","4","33","220","3","6","86","2","3","39"
"MISSION & OCEAN AVENUE","1","3","1177","0","0","213","0","0","384","0","0","237","0","1","219","0","0","86","1","2","38"
"Mission St&Brazil Ave S-NS/BZ","741","146","1772","202","13","402","256","50","590","128","39","326","102","32","289","29","9","106","24","3","59"
"Mission St&Excelsior Ave E-FS/BZ","385","104","2053","100","14","488","126","28","688","68","37","357","57","22","324","18","2","122","16","1","74"
"Mission St&Silver Ave S-NS/BZ","474","254","2273","157","47","598","131","82","737","83","58","382","62","50","336","23","11","134","18","6","86"
"Mission St&Trumbull St SE-NS/BZ","192","73","2392","50","7","641","65","31","771","33","16","399","34","15","355","4","4","134","6","0","92"
"Mission St&Murray St NE-FS/BZ","162","88","2466","57","13","685","44","24","791","34","22","411","17","26","346","4","2","136","6","1","97"
"Mission St&Richland Ave SE-NS/BZ","281","128","2619","91","18","758","81","36","836","44","33","422","43","29","360","12","9","139","10","3","104"
"Mission St&Highland Ave NE-FS/BZ","120","49","2690","41","12","787","31","13","854","24","14","432","16","8","368","6","2","143","2","0","106"
"Mission St&Appleton Ave E-FS/BZ","72","40","2722","22","19","790","16","6","864","18","6","444","6","8","366","8","1","150","2","0","108"
"Mission St&Cortland Ave E-FS/BZ","339","164","2897","106","59","837","97","40","921","62","25","481","43","29","380","15","7","158","16","4","120"
"Mission St&30th St NE-FS/BB","353","235","3015","84","37","884","127","78","970","60","44","497","53","32","401","21","35","144","8","9","119"
"Mission St&29th St E-FS/BB","256","62","3207","54","8","930","86","20","1036","55","19","533","33","11","422","18","3","158","10","1","128"
"Mission St&Fair Ave E-FS/BZ","143","86","3264","19","15","934","53","39","1050","34","18","549","19","11","430","11","1","168","7","2","133"
"Mission St&Precita Ave NE-FS/BZ","156","86","3334","45","28","951","53","23","1080","32","18","563","20","11","439","4","5","167","2","1","134"
"Mission St&26th St NE-FS/BZ","334","283","3385","101","69","983","93","85","1088","54","65","552","55","47","447","19","10","176","12","7","139"
"Mission St&24th St NE-FS/BZ","681","817","3249","150","273","860","228","249","1067","126","143","535","108","95","460","42","31","187","27","26","140"
"Mission St&23rd St NE-FS/BB","353","172","3430","46","24","882","153","71","1149","77","42","570","59","27","492","14","7","194","4","1","143"
"Mission St&22nd St NE-FS/BB","299","175","3554","49","29","902","101","66","1184","58","40","588","58","28","522","20","8","206","13","4","152"
"Mission St&21st St NE-FS/BZ","295","206","3643","58","30","930","107","85","1206","59","45","602","49","31","540","13","12","207","9","3","158"
"Mission St&20th St NE-FS/BZ","297","170","3770","59","39","950","103","52","1257","70","40","632","46","31","555","10","5","212","9","3","164"
"Mission St&19th St NE-FS/BZ","265","180","3855","54","23","981","100","70","1287","49","45","636","42","27","570","11","10","213","9","5","168"
"Mission St&18th St NE-FS/BZ","412","381","3886","96","98","979","147","131","1303","71","73","634","67","55","582","19","14","218","12","10","170"
"Mission St&16th St NE-FS/BZ","915","931","3870","151","220","910","333","317","1319","175","175","634","160","150","592","65","41","242","31","28","173"
"Mission St&15th St NE-FS/BZ","202","109","3963","42","25","927","81","45","1355","42","20","656","24","14","602","7","5","244","6","0","179"
"Mission St&14th St NE-FS/BZ","177","144","3996","46","23","950","63","50","1368","34","31","659","25","27","600","6","7","243","3","6","176"
"Mission St&13th St NE-FS/BZ","137","167","3966","21","45","926","52","63","1357","36","34","661","16","16","600","8","6","245","4","3","177"
"South Van Ness Ave & Mission St E-F","404","320","4050","81","59","948","127","135","1349","63","58","666","84","41","643","23","14","254","26","13","190"
"Van Ness Ave&Market St NE-FS/BZ","1403","655","4798","400","136","1212","371","245","1475","209","118","757","251","96","798","109","35","328","63","25","228"
"Van Ness Ave&Grove St NE-FS/BZ","336","225","4909","69","41","1240","85","102","1458","59","44","772","62","21","839","46","11","363","15","6","237"
"Van Ness Ave&Mcallister St SE-NS","328","307","4930","82","81","1241","101","104","1455","55","48","779","58","44","853","18","19","362","14","11","240"
"Van Ness Ave&Turk St NE-FS/BZ","217","348","4799","58","92","1207","62","131","1386","40","55","764","36","48","841","7","13","356","14","9","245"
"Van Ness Ave&Eddy St NE-FS/BZ","253","600","4452","75","130","1152","89","201","1274","36","106","694","28","108","761","14","37","333","11","18","238"
"Van Ness Ave&O'Farrell St NE-FS","265","580","4137","81","77","1156","76","181","1169","40","105","629","48","140","669","13","43","303","7","34","211"
"Van Ness Ave&Post St E-MB/BB","276","693","3720","74","137","1093","63","212","1020","51","126","554","52","125","596","24","55","272","12","38","185"
"Van Ness Ave&Sutter St NE-FS/BZ","169","602","3287","43","151","985","43","175","888","26","95","485","37","110","523","12","46","238","8","25","168"
"Van Ness Ave&California St NE-FS","115","786","2616","30","174","841","36","246","678","21","122","384","14","145","392","13","66","185","1","33","136"
"Van Ness Ave&Clay St NE-FS/BZ","108","367","2357","41","71","811","24","114","588","16","56","344","14","73","333","4","40","149","9","13","132"
"Van Ness Ave&Jackson St NE-FS/BZ","62","307","2112","30","75","766","18","96","510","8","51","301","4","56","281","2","18","133","0","11","121"
"Van Ness Ave&Broadway NE-FS/BZ","27","270","1869","10","63","713","10","66","454","3","46","258","2","56","227","2","29","106","0","10","111"
"Van Ness Ave&Union St SE-NS/BZ","30","488","1411","10","141","582","6","122","338","3","92","169","6","74","159","4","27","83","1","32","80"
"Van Ness Ave&Greenwich St NE-FS","6","136","1281","2","32","552","3","27","314","0","25","144","0","26","133","0","16","67","1","10","71"
"Van Ness Ave&Chestnut St NE-FS/BZ","29","654","656","12","380","184","6","109","211","8","58","94","3","59","77","0","29","38","0","19","52"
"Van Ness Ave&Francisco St NE-FS","2","24","634","0","10","174","0","4","207","0","2","92","1","3","75","0","3","35","1","2","51"
"Van Ness Ave&North Point St NE-FS","0","0","634","0","0","174","0","0","207","0","0","92","0","0","75","0","0","35","0","0","51"
"Van Ness Ave&North Point St SW-FS","0","627","7","0","171","3","0","206","1","0","91","1","0","73","2","0","35","0","0","51","0"
"Total Passenger Boardings ","13521","13525",,"3288","3286",,"4303","4306",,"2451","2451",,"2198","2197",,"790","792",,"491","493",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

