"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"49-Van Ness-Mission to City College Weekday",,,,,,,,,,,,,,,,,,,,,
"Van Ness Ave&North Point St SW-FS","499","0","548","43","0","48","154","0","180","107","0","107","115","0","127","47","0","51","33","0","35"
"Van Ness Ave&Chestnut St NW-NS/BZ","498","9","1037","65","0","113","124","1","303","104","2","209","134","6","255","30","0","81","41","0","76"
"Van Ness Ave&Greenwich St SW-FS","70","2","1105","16","0","129","18","2","319","11","0","220","20","0","275","2","0","83","3","0","79"
"Van Ness Ave&Union St NW-NS/BZ","433","17","1521","71","0","200","95","4","410","77","3","294","121","9","387","39","1","121","30","0","109"
"Van Ness Ave&Vallejo St SW-FS/BZ","248","18","1751","42","2","240","75","7","478","34","5","323","61","2","446","21","2","140","15","0","124"
"Van Ness Ave&Pacific Ave NW-NS/BZ","226","39","1938","44","9","275","53","7","524","42","8","357","55","11","490","16","2","154","16","2","138"
"Van Ness Ave&Jackson St SW-FS/BZ","211","49","2100","40","4","311","65","17","572","39","11","385","50","12","528","10","3","161","7","2","143"
"Van Ness Ave&Sacramento St NW-NS","422","149","2373","76","22","365","129","42","659","65","32","418","96","44","580","34","8","187","22","1","164"
"Van Ness Ave&Pine St NW-NS/BZ","400","80","2693","56","10","411","116","18","757","79","20","477","89","21","648","38","7","218","22","4","182"
"Van Ness Ave&Sutter St SW-FS/BZ","412","185","2920","72","24","459","117","44","830","65","55","487","98","38","708","40","17","241","20","7","195"
"Van Ness Ave&Geary Blvd NW-NS/BZ","456","196","3180","68","20","507","146","55","921","69","38","518","99","49","758","43","19","265","31","15","211"
"Van Ness Ave&O'Farrell St SW-FS","635","171","3644","121","22","606","205","45","1081","117","40","595","110","38","830","54","12","307","28","14","225"
"Van Ness Ave&Eddy St SW-FS/BZ","569","234","3979","67","36","637","220","71","1230","113","48","660","110","48","892","37","18","326","22","13","234"
"Van Ness Ave&Mcallister St SW-FS","378","311","4046","51","51","637","152","102","1280","74","49","685","57","76","873","26","22","330","18","11","241"
"Van Ness Ave&Grove St SW-FS/BZ","137","207","3976","21","55","603","45","65","1260","25","33","677","29","33","869","10","17","323","7","4","244"
"Van Ness Ave&Oak St SW-NS/BZ","391","1158","3209","46","210","439","137","334","1063","79","204","552","91","258","702","22","102","243","16","50","210"
"Otis St&12th St W-FS/BZ","337","176","3367","36","31","444","99","64","1098","61","29","584","76","34","741","39","13","269","26","5","231"
"150 Otis St NW-MB/BB","138","110","3395","22","25","441","50","45","1103","32","17","599","25","16","750","7","3","273","2","4","229"
