"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Bacon St&Somerset St NE-NS","20","16","676","4","3","168","9","5","199","7","4","113","0","4","140","0","0","34","0","0","22"
"Holyoke St&Wayland St NW-NS","5","14","667","3","2","169","0","6","193","0","2","111","2","4","138","0","0","34","0","0","22"
"Woolsey St&Hamilton St NE-NS","13","3","677","8","1","176","2","1","194","2","0","113","1","1","138","0","0","34","0","0","22"
"Woolsey St&Bowdoin St NE-NS","17","4","690","4","0","180","5","0","199","8","2","119","0","1","137","0","1","33","0","0","22"
"Woolsey St&University St NE-NS","14","16","688","6","2","184","6","5","200","0","4","115","1","5","133","0","0","33","1","0","23"
"University St&Bacon St SE-NS","11","14","685","3","0","187","3","7","196","2","4","113","1","1","133","0","1","32","2","1","24"
"University St&Felton St SE-NS","11","5","691","5","0","192","2","1","197","2","2","113","1","0","134","0","2","30","1","0","25"
"Felton St&Amherst St NE-NS","17","16","692","13","1","204","4","5","196","0","5","108","0","5","129","0","0","30","0","0","25"
"Felton St&Cambridge St NW-FS","37","37","692","14","16","202","8","8","196","11","4","115","3","7","125","0","0","30","1","2","24"
"Felton St&Harvard St NE-NS","7","16","683","5","0","207","1","6","191","1","4","112","0","6","119","0","0","30","0","0","24"
"Felton St&Madison St N-MB","20","10","693","13","2","218","3","4","190","2","1","113","2","2","119","0","0","30","0","1","23"
"Felton St&Peru Ave NE-NS","28","30","691","18","1","235","6","16","180","2","6","109","2","5","116","0","2","28","0","0","23"
"Avalon Ave&La Grande Ave W-FS","6","22","675","1","3","233","4","13","171","0","4","105","0","2","114","0","0","28","1","0","24"
"Moscow St&Excelsior Ave N-NS","4","7","672","1","0","234","2","4","169","0","3","102","1","0","115","0","0","28","0","0","24"
"Moscow St&Brazil Ave N-NS","27","37","662","12","26","220","10","1","178","3","6","99","1","4","112","0","0","28","1","0","25"
"Moscow St&Persia Ave N-NS","56","37","681","22","13","229","16","10","184","7","6","100","6","8","110","2","0","30","3","0","28"
"Persia Ave&Prague St W-NS","44","6","719","17","3","243","8","0","192","14","2","112","4","1","113","0","0","30","1","0","29"
"Prague St&Russia Ave N-NS","7","2","724","2","0","245","2","1","193","0","0","112","3","1","115","0","0","30","0","0","29"
"Russia Ave&Moscow St NE-NS","15","10","729","5","1","249","7","5","195","1","1","112","0","2","113","0","1","29","2","0","31"
"Moscow St&France Ave N-NS","13","8","734","10","1","258","2","2","195","1","3","110","0","2","111","0","0","29","0","0","31"
"Moscow St&Italy Ave N-NS","4","9","729","0","2","256","3","2","196","0","3","107","1","1","111","0","0","29","0","1","30"
"Moscow St&Geneva Ave N-NS","28","18","739","18","8","266","6","4","198","3","5","105","0","0","111","1","0","30","0","1","29"
"Geneva Ave&Naples St E-NS/BZ","48","7","780","19","1","284","16","0","214","8","5","108","4","1","114","0","0","30","1","0","30"
"Geneva Ave&Madrid St N-FS/BZ","66","8","838","30","4","310","18","1","231","6","0","114","5","1","118","4","2","32","3","0","33"
"Geneva Ave&Paris St E-NS","29","11","856","16","4","322","7","5","233","3","0","117","2","2","118","0","0","32","1","0","34"
"Geneva Ave&Mission St E-NS","290","142","1004","84","48","358","82","43","272","51","23","145","42","21","139","18","5","45","13","2","45"
"Geneva Ave&Cayuga Ave E-NS/BZ","34","18","1020","6","11","353","8","4","276","13","2","156","3","1","141","3","0","48","1","0","46"
"Geneva Ave&Delano Ave N-FS/BZ","9","19","1010","4","5","352","0","7","269","2","3","155","3","3","141","0","1","47","0","0","46"
"Geneva Balboa Bart Station NE-MB/BZ","469","539","940","52","243","161","101","145","225","83","71","167","136","34","243","64","19","92","33","27","52"
"Howth St&Geneva Ave W-FS","36","82","894","1","35","127","16","33","208","10","5","172","5","8","240","4","0","96","0","1","51"
"Howth St&Niagra Ave W-FS","2","20","876","0","1","126","1","3","206","0","6","166","0","9","231","0","0","96","1","1","51"
"Howth St&Mt Vernon Ave N-NS","1","26","851","0","6","120","0","8","198","0","3","163","1","9","223","0","0","96","0","0","51"
"Grafton Ave&Harold Ave NE-NS","1","37","815","0","2","118","0","8","190","1","7","157","0","13","210","0","3","93","0","4","47"
"Grafton Ave&Plymouth Ave NE-NS","26","101","740","10","8","120","8","18","180","2","19","140","5","36","179","0","14","79","1","6","42"
"Plymouth Ave&Lakeview Ave NW-NS","4","74","670","0","6","114","3","18","165","0","14","126","1","31","149","0","4","75","0","1","41"
"Plymouth Ave&Thrift St NW-NS","2","53","619","1","2","113","0","10","155","0","13","113","0","18","131","1","6","70","0","4","37"
"Plymouth Ave&Montana St SW-FS","5","69","555","2","5","110","3","20","138","0","13","100","0","20","111","0","8","62","0","3","34"
"Plymouth Ave&Lobos St NW-NS","0","45","510","0","5","105","0","8","130","0","15","85","0","11","100","0","4","58","0","2","32"
"Plymouth Ave&Broad St NW-NS","10","70","450","7","11","101","0","12","118","0","10","75","2","18","84","0","13","45","1","6","27"
"Plymouth Ave&Sagamore St NW-NS","10","28","432","1","7","95","2","7","113","4","4","75","0","4","80","3","5","43","0","1","26"
"Sagamore St&Capitol Ave NE-NS","4","32","404","0","7","88","0","5","108","3","5","73","1","10","71","0","4","39","0","1","25"
"274 Sagamore St NE-NS","0","19","385","0","1","87","0","3","105","0","6","67","0","5","66","0","1","38","0","3","22"
"Alemany Blvd&Victoria St NE-NS","1","10","376","0","0","87","0","1","104","0","5","62","1","4","63","0","0","38","0","0","22"
"Alemany Blvd&Arch St NE-NS","1","27","350","0","5","82","0","5","99","0","6","56","1","8","56","0","2","36","0","1","21"
"St Charles Ave&Alemany Blvd SW-FS","1","22","329","0","3","79","1","8","92","0","2","54","0","5","51","0","4","32","0","0","21"
"St Charles Ave&Belle Ave NW-NS","1","15","315","0","1","78","1","2","91","0","4","50","0","3","48","0","5","27","0","0","21"
"Daly City Bart Station NW-NS","0","313","2","0","78","0","0","91","0","0","50","0","0","48","0","0","25","2","0","21","0"
"Total Passenger Boardings ","2584","2598",,"711","716",,"698","703",,"438","438",,"474","478",,"157","157",,"106","106",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"54-Felton to Hudson & Third Street A89Weekday",,,,,,,,,,,,,,,,,,,,,
"Daly City Bart Station NW-NS","367","0","383","71","0","80","90","0","90","62","0","62","65","0","67","43","0","45","36","0","39"
"Alemany Blvd&St Charles Ave SW-NS","27","0","410","14","0","94","6","0","96","4","0","66","2","0","69","1","0","46","0","0","39"
"Alemany Blvd&Arch St SW-NS/BZ","62","1","471","21","0","115","18","0","114","10","0","76","8","1","76","0","0","46","5","0","44"
"Alemany Blvd&Victoria St SE-FS","16","1","486","9","0","124","5","0","119","2","1","77","0","0","76","0","0","46","0","0","44"
"Sagamore St&Orizaba Ave SE-FS","26","1","511","11","0","135","13","0","132","2","0","79","0","1","75","0","0","46","0","0","44"
"Sagamore St&Capitol Ave SW-NS","13","2","522","1","0","136","5","1","136","2","1","80","4","0","79","1","0","47","0","0","44"
"Plymouth Ave&Sagamore St NE-FS","12","3","531","4","1","139","3","2","137","3","0","83","2","0","81","0","0","47","0","0","44"
"Plymouth Ave&Broad St NE-FS","141","14","658","54","3","190","42","2","177","10","2","91","17","4","94","12","1","58","6","2","48"
"Plymouth Ave&Lobos St SE-NS","27","5","680","15","0","205","7","3","181","0","1","90","4","0","98","0","1","57","1","0","49"
"Plymouth Ave&Montana St SE-NS","30","11","699","16","1","220","6","0","187","3","2","91","3","6","95","1","2","56","1","0","50"
"Plymouth Ave&Thrift St NE-FS","25","5","719","15","1","234","6","2","191","0","0","91","3","1","97","0","1","55","1","0","51"
"Plymouth Ave&Lakeview Ave SE-NS","8","8","719","4","1","237","3","6","188","0","1","90","0","0","97","0","0","55","1","0","52"
"Plymouth Ave&Grafton Ave SE-NS","79","23","775","36","4","269","25","8","205","8","3","95","8","5","100","2","2","55","0","1","51"
"Grafton Ave&Lee St SW-NS","6","8","773","3","1","271","3","1","207","0","1","94","0","2","98","0","2","53","0","1","50"
"Mt Vernon Ave&Howth St W-NS","12","5","780","5","1","275","5","3","209","1","0","95","0","1","97","0","0","53","1","0","51"
"Mt Vernon Ave&Louisburg St W-NS","4","0","784","2","0","277","0","0","209","1","0","96","1","0","98","0","0","53","0","0","51"
"Louisburg St&Niagra Ave S-NS","6","2","788","4","0","281","2","2","209","0","0","96","0","0","98","0","0","53","0","0","51"
"Louisburg St&Geneva Ave S-NS","18","32","774","0","12","269","7","13","203","6","4","98","5","3","100","0","0","53","0","0","51"
"Geneva Balboa Bart Station SW-MB/BZ","592","337","1029","42","174","137","120","81","242","98","28","168","208","18","290","83","17","119","41","19","73"
"Geneva Ave&Delano Ave W-NS/BZ","4","3","1030","0","1","136","3","1","244","0","0","168","1","1","290","0","0","119","0","0","73"
"Geneva & Cayuga S-FS/BZ","32","28","1034","8","8","136","3","5","242","8","3","173","10","11","289","1","1","119","2","0","75"
"Geneva Ave&Mission St W-NS/BZ","206","302","938","25","31","130","60","72","230","37","43","167","55","91","253","20","37","102","9","28","56"
"Geneva Ave&Paris St W-NS","32","33","937","3","3","130","10","6","234","9","5","171","8","15","246","2","3","101","0","1","55"
"Geneva Ave&Madrid St S-FS/BZ","5","33","909","1","1","130","2","10","226","0","5","166","1","10","237","0","6","95","1","1","55"
"Naples St&Geneva Ave E-FS","29","45","893","16","4","142","5","3","228","4","7","163","3","19","221","1","7","89","0","5","50"
"Naples St&Amazon Ave E-FS","1","8","886","1","0","143","0","2","226","0","1","162","0","4","217","0","0","89","0","1","49"
"Naples St&Italy Ave S-NS","7","31","862","0","3","140","1","9","218","3","7","158","2","9","210","1","1","89","0","2","47"
"Naples St&France Ave S-NS","10","68","804","5","2","143","1","13","206","1","10","149","2","24","188","1","14","76","0","5","42"
"Naples St&Russia Ave S-NS","9","51","762","8","2","149","1","9","198","0","13","136","0","20","168","0","7","69","0","0","42"
"Russia Ave&Moscow St W-NS","5","36","731","3","2","150","1","11","188","0","6","130","1","12","157","0","4","65","0","1","41"
"Prague St&Russia Ave E-FS","1","20","712","0","2","148","1","5","184","0","6","124","0","5","152","0","1","64","0","1","40"
"Prague St&Persia Ave S-NS","15","39","688","3","18","133","4","6","182","6","5","125","1","6","147","0","1","63","1","3","38"
"Persia Ave&Moscow St E-NS","13","18","683","1","1","133","6","4","184","3","3","125","2","8","141","0","2","61","1","0","39"
"Persia Ave&Athens St E-NS","36","24","695","17","14","136","6","1","189","7","5","127","4","4","141","0","0","61","2","0","41"
"Athens St&Brazil Ave S-NS","19","16","698","3","2","137","7","1","195","8","5","130","1","4","138","0","2","59","0","2","39"
"Athens St&Excelsior Ave S-NS","4","15","687","0","1","136","0","5","190","2","3","129","1","4","135","1","2","58","0","0","39"
"Athens St&Avalon Ave S-NS","7","36","658","2","2","136","4","8","186","0","5","124","0","15","120","1","4","55","0","2","37"
"Avalon Ave&La Grande Ave SW-NS","6","28","636","2","1","137","2","6","182","0","3","121","1","13","108","0","5","50","1","0","38"
"Avalon Ave&Peru Ave SW-NS","15","33","618","11","2","146","4","10","176","0","8","113","0","7","101","0","4","46","0","2","36"
"Felton St&Madison St SE-FS","9","24","603","6","0","152","1","11","166","2","4","111","0","6","95","0","1","45","0","2","34"
"Felton St&Harvard St SW-NS","7","21","589","3","3","152","3","6","163","1","4","108","0","6","89","0","2","43","0","0","34"
"Felton St&Cambridge St SW-NS","13","25","577","7","10","149","4","4","163","0","7","101","1","4","86","1","0","44","0","0","34"
"Felton St&Amherst St SW-NS","15","13","579","9","0","158","6","7","162","0","4","97","0","2","84","0","0","44","0","0","34"
"Felton St&University St SW-NS","9","12","576","3","3","158","6","4","164","0","0","97","0","4","80","0","1","43","0","0","34"
"University St&Bacon St NW-NS","9","12","573","5","0","163","2","1","165","2","6","93","0","1","79","0","3","40","0","1","33"
"University St&Woolsey St NW-NS","5","11","567","3","1","165","2","3","164","0","0","93","0","5","74","0","1","39","0","1","32"
"Woolsey St&Bowdoin St SW-NS","11","7","571","4","0","169","2","0","166","1","2","92","3","3","74","0","1","38","1","1","32"
"Woolsey St&Hamilton St SW-NS","6","10","567","3","2","170","0","4","162","2","1","93","1","1","74","0","0","38","0","2","30"
"Holyoke St&Wayland St SE-NS","2","13","556","1","3","168","1","3","160","0","3","90","0","4","70","0","0","38","0","0","30"
"Bacon St&Somerset St SW-NS","4","24","536","2","11","159","2","7","155","0","2","88","0","1","69","0","3","35","0","0","30"
"Bacon St&Goettingen St SW-NS","11","8","539","4","2","161","1","2","154","5","2","91","0","1","68","1","1","35","0","0","30"
"Bacon St&Girard St SW-NS","17","19","537","1","4","158","1","7","148","12","4","99","3","3","68","0","1","34","0","0","30"
"Bacon St&San Bruno Ave E-FS/BZ","236","153","620","35","71","122","63","51","160","70","13","156","48","10","106","11","3","42","9","5","34"
"Phelps St&Donner Ave S-NS","7","8","619","2","3","121","2","3","159","0","0","156","3","2","107","0","0","42","0","0","34"
"Phelps St&Carroll Ave S-NS","11","16","614","0","5","116","1","3","157","1","3","154","9","3","113","0","2","40","0","0","34"
"Phelps St&Williams Ave S-NS","44","58","600","8","6","118","13","24","146","9","8","155","10","16","107","3","1","42","1","3","32"
"Bridge View Dr&Scotia Ave E-FS","4","25","579","0","2","116","2","7","141","1","7","149","1","7","101","0","2","40","0","0","32"
"Bridge View Dr&Topeka Ave S-NS","5","68","516","2","3","115","0","20","121","3","18","134","0","24","77","0","2","38","0","1","31"
"Topeka Ave&Venus St W-NS/BZ","3","41","478","0","2","113","2","12","111","0","15","119","0","10","67","1","2","37","0","0","31"
"Topeka Ave&Thornton Ave W-NS","0","23","455","0","7","106","0","6","105","0","5","114","0","4","63","0","1","36","0","0","31"
"Reddy St&Williams Ave NW-NS","5","10","450","2","4","104","3","0","108","0","1","113","0","2","61","0","3","33","0","0","31"
"Williams Ave&3rd St W-NS","27","63","414","6","20","90","9","14","103","4","11","106","3","6","58","2","1","34","3","11","23"
"Van Dyke Ave&Keith St S-FS","6","12","408","1","0","91","1","2","102","1","4","103","2","6","54","0","0","34","1","0","24"
"Van Dyke Ave&Jennings St W-NS","34","40","402","10","18","83","2","4","100","1","7","97","9","7","56","12","4","42","0","0","24"
"Ingalls St&Van Dyke Ave E-FS","6","38","370","1","28","56","2","2","100","2","0","99","1","2","55","0","0","42","0","6","18"
"Ingalls St&Thomas Ave S-NS","2","17","355","2","3","55","0","5","95","0","3","96","0","4","51","0","1","41","0","1","17"
"Ingalls St&Revere Ave S-NS","28","60","323","9","15","49","7","13","89","4","15","85","3","7","47","4","9","36","1","1","17"
"Revere Ave&Jennings St E-NS","20","17","326","7","2","54","5","4","90","3","6","82","3","4","46","1","0","37","1","1","17"
"Revere Ave&Lane St E-NS","4","14","316","0","2","52","1","2","89","2","6","78","0","1","45","0","2","35","1","1","17"
"Revere Ave&3rd St E-NS","17","34","299","4","10","46","6","8","87","2","6","74","4","6","43","1","2","34","0","2","15"
"3rd St&Palou Ave SE-NS/BZ","127","51","375","17","15","48","33","17","103","25","9","90","36","8","71","11","2","43","5","0","20"
"3rd St&Newcomb Ave S-NS/BZ","29","32","372","2","3","47","8","5","106","5","2","93","4","3","72","6","15","34","4","4","20"
"3rd St&La Salle Ave S-NS/BZ","73","18","427","2","4","45","25","4","127","15","6","102","19","3","88","8","0","42","4","1","23"
"3rd St&Jerrold Ave NE-FS/BZ","112","57","482","15","14","46","31","16","142","14","13","103","28","9","107","14","3","53","10","2","31"
"3rd St&Hudson Ave S-NS/BZ","0","0","482","0","0","46","0","0","142","0","0","103","0","0","107","0","0","53","0","0","31"
"Hudson Ave&Mendell St W-NS","3","5","480","0","0","46","1","2","141","0","1","102","0","1","106","1","1","53","1","0","32"
"Hudson Ave&Keith St W-NS","4","12","472","1","2","45","2","2","141","0","1","101","1","5","102","0","2","51","0","0","32"
"Hudson Ave&Cashmere St N-NS","15","97","390","4","8","41","1","28","114","2","22","81","7","25","84","0","11","40","1","3","30"
"Hudson Ave&Ardath Ct NW-NS","3","29","364","0","9","32","0","6","108","2","6","77","0","2","82","0","3","37","1","3","28"
"Hudson Ave&Whitney Young Cir SE-NS","0","0","4","0","0","0",,,,"0","0","2",,,,,,,"0","0","2"
"Hudson Ave&Ingalls St W-NS","16","16","364","8","1","39","5","9","104","1","3","75","1","3","80","1","0","38","0","0","28"
"Northridge Rd&Ingalls St S-FS","7","55","316","5","5","39","1","14","91","0","11","64","1","12","69","0","9","29","0","4","24"
"Northridge Rd&Harbor Rd SE-NS","24","34","306","6","5","40","7","9","89","4","7","61","0","7","62","5","3","31","2","3","23"
"Northridge Rd&Dormitory Rd W-NS","16","10","312","6","0","46","5","2","92","2","6","57","2","0","64","0","1","30","1","1","23"
"Earl St&Kirkwood Ave N-NS","15","32","295","7","4","49","0","7","85","5","11","51","1","6","59","0","3","27","2","1","24"
"Kirkwood Ave&Dormitory Rd N-FS","58","64","289","24","11","62","16","16","85","5","11","45","9","18","50","1","5","23","3","3","24"
"Kiska Rd&Reardon Rd NE-NS","38","39","288","18","2","78","10","9","86","4","12","37","1","9","42","2","5","20","3","2","25"
"Kiska Rd&Ingalls St E-NS","13","26","275","1","3","76","7","11","82","1","3","35","1","8","35","1","1","20","2","0","27"
"Ingalls St&Beatrice Ln W-FS","5","7","273","3","2","77","1","0","83","1","2","34","0","3","32","0","0","20","0","0","27"
"La Salle Ave&Ingalls St NE-FS","6","15","264","2","3","76","2","4","81","0","4","30","2","1","33","0","3","17","0","0","27"
"La Salle Ave&Osceola Dr SE-NS","0","7","257","0","0","76","0","1","80","0","0","30","0","0","33","0","0","17","0","6","21"
"La Salle Ave&Newcomb Ave E-NS","12","42","227","5","13","68","3","8","75","2","6","26","1","10","24","1","3","15","0","2","19"
"Cashmere St&La Salle Ave NE-FS","5","54","178","1","16","53","3","19","59","0","4","22","1","8","17","0","6","9","0","1","18"
"Cashmere St&Whitney Young Cir W-NS","35","24","189","12","8","57","9","2","66","5","5","22","6","4","19","1","3","7","2","2","18"
"Cashmere St&Hudson Ave SW-NS","0","0","189","0","0","57","0","0","66","0","0","22","0","0","19","0","0","7","0","0","18"
"Hudson Ave&Keith St N-FS","0","0","189","0","0","57","0","0","66","0","0","22","0","0","19","0","0","7","0","0","18"
"Hudson Ave&Mendell St E-NS","0","0","189","0","0","57","0","0","66","0","0","22","0","0","19","0","0","7","0","0","18"
"Hudson Ave&3rd St E-NS/BZ","0","159","30","0","40","17","0","63","3","0","20","2","0","14","5","0","6","1","0","16","2"
"Total Passenger Boardings ","3120","3106",,"715","707",,"807","804",,"521","519",,"648","645",,"260","261",,"169","170",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

