"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"33-Stanyan to 25th & Potrero Weekday",,,,,,,,,,,,,,,,,,,,,
"Sacramento St&Cherry St SE-FS/BZ","87","0","101","13","0","14","27","0","34","14","0","14","16","0","19","8","0","9","9","0","11"
"California St&Maple St NW-FS/BZ","28","0","129","3","0","17","10","0","44","5","0","19","7","0","26","2","0","11","1","0","12"
"California St&Cherry St NW-FS/BZ","28","0","157","2","0","19","7","0","51","7","0","26","11","0","37","1","0","12","0","0","12"
"Arguello Blvd&California St SW-FS","87","0","244","17","0","36","24","0","75","12","0","38","23","0","60","8","0","20","3","0","15"
"Arguello Blvd&Clement St SW-FS/BZ","112","4","352","13","2","47","29","0","104","20","0","58","29","2","87","12","0","32","9","0","24"
"Arguello Blvd&Geary Blvd NW-NS/BZ","189","10","531","26","1","72","55","3","156","36","1","93","42","3","126","16","1","47","14","1","37"
"Arguello Blvd&Balboa St SW-FS/BZ","62","25","568","18","1","89","21","8","169","6","7","92","9","7","128","4","2","49","4","0","41"
"Fulton St&Arguello Blvd SE-FS/BZ","63","32","599","14","4","99","21","9","181","5","9","88","14","6","136","6","2","53","3","2","42"
"Stanyan St&Fulton St SW-FS/BZ","60","18","641","7","5","101","13","8","186","9","2","95","17","2","151","10","1","62","4","0","46"
"Stanyan St&Hayes St SW-FS/BZ","34","18","657","4","2","103","12","5","193","8","8","95","7","1","157","2","1","63","1","1","46"
"Haight St&Stanyan St SE-FS/BZ","80","51","686","5","4","104","24","13","204","15","6","104","21","22","156","11","5","69","4","1","49"
"Haight St&Cole St SW-NS/BZ","91","45","732","8","4","108","28","22","210","9","6","107","22","8","170","11","4","76","13","1","61"
"Haight St&Clayton St SW-NS/BZ","125","23","834","17","2","123","35","5","240","17","4","120","28","6","192","16","4","88","12","2","71"
"Ashbury St&Waller St NW-NS","91","8","917","20","0","143","28","1","267","10","1","129","16","2","206","10","2","96","7","2","76"
"Ashbury St&Fredrick St NW-NS/BZ","41","16","942","7","1","149","11","6","272","9","2","136","11","5","212","2","2","96","1","0","77"
"Ashbury St&Piedmont St NW-NS","7","5","944","4","0","153","1","0","273","1","1","136","0","3","209","1","1","96","0","0","77"
"Ashbury St&Clifford Ter N-NS","7","7","944","0","1","152","1","1","273","2","3","135","2","2","209","2","0","98","0","0","77"
"Ashbury St&Clayton St N-NS/FL","9","2","951","1","0","153","7","0","280","0","1","134","0","1","208","1","0","99","0","0","77"
"Clayton St&Twin Peaks Blvd SW","31","12","970","7","0","160","13","1","292","3","2","135","7","7","208","1","2","98","0","0","77"
"Clayton St&Corbett Ave SE-FS/BZ","46","14","1002","21","3","178","7","3","296","7","5","137","7","1","214","2","1","99","2","1","78"
"Clayton St&Market St S-NS","13","1","1014","6","0","184","6","1","301","0","0","137","1","0","215","0","0","99","0","0","78"
"Market St&Clayton St N-FS","22","6","1030","6","1","189","10","1","310","2","1","138","3","0","218","0","2","97","1","1","78"
"18th St&Danvers St SW-NS/BZ","17","7","1040","8","0","197","0","2","308","3","1","140","4","2","220","2","2","97","0","0","78"
"18th St&Hattie St SE-FS/BZ","17","7","1050","2","1","198","8","3","313","1","1","140","5","1","224","0","1","96","1","0","79"
"18th St&Diamond St SW-NS/BZ","36","32","1054","10","6","202","13","15","311","4","5","139","5","3","226","1","3","94","3","0","82"
"18th St&Castro St SE-FS/BZ","235","126","1163","36","27","211","65","36","340","34","16","157","55","32","249","25","10","109","20","5","97"
"18th St&Noe St SW-NS","21","11","1173","0","1","210","8","1","347","3","3","157","5","4","250","3","1","111","2","1","98"
"18th St&Sanchez St SW-NS/BZ","36","19","1190","7","2","215","11","6","352","5","4","158","8","6","252","1","0","112","4","1","101"
"18th St&Church St SE-FS/BZ","65","61","1194","11","18","208","26","15","363","15","12","161","10","10","252","3","3","112","0","3","98"
"18th St&Dolores St SE-FS/BZ","31","34","1191","6","5","209","12","11","364","4","4","161","5","11","246","3","1","114","1","2","97"
"18th St&Guerrero St SE-FS/BZ","44","59","1176","10","4","215","14","16","362","7","12","156","8","13","241","3","12","105","2","2","97"
"18th St&Valencia St SE-FS/BZ","43","124","1095","10","10","215","12","32","342","9","16","149","7","37","211","4","17","92","1","12","86"
"Mission St&18th St NE-FS/BZ","114","308","901","25","31","209","44","94","292","12","54","107","23","70","164","6","23","75","4","36","54"
"16th St&Mission St SE-FS/BZ","263","233","931","60","54","215","96","78","310","33","25","115","54","45","173","12","15","72","8","16","46"
"16th St&Shotwell St SE-FS/BZ","72","49","954","12","10","217","32","16","326","9","4","120","9","11","171","5","3","74","5","5","46"
