"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"18-46th Avenue to Legion of Honor Weekday",,,,,,,,,,,,,,,,,,,,,
"19th Ave&Buckingham Way NW-NS/BZ","451","0","454","37","0","37","105","0","105","90","0","90","124","0","126","64","0","64","31","0","32"
"20th Ave&Winston Dr SE-NS","0","0","454","0","0","37","0","0","105","0","0","90","0","0","126","0","0","64","0","0","32"
"Winston Dr&Buckingham Way E-NS","64","1","517","5","0","42","20","0","125","15","0","105","22","0","148","1","0","65","1","1","32"
"Winston Dr&Lake Merced Blvd NE-NS","61","2","576","0","0","42","10","0","135","22","2","125","27","0","175","1","0","66","1","0","33"
"SF State University W-MB","0","0","576","0","0","42","0","0","135","0","0","125","0","0","175","0","0","66","0","0","33"
"Lake Merced  Blvd&Font St NW-NS/FL","89","0","665","0","0","42","27","0","162","17","0","142","31","0","206","11","0","77","3","0","36"
"Lake Merced Blvd&Higuera Ave NW-NS","19","2","682","8","0","50","4","1","165","1","0","143","2","1","207","1","0","78","3","0","39"
"Lake Merced Blvd&Brotherhood Way NW","3","1","684","0","0","50","1","0","166","1","0","144","1","1","207","0","0","78","0","0","39"
"Lake Merced Blvd&Lake Merced Hill","5","9","680","2","0","52","1","0","167","0","4","140","1","3","205","0","2","76","1","0","40"
"1100 Lake Merced Blvd W-MB","19","27","672","9","4","57","3","6","164","3","3","140","3","13","195","0","1","75","1","0","41"
"515 John Muir Dr NE-MB","19","49","642","8","2","63","5","12","157","2","8","134","1","17","179","0","8","67","3","2","42"
"655 John Muir Dr NE-MB","24","61","605","8","0","71","7","10","154","2","8","128","2","22","159","0","15","52","5","6","41"
"John Muir Dr&Skyline Blvd NE-NS","1","1","605","0","0","71","0","1","153","1","0","129","0","0","159","0","0","52","0","0","41"
"Skyline Blvd&Harding Rd SE-NS","0","2","603","0","0","71","0","0","153","0","2","127","0","0","159","0","0","52","0","0","41"
"Skyline Blvd&Zoo Rd S-NS","3","18","588","0","3","68","1","9","145","0","6","121","2","0","161","0","0","52","0","0","41"
"Skyline Blvd&Lake Merced Blvd S-NS","17","2","603","1","0","69","8","1","152","3","1","123","5","0","166","0","0","52","0","0","41"
"Skyline Blvd&Sloat Blvd SE-NS","13","8","608","3","0","72","1","2","151","2","1","124","7","3","170","0","2","50","0","0","41"
"Sloat Blvd&41st Ave N-FS/BZ","32","10","630","13","2","83","6","3","154","8","1","131","2","3","169","3","1","52","0","0","41"
"Sloat Blvd&43rd Ave N-FS/BZ","11","14","627","6","3","86","2","5","151","1","1","131","1","4","166","0","1","51","1","0","42"
"Sloat Blvd&45th Ave NW-FS/BZ","33","12","648","3","0","89","11","5","157","6","2","135","8","4","170","4","0","55","1","1","42"
"46th Ave&Wawona St SE-NS/BZ","21","15","654","3","4","88","8","3","162","2","2","135","6","0","176","0","0","55","2","6","38"
"46th Ave&Vicente St SE-NS","36","10","680","8","2","94","15","3","174","6","2","139","4","3","177","2","0","57","1","0","39"
"46th Ave&Ulloa St SE-NS","25","16","689","14","1","107","6","3","177","2","5","136","2","6","173","0","1","56","1","0","40"
"46th Ave&Taraval St SE-NS","138","29","798","30","1","136","39","7","209","19","4","151","31","12","192","15","4","67","4","1","43"
"46th Ave&Santiago St SE-NS","21","14","805","6","1","141","8","3","214","2","3","150","3","5","190","2","2","67","0","0","43"
"46th Ave&Rivera St SE-NS","29","16","818","11","3","149","11","5","220","2","1","151","3","4","189","0","3","64","2","0","45"
"46th Ave&Quintara St SE-NS","50","28","840","19","3","165","18","7","231","8","5","154","3","12","180","1","1","64","1","0","46"
"46th Ave&Pacheco St SE-NS","31","26","845","16","0","181","9","5","235","3","9","148","3","3","180","0","7","57","0","2","44"
"46th Ave&Ortega St SE-NS","18","44","819","7","6","182","8","11","232","2","8","142","0","16","164","0","2","55","1","1","44"
"46th Ave&Noriega St SE-NS","110","81","848","31","13","200","43","27","248","12","12","142","12","20","156","6","5","56","6","4","46"
"46th Ave&Moraga St SE-NS","16","23","841","6","0","206","6","2","252","3","4","141","0","10","146","0","5","51","1","2","45"
"46th Ave&Lawton St SE-NS","28","28","841","12","1","217","12","7","257","2","10","133","1","9","138","0","1","50","1","0","46"
"46th Ave&Kirkham St SE-NS","22","37","826","11","9","219","7","9","255","2","5","130","1","11","128","1","3","48","0","0","46"
"46th Ave&Judah St SE-NS","95","136","785","28","29","218","41","44","252","9","20","119","12","25","115","3","10","41","2","8","40"
"46th Ave&Irving St SE-NS","31","24","792","14","2","230","10","7","255","4","5","118","1","7","109","2","2","41","0","1","39"
"46th Ave&Lincoln Way SE-NS","21","22","791","7","2","235","8","4","259","0","5","113","4","8","105","1","1","41","1","2","38"
"Lincoln Way&47th Ave NW-FS","4","3","792","3","0","238","0","0","259","1","1","113","0","1","104","0","1","40","0","0","38"
"Lincoln Way&Great Hwy NE-NS","24","6","810","10","0","248","7","0","266","2","1","114","1","2","103","1","2","39","3","1","40"
"Great Hwy&Ocean Beach E-MB","1","5","806","0","0","248","0","0","266","1","2","113","0","1","102","0","2","37","0","0","40"
"La Playa St&Fulton St NE-FS/BZ","6","74","738","3","10","241","1","30","237","0","11","102","2","12","92","0","8","29","0","3","37"
"La Playa St&Cabrillo St SE-NS/BZ","67","125","680","14","34","221","30","39","228","6","19","89","6","19","79","3","7","25","8","7","38"
"Balboa St&La Playa St NW-FS/BZ","11","5","686","2","1","222","6","2","232","3","1","91","0","1","78","0","0","25","0","0","38"
"Point Lobos Ave&Merrie Way S-NS","7","14","679","0","4","218","2","4","230","2","6","87","1","0","79","2","0","27","0","0","38"
"Point Lobos Ave&48th Ave SW-NS/AB","4","23","660","1","11","208","0","7","223","0","3","84","3","2","80","0","0","27","0","0","38"
"Point Lobos Ave&46th Ave SW-NS","0","9","651","0","0","208","0","3","220","0","5","79","0","1","79","0","0","27","0","0","38"
"Point Lobos Ave&44th Ave SW-NS","2","16","637","1","3","206","0","5","215","1","5","75","0","1","78","0","0","27","0","2","36"
"Point Lobos Ave&42nd Ave SW-NS","3","77","563","1","20","187","0","22","193","1","14","62","0","10","68","0","7","20","1","4","33"
"Geary Blvd&39th Ave SW-NS/BZ","8","111","460","1","37","151","3","43","153","0","12","50","0","15","53","4","2","22","0","2","31"
"Geary Blvd&36th Ave SW-NS/BZ","3","39","424","0","7","144","0","9","144","2","7","45","1","13","41","0","3","19","0","0","31"
"33rd Ave&Geary Blvd NE-FS","22","314","132","6","128","22","11","103","52","2","27","20","3","23","21","0","12","7","0","21","10"
"33rd Ave&Clement St SE-NS/BZ","8","42","98","1","9","14","5","14","43","2","5","17","0","8","13","0","3","4","0","3","7"
"Clement St&Legion Of Honor Dr NE-NS","2","4","96","0","0","14","0","1","42","0","0","17","1","2","12","1","1","4","0","0","7"
"Legion Of Honor SE-NS/BZ","0","88","8","0","10","4","0","42","0","0","15","2","0","11","1","0","3","1","0","7","0"
"Total Passenger Boardings ","1728","1723",,"369","365",,"526","526",,"275","273",,"343","344",,"129","128",,"86","87",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"18-46th Avenue to Stonestown Weekday",,,,,,,,,,,,,,,,,,,,,
"Legion Of Honor SE-NS/BZ","101","0","109","7","0","9","24","0","25","32","0","33","19","0","23","10","0","10","9","0","9"
"Legion Of Honor SW-FS","0","0","109","0","0","9","0","0","25","0","0","33","0","0","23","0","0","10","0","0","9"
"Legion Of Honor Dr&Clement St NW-NS","16","1","124","4","1","12","3","0","28","8","0","41","1","0","24","0","0","10","0","0","9"
"33rd Ave&Clement St SW-FS/BZ","76","6","194","6","0","18","13","1","40","30","4","67","25","1","48","2","0","12","0","0","9"
"33rd Ave&Geary Blvd NW-NS/BZ","361","18","537","26","1","43","96","4","132","74","6","135","112","7","153","42","0","54","11","0","20"
"Geary Blvd&36th Ave NE-NS/BZ","27","6","558","8","1","50","7","3","136","1","1","135","6","1","158","3","0","57","2","0","22"
"Geary Blvd&39th Ave NW-FS/BZ","17","8","567","6","1","55","5","2","139","3","0","138","3","3","158","0","2","55","0","0","22"
"Geary Blvd&42nd Ave NE-NS/BZ","57","12","612","11","3","63","11","3","147","10","3","145","16","1","173","7","1","61","2","1","23"
"Point Lobos Ave&44th Ave NE-NS","14","4","622","1","1","63","3","0","150","1","1","145","6","1","178","1","1","61","2","0","25"
"Point Lobos Ave&46th Ave NW-FS","7","6","623","1","0","64","2","0","152","1","2","144","2","2","178","1","1","61","0","1","24"
"Point Lobos Ave&El Camino Del Mar","25","4","644","4","1","67","8","2","158","8","1","151","4","0","182","1","0","62","0","0","24"
"902 Point Lobos Ave S-FS/BZ","23","8","659","1","0","68","5","2","161","4","3","152","9","2","189","2","1","63","2","0","26"
"La Playa St&Balboa St SW-FS","15","27","647","4","1","71","4","6","159","1","5","148","5","12","182","0","3","60","1","0","27"
"La Playa St&Cabrillo St SW-FS/BZ","199","51","795","18","3","86","62","20","201","47","11","184","42","10","214","22","3","79","8","4","31"
"Fulton St&Great Hwy NE-NS","16","2","809","1","0","87","5","0","206","5","1","188","3","1","216","0","0","79","2","0","33"
"Great Hwy&Ocean Beach W-MB","4","0","813","0","0","87","0","0","206","0","0","188","2","0","218","1","0","80","1","0","34"
"Lincoln Way&La Playa St SW-NS","21","30","804","4","0","91","9","5","210","3","5","186","4","13","209","0","7","73","1","0","35"
"46th Ave&Lincoln Way SW-FS","14","39","779","4","2","93","5","12","203","2","11","177","3","8","204","0","2","71","0","4","31"
"46th Ave&Irving St NW-NS","19","32","766","6","1","98","9","6","206","3","9","171","0","12","192","1","3","69","0","1","30"
"46th Ave&Judah St NW-NS","102","93","775","21","10","109","32","24","214","15","22","164","19","25","186","12","10","71","3","2","31"
"46th Ave&Kirkham St NW-NS","40","33","782","11","1","119","13","9","218","9","8","165","6","10","182","0","4","67","1","1","31"
"46th Ave&Lawton St NW-NS","18","36","764","9","1","127","4","6","216","2","9","158","3","14","171","0","4","63","0","2","29"
"46th Ave&Moraga St NW-NS","17","22","759","7","1","133","7","6","217","2","7","153","0","4","167","1","3","61","0","1","28"
"46th Ave&Noriega St SW-FS","111","81","789","26","13","146","35","19","233","22","18","157","20","18","169","5","8","58","3","5","26"
"46th Ave&Ortega St NW-NS","25","30","784","9","5","150","5","3","235","4","6","155","6","10","165","0","6","52","1","0","27"
"46th Ave&Pacheco St NW-NS","24","34","774","12","1","161","6","8","233","0","9","146","5","11","159","1","4","49","0","1","26"
"46th Ave&Quintara St NW-NS","27","38","763","6","6","161","11","13","231","5","9","142","4","7","156","0","1","48","1","2","25"
"46th Ave&Rivera St NW-NS","12","40","735","4","6","159","4","7","228","2","10","134","2","12","146","0","4","44","0","1","24"
"46th Ave&Santiago St NW-NS","7","27","715","4","2","161","1","6","223","1","5","130","1","8","139","0","2","42","0","4","20"
"46th Ave&Taraval St NW-NS","34","150","599","9","36","134","13","38","198","4","32","102","3","29","113","3","11","34","2","4","18"
"46th Ave&Ulloa St NW-NS","5","31","573","1","2","133","1","8","191","1","5","98","2","12","103","0","4","30","0","0","18"
"46th Ave&Vicente St NW-NS","10","42","541","2","5","130","5","11","185","1","7","92","2","17","88","0","1","29","0","1","17"
"Vicente St&47th Ave NE-NS","0","6","535","0","0","130","0","0","185","0","2","90","0","1","87","0","1","28","0","2","15"
"47th Ave&Wawona St SW-FS","4","17","522","2","3","129","2","5","182","0","3","87","0","4","83","0","2","26","0","0","15"
"Sloat Blvd&47th Ave SE-FS/BZ","10","13","519","1","2","128","0","10","172","2","0","89","6","1","88","1","0","27","0","0","15"
"Sloat Blvd&45th Ave SE-FS/BZ","17","24","512","6","8","126","4","7","169","2","4","87","5","2","91","0","1","26","0","2","13"
"Sloat Blvd&43rd Ave S-FS","0","10","502","0","0","126","0","1","168","0","4","83","0","3","88","0","2","24","0","0","13"
"Sloat Blvd&41st Ave S-FS/BZ","6","7","501","2","1","127","2","1","169","1","1","83","0","4","84","1","0","25","0","0","13"
"Skyline Blvd&Sloat Blvd W-FS","7","26","482","2","5","124","2","5","166","1","3","81","1","11","74","1","2","24","0","0","13"
"Herbst Rd&Skyline Blvd NW-FS","0","0","482","0","0","124","0","0","166","0","0","81","0","0","74","0","0","24","0","0","13"
"Armory Rd&Herbst Rd SW-MB","13","34","461","1","10","115","9","9","166","2","14","69","1","1","74","0","0","24","0","0","13"
"Skyline Blvd&Harding Rd NW-NS","5","4","462","0","0","115","0","0","166","0","1","68","4","2","76","1","0","25","0","1","12"
"John Muir Dr&Skyline Blvd S-FS","1","2","461","0","1","114","0","0","166","1","1","68","0","0","76","0","0","25","0","0","12"
"655 John Muir Ave SW-MB","72","20","513","25","0","139","28","3","191","10","4","74","5","7","74","3","6","22","1","0","13"
"515 John Muir Dr SW-MB","45","8","550","22","0","161","12","1","202","4","2","76","3","3","74","1","1","22","3","1","15"
"1100 Lake Merced Blvd SE-NS","0","0","550","0","0","161","0","0","202","0","0","76","0","0","74","0","0","22","0","0","15"
"Lake Merced Blvd&Lake Merced Hills","39","25","564","13","2","172","16","10","208","5","7","74","5","4","75","0","2","20","0","0","15"
"Lake Merced Blvd&Brotherhood Way","2","2","564","0","1","171","0","0","208","2","1","75","0","0","75","0","0","20","0","0","15"
"Lake Merced Blvd&Higuera Ave NE-FS","5","18","551","1","1","171","2","5","205","1","2","74","1","9","67","0","1","19","0","0","15"
"Lake Merced Blvd&Font Blvd SE-FS","1","119","433","0","45","126","1","54","152","0","11","63","0","6","61","0","3","16","0","0","15"
"Winston Dr&Lake Merced Blvd SE-FS","2","36","399","0","23","103","1","7","146","0","2","61","0","1","60","0","1","15","1","2","14"
"Winston Dr&Buckingham Way S-FS/BZ","6","43","362","4","9","98","2","15","133","0","10","51","0","8","52","0","0","15","0","1","13"
"Winston Dr&20th Ave SE-FS/BZ","7","256","113","1","76","23","3","88","48","0","35","16","2","41","13","0","8","7","1","8","6"
"19th Ave&Buckingham Way NW-NS/BZ","0","110","3","0","23","0","0","48","0","0","16","0","0","12","1","0","7","0","0","4","2"
"Total Passenger Boardings ","1686","1691",,"313","315",,"492","493",,"332","333",,"368","371",,"123","123",,"58","56",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

