"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Mission St&20th St SW-FS/BZ","276","338","5376","40","42","685","77","96","1415","55","58","845","73","84","1307","20","28","484","11","30","640"
"Mission St&21st St SW-FS/BZ","243","312","5307","33","25","693","76","89","1402","51","59","837","62","89","1280","14","30","468","7","20","627"
"Mission St&22nd St SW-FS/BB","273","364","5216","22","35","680","88","126","1364","58","76","819","77","90","1267","16","14","470","12","23","616"
"Mission St&23rd St SW-FS/BB","370","465","5121","22","67","635","122","170","1316","76","80","815","114","100","1281","27","21","476","9","27","598"
"Mission St&24th St SW-FS/BZ","1196","755","5562","139","117","657","269","210","1375","202","144","873","384","172","1493","122","58","540","80","54","624"
"Mission St&26th St SW-FS/BZ","357","444","5475","60","71","646","95","119","1351","58","78","853","85","93","1485","31","27","544","28","56","596"
"Mission St&Precita Ave NW-NS/BB","107","172","5410","11","23","634","29","45","1335","23","29","847","30","40","1475","10","19","535","4","16","584"
"Mission St&Valencia St W-FS/BB","147","190","5367","10","20","624","49","53","1331","35","34","848","28","55","1448","13","12","536","12","16","580"
"Mission St&29th St SW-FS/BB","122","293","5196","8","18","614","30","66","1295","21","54","815","39","100","1387","12","29","519","12","26","566"
"Mission St&30th St NW-NS/BB","560","561","5199","62","79","600","132","149","1278","107","89","833","153","167","1373","47","51","515","59","26","600"
"Mission St&Cortland Ave N-NS/BB","161","196","5164","26","25","601","33","30","1281","24","31","826","49","63","1359","18","20","513","11","27","584"
"Mission St&Appleton Ave N-NS/BZ","77","106","5135","24","24","601","9","19","1271","15","18","823","21","29","1351","3","8","508","5","8","581"
"Mission St&Highland Ave SW-FS/BZ","60","217","4978","12","17","596","11","40","1242","15","37","801","14","74","1291","5","22","491","3","27","557"
"Mission St&Richland Ave SW-FS/BZ","185","298","4865","44","28","612","44","54","1232","25","42","784","42","99","1234","13","43","461","17","32","542"
"Mission St&Bosworth St SW-FS/BZ","123","135","4853","27","13","626","23","32","1223","19","31","772","39","37","1236","6","6","461","9","16","535"
"4080 Mission St NW-MB/BZ","16","12","4857","0","4","622","11","4","1230","5","2","775","0","2","1234","0","0","461","0","0","535"
"Mission St&Trumbull St W-FS/BZ","172","181","4848","47","26","643","48","51","1227","31","30","776","31","44","1221","11","14","458","4","16","523"
"Mission St&Silver Ave W-FS/BZ","424","490","4782","107","83","667","99","118","1208","78","79","775","98","122","1197","22","40","440","20","48","495"
"Mission St&Francis St W-FS/BZ","240","433","4589","36","51","652","67","113","1162","62","82","755","57","117","1137","14","38","416","4","32","467"
"Mission St&Norton St W-FS/BZ","601","563","4627","85","64","673","193","158","1197","126","108","773","138","151","1124","28","39","405","31","43","455"
"Mission St&Ruth St W-FS/BZ","196","328","4495","31","58","646","52","69","1180","39","63","749","47","72","1099","16","33","388","11","33","433"
"Mission St&Onondaga Ave N-NS/BZ","300","381","4414","72","65","653","86","97","1169","66","68","747","47","89","1057","20","27","381","9","35","407"
"Mission St&Italy Ave W-MB/BZ","223","304","4333","39","45","647","83","99","1153","46","61","732","44","61","1040","6","19","368","5","19","393"
"Mission St&Geneva Ave W-FS/BZ","1099","1317","4115","162","194","615","296","363","1086","195","262","665","284","298","1026","105","97","376","57","103","347"
"Mission St&Mt Vernon Ave N-NS/BZ","100","231","3984","12","22","605","20","66","1040","28","46","647","32","70","988","6","13","369","2","14","335"
"Mission St&Foote Ave N-NS/BZ","90","383","3691","15","39","581","24","97","967","16","92","571","22","93","917","6","39","336","7","23","319"
"Mission St&Lowell St W-FS/BZ","149","692","3148","23","143","461","37","124","880","30","235","366","41","137","821","10","30","316","8","23","304"
"Mission St&Whittier St N-NS/BZ","52","298","2882","8","30","429","13","91","802","10","39","328","12","94","738","5","28","293","4","16","292"
"Mission St&Lawrence Ave N-NS/BZ","19","301","2600","2","24","407","6","87","721","5","41","292","4","84","658","1","34","260","1","31","262"
"Mission St&Sickles Ave W-FS/BZ","27","457","2170","5","60","352","8","111","618","4","57","239","9","132","535","1","46","215","0","51","211"
"Mission St&GoeThe St N-NS/BB","25","1003","1192","1","139","214","4","326","296","5","122","122","7","247","295","5","100","120","3","69","145"
"Mission St&Flournoy St N-NS","5","222","975","0","25","189","2","57","241","0","21","101","2","69","228","0","21","99","1","29","117"
"Mission St&San Jose Ave S-FS/BZ","0","955","20","0","187","2","0","235","6","0","99","2","0","222","6","0","96","3","0","116","1"
"Total Passenger Boardings ","17336","17325",,"2428","2425",,"4815","4813",,"3038","3027",,"4296","4286",,"1376","1376",,"1383","1398",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"14-Mission to Ferry Plaza Weekday",,,,,,,,,,,,,,,,,,,,,
"Mission St&San Jose Ave S-FS/BZ","968","0","1033","175","0","181","242","0","250","105","0","108","206","0","208","103","0","137","137","0","149"
"Mission St&Evergreen St E-FS/BB","682","5","1710","115","1","295","220","2","468","74","1","181","104","0","312","75","0","212","94","1","242"
"Mission St&Acton St E-FS/BZ","440","18","2132","106","8","393","131","6","593","43","1","223","81","2","391","31","1","242","48","0","290"
"Mission St&Oliver St E-FS/BZ","235","15","2352","53","2","444","67","4","656","27","4","246","49","3","437","15","1","256","24","1","313"
"Mission St&Whittier St S-NS/BZ","243","34","2561","55","12","487","71","7","720","30","7","269","44","6","475","21","0","277","22","2","333"
"Mission St&Lowell St E-FS/BZ","466","23","3026","169","3","660","113","7","826","72","1","347","84","6","561","11","5","283","17","1","349"
"Mission St&Guttenberg St NE-FS/BZ","270","49","3247","83","11","732","79","11","894","33","9","371","35","9","587","18","9","292","22","0","371"
"Mission St&Allison St S-NS/BZ","214","54","3407","82","9","805","56","10","940","22","6","387","29","20","596","10","5","297","15","4","382"
"Mission St&Geneva Ave E-FS/BZ","1211","984","3634","267","238","834","337","291","986","158","123","422","280","156","720","80","66","311","89","110","361"
"Mission St&Italy Ave E-FS/BZ","176","112","3698","49","20","863","58","40","1004","20","18","424","31","21","730","7","7","311","11","6","366"
"Mission St&Russia Ave S-NS/BZ","412","226","3884","85","43","905","113","57","1060","70","34","460","75","66","739","27","14","324","42","12","396"
"Mission St&Persia Ave E-FS/BZ","302","236","3950","66","25","946","91","79","1072","45","32","473","69","64","744","12","21","315","19","15","400"
"Mission St&Brazil Ave S-NS/BZ","653","294","4309","110","46","1010","210","109","1173","86","44","515","145","68","821","42","14","343","60","13","447"
"Mission St&Excelsior Ave E-FS/BZ","357","236","4430","88","33","1065","103","79","1197","43","37","521","72","67","826","21","15","349","30","5","472"
"Mission St&Silver Ave S-NS/BZ","409","410","4429","107","85","1087","100","106","1191","52","60","513","79","97","808","36","36","349","35","26","481"
"Mission St&Trumbull St SE-NS/BZ","178","128","4479","41","16","1112","52","42","1201","12","15","510","49","32","825","11","17","343","13","6","488"
"Mission St&Murray St NE-FS/BZ","136","134","4481","45","34","1123","40","27","1214","13","13","510","22","41","806","8","16","335","8","3","493"
"Mission St&Richland Ave SE-NS/BZ","271","162","4590","78","23","1178","66","38","1242","27","25","512","55","54","807","14","18","331","31","4","520"
"Mission St&Highland Ave NE-FS/BZ","136","72","4654","42","14","1206","35","17","1260","14","9","517","21","18","810","10","10","331","14","4","530"
"Mission St&Appleton Ave E-FS/BZ","85","47","4692","21","24","1203","20","5","1275","15","5","527","16","8","818","8","3","336","5","2","533"
"Mission St&Cortland Ave E-FS/BZ","365","277","4780","127","100","1230","81","57","1299","31","20","538","72","44","846","22","16","342","32","40","525"
"Mission St&30th St NE-FS/BB","366","368","4778","75","64","1241","107","103","1303","39","46","531","81","55","872","34","54","322","30","46","509"
"Mission St&29th St E-FS/BB","254","119","4903","48","19","1270","71","38","1336","33","13","551","62","39","895","20","7","333","20","3","518"
"Mission St&Fair Ave E-FS/BZ","164","154","4913","26","39","1257","57","59","1334","24","18","557","39","22","912","6","8","331","12","8","522"
"Mission St&Precita Ave NE-FS/BZ","184","160","4937","70","72","1255","51","33","1352","14","16","555","29","27","914","7","6","332","13","6","529"
"Mission St&26th St NE-FS/BZ","365","390","4912","91","109","1237","116","98","1370","34","49","540","71","79","906","28","28","332","25","27","527"
"Mission St&24th St NE-FS/BZ","763","1142","4533","153","336","1054","231","323","1278","85","99","526","172","224","854","71","63","340","51","97","481"
"Mission St&23rd St NE-FS/BB","372","250","4655","54","51","1057","148","91","1335","72","48","550","68","48","874","22","10","352","8","2","487"
"Mission St&22nd St NE-FS/BB","337","230","4762","57","41","1073","116","78","1373","48","37","561","75","51","898","28","13","367","13","10","490"
"Mission St&21st St NE-FS/BZ","282","266","4778","49","39","1083","105","109","1369","42","45","558","55","54","899","15","12","370","16","7","499"
"Mission St&20th St NE-FS/BZ","346","247","4877","65","60","1088","108","73","1404","57","32","583","73","60","912","20","11","379","23","11","511"
"Mission St&19th St NE-FS/BZ","289","265","4901","52","38","1102","92","104","1392","47","37","593","48","55","905","23","15","387","27","16","522"
"Mission St&18th St NE-FS/BZ","421","497","4825","100","143","1059","126","119","1399","51","64","580","71","114","862","27","31","383","46","26","542"
"Mission St&16th St NE-FS/BZ","1007","1268","4564","165","283","941","302","350","1351","145","149","576","225","274","813","80","100","363","90","112","520"
"Mission St&15th St NE-FS/BZ","210","150","4624","39","31","949","84","64","1371","37","18","595","22","22","813","18","7","374","10","8","522"
"Mission St&14th St NE-FS/BZ","195","164","4655","51","33","967","68","42","1397","26","29","592","28","41","800","10","14","370","12","5","529"
"Mission St&13th St NE-FS/BZ","213","201","4667","58","64","961","71","63","1405","40","19","613","29","30","799","5","15","360","10","10","529"
"Mission St&South Van Ness Ave E-FS","189","674","4182","21","160","822","68","180","1293","42","71","584","36","113","722","15","65","310","7","85","451"
"Mission St&11th St S-NS","161","260","4085","21","72","771","56","87","1262","28","27","585","43","41","725","6","11","305","7","22","437"
"Mission St&9th St E-FS/BZ","182","345","3922","32","96","707","66","108","1220","25","38","572","36","51","710","9","18","296","14","34","417"
"Mission St&8th St E-FS/BZ","195","324","3793","54","59","702","66","107","1179","28","43","557","30","67","673","8","25","279","9","23","403"
"Mission St&7th St E-FS/BZ","170","474","3489","41","86","657","57","155","1081","21","56","522","32","100","605","7","43","243","12","34","381"
"Mission St&6th St E-FS/BZ","176","589","3076","45","84","618","51","189","943","26","95","453","37","119","523","4","46","201","13","56","338"
"Mission St&5th St S-NS/BZ","155","577","2654","26","87","557","48","188","803","23","87","389","32","114","441","14","39","176","12","62","288"
"Mission St&4th St E-FS/BZ","151","762","2043","15","135","437","55","262","596","21","128","282","34","128","347","10","49","137","16","60","244"
"Mission St&3rd St E-FS/BZ","39","655","1427","7","164","280","9","219","386","4","86","200","13","86","274","3","37","103","3","63","184"
"Mission St&2nd St S-NS/BZ","49","307","1169","3","76","207","12","97","301","6","33","173","27","63","238","0","19","84","1","19","166"
"Mission St&Fremont St S-MB/BZ","38","634","573","9","96","120","6","146","161","5","103","75","8","148","98","6","58","32","4","83","87"
"Main St&Market St NE-MB/BZ","15","175","413","8","54","74","1","48","114","0","28","47","1","23","76","1","4","29","4","18","73"
"Market St&Steuart St S-NS","16","125","304","4","26","52","3","29","88","0","15","32","4","25","55","2","5","26","3","25","51"
"Steuart St&Mission St W-NS/BZ","0","250","54","0","46","6","0","88","0","0","31","1","0","36","19","0","20","6","0","29","22"
"Total Passenger Boardings ","15513","15538",,"3403","3410",,"4636","4644",,"2015","2024",,"3099","3091",,"1081","1107",,"1279","1262",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

