"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"14-Mission to Daly City Weekday",,,,,,,,,,,,,,,,,,,,,
"Steuart St&Mission St W-NS/BZ","387","3","428","46","0","52","105","0","112","52","0","52","89","3","95","37","0","44","58","0","73"
"Mission St&Spear St W-FS/BZ","190","10","608","20","3","69","46","4","154","28","0","80","53","1","147","9","1","52","34","1","106"
"Mission St&Beale St W-FS/BZ","211","6","813","40","0","109","58","2","210","25","2","103","49","1","195","9","0","61","30","1","135"
"Mission St&1st St N-NS/BZ","565","18","1360","140","2","247","133","5","338","62","4","161","118","3","310","42","3","100","70","1","204"
"Mission St&2nd St W-FS/BZ","395","44","1711","31","6","272","95","16","417","70","6","225","101","13","398","27","1","126","71","2","273"
"Mission St&3rd St W-FS/BZ","427","87","2051","67","22","317","114","28","503","63","11","277","93","20","471","37","1","162","53","5","321"
"Mission St&4th St W-FS/BZ","1107","171","2987","90","26","381","351","55","799","179","19","437","260","52","679","101","13","250","126","6","441"
"Mission St&5th St W-FS/BZ","717","131","3573","79","24","436","194","43","950","119","20","536","148","25","802","75","9","316","102","10","533"
"Mission St&6th St W-FS/BZ","531","199","3886","85","22","499","175","51","1071","80","34","582","108","60","838","37","19","330","46","13","566"
"Mission St&7th St W-FS/BZ","466","141","4211","74","16","557","161","40","1192","65","27","620","102","35","905","40","11","359","24","12","578"
"Mission St&8th St W-FS/BZ","486","234","4463","70","47","580","178","77","1293","103","37","686","89","52","942","26","12","373","20","9","589"
"Mission St&9th St W-FS/BZ","318","149","4632","45","26","599","86","51","1328","51","23","714","72","28","986","27","14","386","37","7","619"
"Mission St&11th St W-FS/BZ","418","266","4784","43","46","596","130","102","1356","90","50","754","112","46","1052","20","10","396","23","12","630"
"Otis St&12th St W-FS/BZ","480","97","5167","56","10","642","118","32","1442","66","19","801","129","22","1159","44","7","433","67","7","690"
"150 Otis St NW-MB/BB","187","184","5170","23","34","631","58","75","1425","42","40","803","38","21","1176","11","7","437","15","7","698"
"Mission St&14th St SW-FS/BZ","253","315","5108","38","48","621","86","110","1401","42","44","801","58","71","1163","17","20","434","12","22","688"
"Mission St&15th St SW-FS/BZ","113","218","5003","23","33","611","35","68","1368","20","29","792","20","41","1142","7","20","421","8","27","669"
"Mission St&16th St SW-FS/BB","1303","923","5383","158","117","652","338","281","1425","216","169","839","363","211","1294","138","67","492","90","78","681"
"Mission St&18th St SW-FS/BZ","525","434","5474","83","51","684","132","123","1434","87","79","847","144","106","1332","43","37","498","36","38","679"
"Mission St&19th St SW-FS/BZ","262","298","5438","32","29","687","86","86","1434","48","47","848","65","79","1318","16","22","492","15","35","659"
