"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"North Point St&Polk St SE-FS/BZ","75","0","466","33","0","166","21","0","127","12","0","70","7","0","97","2","0","3","0","0","3"
"North Point St&Larkin St SW-NS/BZ","37","0","503","19","0","185","8","0","135","6","0","76","4","0","101","0","0","3","0","0","3"
"North Point St&Hyde St SW-NS/BZ","62","3","562","22","0","207","17","2","150","9","1","84","13","0","114","0","0","3","1","0","4"
"North Point St&Jones St SW-NS/BZ","44","11","595","8","4","211","7","4","153","12","1","95","16","2","128","0","0","3","1","0","5"
"North Point St&Mason St SE-FS/BZ","102","53","644","28","18","221","28","13","168","21","15","101","24","6","146","1","1","3","0","0","5"
"North Point St&Stockton St SW-NS","166","23","787","65","4","282","35","12","191","29","3","127","34","3","177","1","1","3","2","0","7"
"North Point St&Kearny St SW-NS/BZ","49","18","818","10","1","291","4","8","187","7","6","128","28","3","202","0","0","3","0","0","7"
"The Embarcadero&Bay St NW-NS","41","15","844","3","3","291","7","9","185","5","3","130","25","0","227","1","0","4","0","0","7"
"The Embarcadero&Chestnut St W-NS","0","0","844","0","0","291","0","0","185","0","0","130","0","0","227","0","0","4","0","0","7"
"The Embarcadero&Sansome St SW","57","12","889","5","2","294","5","4","186","5","3","132","42","3","266","0","0","4","0","0","7"
"Battery St&Greenwich St SW-FS","25","23","891","5","12","287","3","7","182","6","0","138","11","4","273","0","0","4","0","0","7"
"Battery St&Filbert St SW-FS/BZ","112","20","983","4","9","282","18","9","191","20","0","158","68","2","339","2","0","6","0","0","7"
"Battery St&Green St NW-NS","51","9","1025","0","5","277","4","2","193","5","1","162","41","1","379","1","0","7","0","0","7"
"Battery St&Broadway SW-FS/BZ","54","38","1041","6","11","272","13","10","196","12","4","170","22","13","388","1","0","8","0","0","7"
"Battery St&Jackson St NW-NS/BZ","43","40","1044","7","8","271","7","16","187","4","6","168","24","10","402","1","0","9","0","0","7"
"Sansome St&Clay St SW-FS/BZ","125","81","1088","25","32","264","19","25","181","20","6","182","59","17","444","1","0","10","1","1","7"
"Sansome St&California St NW-NS/BZ","114","107","1095","11","43","232","17","17","181","25","12","195","60","33","471","0","1","9","1","1","7"
"Sansome St&Sutter St NW-NS/BB","117","416","796","41","70","203","12","64","129","18","91","122","44","184","331","1","5","5","1","2","6"
"2nd St&Stevenson St W-FS/BZ","162","89","869","74","40","237","42","20","151","18","13","127","27","16","342","0","0","5","1","0","7"
"1st St&Howard St E-MB/SI","196","64","1001","63","13","287","27","6","172","26","17","136","76","26","392","2","1","6","2","1","8"
"2nd St&Howard St S-FS/BZ","94","15","1080","16","5","298","13","5","180","15","1","150","48","4","436","1","0","7","1","0","9"
"2nd St&Folsom St S-FS/BZ","43","66","1057","10","47","261","4","12","172","8","3","155","20","3","453","1","0","8","0","1","8"
"2nd St&Harrison St S-FS/BZ","22","54","1025","11","30","242","2","8","166","2","6","151","7","9","451","0","0","8","0","1","7"
"2nd St&Bryant St S-FS/BZ","10","97","938","0","40","202","2","24","144","2","12","141","6","20","437","0","1","7","0","0","7"
"2nd St&Brannan St W-NS","12","60","890","2","32","172","4","18","130","3","4","140","3","6","434","0","0","7","0","0","7"
"2nd St&Townsend St W-NS","7","55","842","2","23","151","4","13","121","0","7","133","1","12","423","0","0","7","0","0","7"
"Townsend St&3rd St W-FS/BZ","7","55","794","1","19","133","0","13","108","1","9","125","5","12","416","0","1","6","0","1","6"
"Townsend St&4th St N-NS/BZ","76","387","483","15","38","110","29","31","106","10","70","65","21","246","191","1","1","6","0","1","5"
"Townsend St&5th St N-NS/BZ","11","21","473","4","4","110","0","6","100","3","6","62","4","5","190","0","0","6","0","0","5"
"Townsend St&6th St N-NS","0","26","447","0","8","102","0","5","95","0","5","57","0","7","183","0","1","5","0","0","5"
"Townsend St&7th St W-FS/BZ","3","66","384","0","30","72","0","13","82","1","6","52","1","17","167","1","0","6","0","0","5"
"Division St&Rhode Island St SW","2","55","331","0","13","59","1","14","69","1","7","46","0","19","148","0","0","6","0","2","3"
"Rhode Island St&Alameda St NW-NS","1","12","320","1","5","55","0","3","66","0","2","44","0","2","146","0","0","6","0","0","3"
"Rhode Island St&15th St NW-NS","0","38","282","0","6","49","0","14","52","0","7","37","0","10","136","0","0","6","0","1","2"
"Rhode Island St&16th St NW-NS","1","80","203","0","19","30","1","10","43","0","10","27","0","38","98","0","2","4","0","1","1"
"17th St&De Haro St NE-NS/BZ","0","192","11","0","29","1","0","41","2","0","25","2","0","92","6","0","4","0","0","1","0"
"Total Passenger Boardings ","2165","2301",,"586","623",,"426","458",,"337","362",,"786","825",,"19","19",,"11","14",
"Subject to disclaimer at www.sfmta.com/tepdata"
,,,,,,,,,,,,,,,,,,,,,

