"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Post St&Leavenworth St SE-FS/BZ","66","69","1330","29","3","407","20","13","373","7","10","163","7","21","258","3","12","80","0","10","49"
"Post St&Jones St SE-FS/BZ","31","50","1311","12","4","415","10","7","376","4","7","160","5","13","250","0","10","70","0","9","40"
"Post St&Taylor St SE-FS/BZ","34","71","1274","14","13","416","9","21","364","6","7","159","4","19","235","0","6","64","1","5","36"
"Post St&Powell St SE-FS/BZ","10","377","907","4","77","343","2","123","243","1","52","108","2","87","150","1","24","41","0","14","22"
"Post St&Grant Ave S-MB/BB","7","121","793","2","35","310","2","40","205","1","14","95","2","21","131","0","8","33","0","3","19"
"Kearny St&Sutter St SE-NS/BZ","19","410","402","3","155","158","3","117","91","3","53","45","8","66","73","1","15","19","1","4","16"
"Bush St&Montgomery St SE-FS/BZ","4","131","275","1","69","90","0","34","57","0","13","32","2","9","66","0","5","14","1","1","16"
"Sansome St&Sutter St NW-NS/BB","4","0","279","0","0","90","0","0","57","0","0","32","0","0","66","2","0","16","2","0","18"
"Sutter St&Sansome St NW-FS/BZ","0","262","17","0","84","6","0","56","1","0","32","0","0","62","4","0","13","3","0","15","3"
"Total Passenger Boardings ","1782","1929",,"494","504",,"495","539",,"240","256",,"351","395",,"117","135",,"85","100",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"3-Jackson to Presidio & California Weekday",,,,,,,,,,,,,,,,,,,,,
"Sutter St&Sansome St NW-FS/BZ","683","0","698","118","0","119","126","0","130","64","0","64","260","0","261","84","0","89","31","0","35"
"Sutter St&Kearny St NW-FS/BZ","345","11","1032","30","1","148","67","2","195","43","0","107","120","5","376","59","1","147","26","2","59"
"Sutter St&Stockton St NW-FS/BZ","284","26","1290","16","5","159","88","7","276","41","3","145","87","6","457","38","2","183","14","3","70"
"Sutter St&Powell St NW-FS/BZ","181","30","1441","9","5","163","59","13","322","24","1","168","43","8","492","31","2","212","15","1","84"
"Sutter St&Mason St NW-FS/BZ","61","29","1473","8","8","163","17","8","331","9","3","174","19","6","505","3","4","211","5","0","89"
"Sutter St&Taylor St NW-FS/BZ","52","51","1474","5","1","167","19","16","334","8","8","174","10","16","499","10","8","213","0","2","87"
"Sutter St&Jones St NW-FS/BZ","38","62","1450","14","7","174","11","10","335","5","10","169","7","23","483","1","9","205","0","3","84"
"Sutter St&Leavenworth St NW-FS/BZ","77","115","1412","18","4","188","25","20","340","9","14","164","13","40","456","8","19","194","4","18","70"
"Sutter St&Hyde St NW-FS/BZ","45","85","1372","11","17","182","19","22","337","7","9","162","5","18","443","2","8","188","1","11","60"
"Sutter St&Larkin St NW-FS/BZ","48","123","1297","11","24","169","16","31","322","7","18","151","12","34","421","1","10","179","1","6","55"
"Sutter St&Polk St NW-FS/BZ","69","103","1263","6","12","163","27","31","318","8","14","145","16","32","405","9","11","177","3","3","55"
"Sutter St&Van Ness Ave NE-NS/BZ","122","158","1227","15","29","149","37","45","310","18","16","147","33","45","393","13","17","173","6","6","55"
"Sutter St&Gough St NE-NS/BZ","44","144","1127","8","16","141","18","49","279","9","16","140","8","41","360","1","19","155","0","3","52"
"Sutter St&Octavia St NW-FS/BZ","32","104","1055","4","6","139","16","42","253","6","16","130","4","30","334","2","7","150","0","3","49"
"Sutter St&Laguna St NW-FS/BZ","11","54","1012","4","4","139","3","16","240","2","8","124","2","20","316","0","5","145","0","1","48"
"Sutter St&Buchanan St NE-NS/BZ","32","105","939","1","9","131","17","38","219","3","11","116","8","31","293","3","11","137","0","5","43"
"Sutter St&Fillmore St NE-NS/BZ","39","188","790","7","37","101","7","57","169","6","23","99","11","48","256","5","18","124","3","5","41"
"Fillmore St&Pine St NE-FS/BZ","17","83","724","2","5","98","1","15","155","2","9","92","11","30","237","1","17","108","0","7","34"
"Fillmore St&Sacramento St SE","42","145","621","11","16","93","10","50","115","2","20","74","10","37","210","9","15","102","0","7","27"
"Jackson St&Fillmore St NW-FS/BZ","30","148","503","4","21","76","7","24","98","7","19","62","11","59","162","1","25","78","0","0","27"
"Jackson St&Steiner St NE-NS","2","16","489","2","3","75","0","2","96","0","0","62","0","9","153","0","2","76","0","0","27"
"Jackson St&Scott St NE-NS","6","37","458","0","7","68","2","7","91","1","0","63","1","18","136","0","4","72","2","1","28"
"Jackson St&Divisadero St NE-NS","6","53","411","0","5","63","6","7","90","0","9","54","0","19","117","0","13","59","0","0","28"
"Jackson St&Baker St NE-NS","7","93","325","2","14","51","2","21","71","1","10","45","2","33","86","0","12","47","0","3","25"
"Jackson St&Presidio Ave NE-NS","4","67","262","0","17","34","2","9","64","0","15","30","1","13","74","1","10","38","0","3","22"
"Presidio Ave&Clay St NW-NS","4","48","218","0","6","28","2","7","59","1","5","26","1","18","57","0","6","32","0","6","16"
"Presidio Ave&California St NW-NS","0","214","4","0","27","1","0","58","1","0","26","0","0","55","2","0","32","0","0","16","0"
"Total Passenger Boardings ","2281","2292",,"306","306",,"604","607",,"283","283",,"695","694",,"282","287",,"111","115",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

