"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"21-Hayes to Ferry Plaza Weekday",,,,,,,,,,,,,,,,,,,,,
"Fulton St&8th Ave SE-FS/BZ","194","0","206","26","0","28","65","0","65","31","0","31","48","0","48","15","0","23","9","0","11"
"Fulton St&6th Ave SE-FS/BZ","131","2","343","54","0","82","35","1","99","10","0","41","14","0","69","9","1","31","9","0","21"
"Fulton St&4th Ave SE-FS/BZ","31","0","374","15","0","97","12","0","111","1","0","42","1","0","70","1","0","32","1","0","22"
"Fulton St&Arguello Blvd SE-FS/BZ","101","2","473","31","2","126","34","0","145","7","0","49","19","0","89","6","0","38","4","0","26"
"Stanyan St&Fulton St SW-FS/BZ","52","9","516","18","2","142","8","2","151","12","1","60","11","3","97","2","1","39","1","0","27"
"Hayes St&Stanyan St SE-FS/BZ","45","8","553","15","2","155","17","2","166","5","1","64","7","2","102","0","0","39","1","1","27"
"Hayes St&Shrader St SW-NS/BZ","161","4","710","38","1","192","41","2","205","36","1","99","39","0","141","5","0","44","2","0","29"
"Hayes St&Cole St SW-NS/BZ","137","6","841","50","2","240","31","1","235","19","0","118","25","2","164","8","1","51","4","0","33"
"Hayes St&Clayton St SE-FS/BZ","76","3","914","26","0","266","20","1","254","15","1","132","9","1","172","6","0","57","0","0","33"
"Hayes St&Ashbury St SE-FS/BZ","181","28","1067","53","9","310","56","10","300","28","1","159","20","7","185","20","1","76","4","0","37"
"Hayes St&Masonic Ave SE-FS/BZ","251","36","1282","43","8","345","96","12","384","45","6","198","40","9","216","21","1","96","6","0","43"
"Hayes St&Central Ave SW-NS/BZ","135","10","1407","67","3","409","28","5","407","13","0","211","14","2","228","9","0","105","4","0","47"
"Hayes St&Lyon St SW-NS/BZ","158","9","1556","76","4","481","37","0","444","11","2","220","20","3","245","8","0","113","6","0","53"
"Hayes St&Baker St SW-NS/BZ","228","35","1749","60","1","540","104","16","532","34","11","243","25","6","264","3","1","115","2","0","55"
"Hayes St&Broderick St SW-NS/BZ","142","14","1877","61","3","598","37","5","564","15","3","255","19","2","281","3","1","117","7","0","62"
"Hayes St&Divisadero St SE-FS/BZ","316","85","2108","89","16","671","85","26","623","38","14","279","53","18","316","27","6","138","24","5","81"
"Hayes St&Scott St SW-NS/BZ","95","8","2195","35","1","705","26","4","645","13","1","291","14","2","328","6","0","144","1","0","82"
"Hayes St&Pierce St SE-FS/BZ","79","37","2237","25","13","717","34","11","668","10","6","295","6","1","333","1","6","139","3","0","85"
"Hayes St&Steiner St SE-FS/BZ","94","20","2311","33","5","745","27","5","690","16","4","307","14","5","342","4","1","142","0","0","85"
"Hayes St&Fillmore St SE-FS/BZ","171","167","2315","65","40","770","53","54","689","21","27","301","18","28","332","8","11","139","6","7","84"
"Hayes St&Webster St SE-FS/BZ","69","33","2351","26","11","785","23","11","701","5","2","304","11","4","339","2","3","138","2","2","84"
"Hayes St&Buchanan St SE-FS/BZ","84","36","2399","26","3","808","24","9","716","14","10","308","12","10","341","5","3","140","3","1","86"
"Laguna St&Hayes St NE-FS/BZ","96","81","2414","27","18","817","20","20","716","14","13","309","20","15","346","8","14","134","7","1","92"
"Grove St&Laguna St SE-FS","32","26","2420","10","5","822","13","9","720","4","2","311","3","6","343","0","2","132","2","2","92"
"Grove St&Gough St SW-NS/BZ","70","57","2433","17","18","821","19","13","726","12","7","316","17","12","348","4","5","131","1","2","91"
"Grove St&Van Ness Ave SE-FS/BZ","53","335","2151","13","103","731","15","100","641","11","54","273","11","48","311","3","23","111","0","7","84"
"Polk St&Lech Walesa St-NS","10","52","2109","2","14","719","6","17","630","1","6","268","1","11","301","0","1","110","0","3","81"
"Market St&9th St S-NS/SI","154","141","2122","24","33","710","60","51","639","28","20","276","31","24","308","6","9","107","5","4","82"
"Market St&8th St S-NS/SI","210","315","2017","21","81","650","85","110","614","40","43","273","51","49","310","8","21","94","5","11","76"
"Market St&7th St S-NS/SI","304","158","2163","66","30","686","110","52","672","38","22","289","68","35","343","15","15","94","7","4","79"
"Market St&6th St S-NS/SI","171","156","2178","30","26","690","60","56","676","22","26","285","44","29","358","9","12","91","6","7","78"
"Market St&5th St S-NS/SI","176","426","1928","48","68","670","58","150","584","20","77","228","35","93","300","11","23","79","4","15","67"
"Market St&4th St S-NS/SI","163","392","1699","19","90","599","57","136","505","42","56","214","30","75","255","13","28","64","2","7","62"
"Market St&3rd St S-NS/SI","74","579","1194","15","133","481","16","207","314","10","81","143","30","118","167","2","28","38","1","12","51"
"Market St&New Montgomery St NS/SI","39","378","855","6","154","333","9","117","206","4","34","113","16","42","141","2","11","29","2","20","33"
"Market St&1st St S-NS/SI","35","346","544","11","167","177","10","76","140","5","40","78","7","41","107","2","9","22","0","13","20"
"Market St&Beale St E-FS/BZ","9","201","352","0","72","105","4","59","85","2","25","55","2","34","75","1","6","17","0","5","15"
"Spear St&Market St S-FS/BB","12","219","145","3","83","25","2","53","34","3","32","26","2","41","36","0","4","13","2","6","11"
"Steuart St&Mission St **/DS","0","86","59","0","16","9","0","22","12","0","17","9","0","19","17","0","3","10","0","9","2"
"Total Passenger Boardings ","4539","4500",,"1244","1237",,"1437","1425",,"655","646",,"807","797",,"253","251",,"143","144",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

