"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"6-Parnassus to Transbay Terminal Weekday",,,,,,,,,,,,,,,,,,,,,
"Quintara St&Funston Ave SW-NS","7","0","221","1","0","49","2","0","63","4","0","39","0","0","34","0","0","17","0","0","19"
"Quintara St&12th Ave SW-NS","15","0","236","11","0","60","2","0","65","0","0","39","2","0","36","0","0","17","0","0","19"
"Quintara St&Cragmont Ave SE-FS","6","0","242","2","0","62","2","0","67","1","0","40","0","0","36","1","0","18","0","0","19"
"10th Ave&Quintara St NE-FS","23","0","265","10","0","72","11","0","78","1","0","41","0","0","36","0","0","18","1","0","20"
"10th Ave&Pacheco St SE-NS","27","1","291","11","0","83","4","0","82","1","1","41","7","0","43","1","0","19","3","0","23"
"10th Ave&Ortega St SE-NS","20","2","309","6","0","89","8","0","90","2","2","41","4","0","47","0","0","19","0","0","23"
"Ortega St&9th Ave SW-NS","54","0","363","21","0","110","23","0","113","6","0","47","4","0","51","0","0","19","0","0","23"
"9th Ave&Noriega St SE-NS/BZ","47","1","409","28","0","138","12","0","125","1","1","47","5","0","56","0","0","19","1","0","24"
"9th Ave&Moraga St SE-NS/BZ","50","0","459","21","0","159","18","0","143","5","0","52","4","0","60","2","0","21","0","0","24"
"9th Ave&Lawton St SE-NS/BZ","46","7","498","20","2","177","15","1","157","3","3","52","4","1","63","3","0","24","1","0","25"
"9th Ave&Kirkham St SE-NS/BZ","20","2","516","11","1","187","6","1","162","1","0","53","2","0","65","0","0","24","0","0","25"
"9th Ave&Judah St SE-NS/BZ","175","76","615","62","28","221","51","20","193","20","7","66","22","18","69","9","2","31","11","1","35"
"Judah St&7th Ave SW-NS/BZ","30","6","639","8","1","228","11","1","203","6","3","69","2","1","70","1","0","32","2","0","37"
"Judah St&5th Ave SW-NS","21","6","654","10","1","237","5","2","206","3","3","69","1","0","71","1","0","33","1","0","38"
"Parnassus Ave&4th Ave SE-FS/BZ","37","23","668","3","13","227","13","8","211","10","1","78","11","1","81","0","0","33","0","0","38"
"513 Parnassus Ave SE-FS/BZ","111","113","666","5","62","170","20","35","196","25","9","94","38","4","115","13","0","46","10","3","45"
"Parnassus Ave&Hillway Ave SW","121","25","762","8","13","165","42","8","230","29","4","119","35","0","150","4","0","50","3","0","48"
"Parnassus Ave&Willard St SW-NS","5","3","764","2","1","166","1","1","230","0","0","119","2","1","151","0","0","50","0","0","48"
"Parnassus Ave&Stanyan St SW-NS/BZ","48","18","794","14","6","174","14","2","242","6","2","123","9","6","154","2","1","51","3","1","50"
"Parnassus Ave&Shrader St SW-NS","8","10","792","2","5","171","1","2","241","1","3","121","3","0","157","1","0","52","0","0","50"
"Parnassus Ave&Cole St SW-NS/BZ","32","17","807","16","7","180","6","5","242","3","2","122","3","3","157","2","0","54","2","0","52"
"Clayton St&Parnassus Ave NE-FS/BZ","3","8","802","1","2","179","0","0","242","1","2","121","0","4","153","1","0","55","0","0","52"
"Clayton St&Carl St NE-FS","3","3","802","2","3","178","0","0","242","0","0","121","1","0","154","0","0","55","0","0","52"
"Clayton St&Frederick St SE-NS","10","8","804","2","0","180","5","3","244","2","0","123","1","4","151","0","1","54","0","0","52"
"Frederick St&Ashbury St SW-NS","45","34","815","26","8","198","8","8","244","3","4","122","7","11","147","0","1","53","1","2","51"
"Frederick St&Masonic St-NS","30","5","840","20","0","218","6","1","249","2","0","124","0","3","144","0","1","52","2","0","53"
"Haight St&Masonic Ave SE-FS/BZ","378","61","1157","85","10","293","103","13","339","56","11","169","75","16","203","36","10","78","23","1","75"
"Haight St&Buena Vista West Ave","134","5","1286","45","1","337","33","1","371","14","1","182","27","2","228","9","0","87","6","0","81"
"Haight St&Buena Vista East Ave","87","17","1356","36","2","371","21","4","388","10","5","187","13","3","238","4","2","89","3","1","83"
"Haight St&Divisadero St SE-FS/BZ","198","91","1463","61","12","420","60","19","429","20","21","186","31","26","243","16","11","94","10","2","91"
"Haight St&Pierce St SW-NS/BZ","117","35","1545","48","4","464","32","12","449","8","8","186","14","5","252","8","4","98","7","2","96"
"Haight St&Fillmore St SE-FS/BZ","185","168","1562","32","19","477","47","53","443","26","29","183","41","41","252","28","19","107","11","7","100"
"Haight St&Buchanan St SW-NS/BZ","70","23","1609","23","7","493","20","7","456","10","2","191","10","5","257","3","1","109","4","1","103"
"Laguna St&Haight St NE-FS/BZ","23","29","1603","10","3","500","4","7","453","3","1","193","4","11","250","2","6","105","0","1","102"
"Page St&Octavia St SW-NS/BZ","25","11","1617","10","1","509","8","2","459","3","3","193","1","3","248","3","2","106","0","0","102"
"Page St&Gough St SW-NS/BZ","23","41","1599","9","11","507","4","10","453","6","4","195","4","10","242","0","2","104","0","4","98"
"Page St&Franklin St SW-NS/BZ","21","27","1593","4","7","504","6","8","451","0","5","190","8","6","244","3","0","107","0","1","97"
"Market St&South Van Ness Av S-N/SI","203","343","1453","22","104","422","72","96","427","38","39","189","47","46","245","14","32","89","10","26","81"
"Market St&9th St S-NS/SI","78","110","1421","11","28","405","33","37","423","14","16","187","13","18","240","7","5","91","0","6","75"
"Market St&8th St S-NS/SI","127","229","1319","17","58","364","53","67","409","21","34","174","30","43","227","5","16","80","1","11","65"
"Market St&7th St SE-MB/BZ","34","139","1214","6","24","346","8","47","370","6","18","162","8","26","209","4","8","76","2","16","51"
"Market bet. 6th & 7th SE-MB/BZ","25","111","1128","3","16","333","7","40","337","4","16","150","6","22","193","2","14","64","3","3","51"
"Market bet. 5th & 6th St SE-MB/BZ","34","255","907","9","32","310","10","82","265","5","48","107","6","59","140","1","21","44","3","13","41"
"Market bet. 5th & 4th St SE-MB/BZ","53","198","762","4","42","272","21","62","224","10","34","83","10","40","110","8","12","40","0","8","33"
"Market St&4th St S-NS/SI","12","27","747","1","2","271","0","3","221","5","8","80","5","12","103","0","0","40","1","2","32"
"Market bet. 4th & 3rd St SE-MB/BZ","15","107","655","0","34","237","5","42","184","4","12","72","4","14","93","2","4","38","0","1","31"
"Market St&3rd St E-FS/BZ","34","287","402","11","113","135","3","87","100","5","30","47","10","34","69","5","13","30","0","10","21"
"Market St&1st St S-NS/BZ","21","188","235","2","93","44","5","48","57","6","14","39","8","21","56","0","5","25","0","7","14"
"Trans Bay Terminal E-NS/SI","0","209","26","0","36","8","0","54","3","0","34","5","0","53","3","0","19","6","0","13","1"
"Total Passenger Boardings ","2891","3079",,"772","812",,"841","899",,"410","440",,"542","573",,"201","212",,"125","143",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

