"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"27-Bryant to Mission & Cesar Chavez Weekday",,,,,,,,,,,,,,,,,,,,,
"Jackson St&Van Ness Ave NE-NS/BZ","215","0","222","28","0","31","77","0","78","36","0","37","43","0","45","15","0","15","16","0","16"
"Washington St&Van Ness Ave SE-FS","15","0","237","3","0","34","5","0","83","1","0","38","3","0","48","0","0","15","3","0","19"
"Washington St&Polk St SW-NS","133","0","370","27","0","61","48","0","131","17","0","55","26","0","74","9","0","24","6","0","25"
"Washington St&Larkin St SW-NS","65","2","433","21","1","81","19","1","149","9","0","64","11","0","85","5","0","29","0","0","25"
"Washington St&Hyde St SW-NS","110","4","539","40","1","120","31","0","180","15","1","78","20","2","103","2","0","31","2","0","27"
"Hyde St&Clay St NW-NS/BZ","103","4","638","25","0","145","34","2","212","13","2","89","21","0","124","5","0","36","5","0","32"
"Hyde St&Sacramento St SW-FS","13","2","649","4","0","149","7","1","218","1","1","89","0","0","124","1","0","37","0","0","32"
"Hyde St&California St NW-NS/BZ","132","12","769","31","0","180","48","4","262","22","3","108","23","4","143","7","1","43","1","0","33"
"Hyde St&Pine St NW-NS/BZ","173","24","918","27","5","202","53","11","304","36","5","139","33","3","173","17","0","60","7","0","40"
"Bush St&Hyde St SE-FS/BZ","123","20","1021","19","4","217","45","9","340","26","2","163","32","5","200","0","0","60","1","0","41"
"Bush St&Leavenworth St SE-FS/BZ","60","29","1052","12","3","226","20","6","354","12","3","172","11","13","198","3","3","60","2","1","42"
"Bush St&Jones St SW-NS","32","22","1062","17","1","242","6","7","353","5","3","174","3","8","193","0","3","57","1","0","43"
"Jones St&Sutter St NW-NS/BZ","105","22","1145","25","3","264","42","6","389","14","6","182","15","5","203","5","2","60","4","0","47"
"Jones St&Post St NW-NS/BZ","68","13","1200","15","1","278","28","7","410","10","2","190","11","2","212","4","1","63","0","0","47"
"Jones St&Geary Blvd NW-NS/BZ","61","47","1214","18","11","285","20","15","415","7","8","189","9","10","211","4","0","67","3","3","47"
"O'Farrell St&Taylor St S-MB/BB","224","75","1363","51","10","326","73","28","460","36","20","205","44","11","244","5","3","69","15","3","59"
"Mason St&O'Farrell St SW-FS/FL","9","34","1338","1","5","322","4","16","448","0","4","201","2","3","243","2","5","66","0","1","58"
"Mason St&Ellis St SW-FS/BZ","17","19","1336","3","5","320","5","6","447","4","1","204","4","5","242","0","2","64","1","0","59"
"5th  St North&Market St NW-NS/BZ","544","495","1385","76","116","280","174","171","450","88","78","214","118","86","274","46","23","87","42","21","80"
"5th St&Mission St W-NS/BZ","163","93","1455","21","26","275","46","35","461","33","12","235","39","16","297","13","2","98","11","2","89"
"5th St&Howard St S-FS/BZ","53","62","1446","5","11","269","18","20","459","12","12","235","12","13","296","4","4","98","2","2","89"
"5th St&Folsom St W-NS/BZ","23","69","1400","2","11","260","8","32","435","5","9","231","5","16","285","1","0","99","2","1","90"
"Harrison St&5th St W-FS/BZ","62","136","1326","7","36","231","18","38","415","10","20","221","12","25","272","5","7","97","10","10","90"
"Harrison St&6th St W-FS/BZ","84","108","1302","17","35","213","27","51","391","14","11","224","22","7","287","3","0","100","1","4","87"
"Harrison St&7th St N-NS/BZ","64","71","1295","6","24","195","26","23","394","9","10","223","16","7","296","4","5","99","3","2","88"
"Harrison St&8th St N-NS/BZ","19","33","1281","3","9","189","7","12","389","3","4","222","4","4","296","1","2","98","1","2","87"
"Harrison St&9th St W-FS/BZ","37","101","1217","6","13","182","8","41","356","8","19","211","10","19","287","5","5","98","0","4","83"
"11th St&Harrison St S-FS/BZ","93","80","1230","6","9","179","33","33","356","26","14","223","17","18","286","6","4","100","5","2","86"
"Bryant St&Division St SW-FS/BZ","18","15","1233","1","1","179","5","9","352","5","1","227","6","4","288","1","0","101","0","0","86"
"Bryant St&Alameda St W-MI/BZ","5","19","1219","0","6","173","0","7","345","3","5","225","2","0","290","0","0","101","0","1","85"
"Bryant St&16th St SW-FS/BZ","174","162","1231","10","28","155","58","70","333","43","28","240","49","28","311","11","6","106","3","2","86"
"Bryant St&17th St SW-FS/BZ","32","19","1244","1","2","154","18","8","343","5","3","242","5","5","311","2","1","107","1","0","87"
"Bryant St&Mariposa St NW-NS/BZ","6","38","1212","0","16","138","3","6","340","1","4","239","2","7","306","0","2","105","0","3","84"
"Bryant St&18th St NW-NS/BZ","17","27","1202","2","9","131","3","4","339","4","6","237","6","6","306","1","1","105","1","1","84"
"Bryant St&19th St NW-NS/BZ","14","46","1170","5","16","120","1","11","329","3","5","235","4","5","305","1","5","101","0","4","80"
"Bryant St&20th St NW-NS","26","107","1089","5","13","112","11","27","313","5","27","213","4","25","284","0","8","93","1","7","74"
"Bryant St&21st St SW-FS/BB","35","108","1016","14","11","115","9","29","293","6","20","199","5","25","264","0","13","80","1","10","65"
"Bryant St&22nd St SW-FS/BZ","19","132","903","5","10","110","6","39","260","3","28","174","4","38","230","0","11","69","1","6","60"
"Bryant St&23rd St SW-FS/BB","22","87","838","7","6","111","5","22","243","6","17","163","4","25","209","0","12","57","0","5","55"
"Bryant St&24th St SW-FS/BZ","59","192","705","11","21","101","22","72","193","12","37","138","9","47","171","2","7","52","3","8","50"
