"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Bryant St&25th St NW-NS/BZ","26","61","670","6","8","99","9","16","186","7","15","130","4","13","162","0","5","47","0","4","46"
"Bryant St&26th St NW-NS/BZ","19","67","622","7","5","101","9","22","173","0","12","118","1","21","142","1","3","45","1","4","43"
"Cesar Chavez St&Bryant St NW-FS","14","75","561","3","4","100","2","13","162","5","11","112","4","27","119","0","10","35","0","10","33"
"Cesar Chavez St&Alabama St NE-NS","16","39","538","5","1","104","7","8","161","2","7","107","1","14","106","0","5","30","1","4","30"
"Cesar Chavez St&Harrison St NW-FS","18","45","511","4","8","100","8","10","159","5","10","102","1","12","95","0","4","26","0","1","29"
"Cesar Chavez St&Folsom St NW-FS","16","59","468","3","18","85","6","11","154","4","10","96","2","9","88","0","5","21","1","6","24"
"Cesar Chavez St&South Van Ness Ave","0","21","447","0","3","82","0","4","150","0","6","90","0","4","84","0","2","19","0","2","22"
"Cesar Chavez St&Mission St NW-FS","0","422","25","0","78","4","0","139","11","0","81","9","0","83","1","0","19","0","0","22","0"
"Total Passenger Boardings ","3336","3318",,"605","604",,"1112","1102",,"591","583",,"679","680",,"191","191",,"158","158",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"27-Bryant to Van Ness & Jackson Weekday",,,,,,,,,,,,,,,,,,,,,
"Cesar Chavez St&Mission St NW-FS","179","0","199","29","0","32","53","0","59","21","0","26","40","0","43","23","0","24","13","0","15"
"Valencia St&Cesar Chavez St NE-FS","73","2","270","16","1","47","25","0","84","15","0","41","12","1","54","4","0","28","1","0","16"
"26th St&Mission St SE-FS/BZ","256","2","524","56","0","103","79","0","163","46","2","85","55","0","109","17","0","45","3","0","19"
"26th St&South Van Ness Ave SW-NS","21","0","545","3","0","106","9","0","172","5","0","90","3","0","112","1","0","46","0","0","19"
"Cesar Chavez St&Folsom St SW-NS","104","7","642","22","0","128","24","1","195","27","2","115","19","3","128","9","1","54","3","0","22"
"Cesar Chavez St&Harrison St SW-NS","86","33","695","21","13","136","26","5","216","18","8","125","16","6","138","3","1","56","2","0","24"
"Cesar Chavez St&Florida St SW-NS","75","22","748","29","3","162","27","8","235","8","2","131","6","7","137","3","2","57","2","0","26"
"Bryant St&26th St SE-NS/BZ","103","29","822","26","4","184","38","6","267","16","6","141","17","11","143","5","2","60","1","0","27"
"Bryant St&25th St SE-NS/BZ","82","28","876","27","8","203","26","5","288","15","9","147","7","4","146","4","2","62","3","0","30"
"Bryant St&24th St NE-FS/BZ","250","67","1059","52","11","244","82","17","353","55","22","180","42","10","178","13","4","71","6","3","33"
"Bryant St&23rd St SE-NS/BZ","84","19","1124","23","6","261","27","4","376","8","4","184","11","4","185","7","1","77","8","0","41"
"Bryant St&22nd St NE-FS/BB","119","25","1218","38","1","298","32","9","399","21","5","200","20","4","201","5","4","78","3","2","42"
"Bryant St&21st St SE-NS/BZ","109","30","1297","37","4","331","34","6","427","16","7","209","14","8","207","5","5","78","3","0","45"
"Bryant St&20th St SE-NS/BZ","126","33","1390","48","6","373","41","7","461","14","7","216","15","9","213","4","4","78","4","0","49"
"Bryant St&19th St SE-NS/BZ","53","14","1429","7","5","375","18","3","476","7","1","222","13","5","221","7","0","85","1","0","50"
"Bryant St&18th St SE-NS/BZ","39","7","1461","10","1","384","5","1","480","3","4","221","15","1","235","4","0","89","2","0","52"
"Bryant St&Mariposa St SE-NS/BZ","25","12","1474","2","3","383","5","4","481","2","3","220","11","2","244","2","0","91","3","0","55"
"Bryant St&17th St SE-NS/BZ","30","26","1478","5","6","382","10","12","479","5","2","223","6","6","244","1","0","92","3","0","58"
"Bryant St&16th St SE-NS/BZ","170","259","1389","12","70","324","62","90","451","30","51","202","44","35","253","19","11","100","3","2","59"
"Bryant St&Alameda St NE-FS/BZ","29","11","1407","2","2","324","9","3","457","2","3","201","14","1","266","2","0","102","0","2","57"
"Bryant St&Division St E-FS/BZ","71","56","1422","6","10","320","26","23","460","14","11","204","19","11","274","5","1","106","1","0","58"
"Bryant St&9th St E-FS/BZ","100","58","1464","3","11","312","29","23","466","20","8","216","34","11","297","13","5","114","1","0","59"
"Bryant St&8th St S-NS/BZ","35","20","1479","5","7","310","9","4","471","5","3","218","11","4","304","3","0","117","2","2","59"
"Bryant St&7th St E-FS/BZ","58","108","1429","4","34","280","18","45","444","10","16","212","21","8","317","4","4","117","1","1","59"
"Bryant St&6th St S-NS/BZ","109","70","1468","19","29","270","42","16","470","21","10","223","24","10","331","3","3","117","0","2","57"
"5th St&Harrison St N-FS/BZ","119","56","1531","19","13","276","39","21","488","22","6","239","25","11","345","7","5","119","7","0","64"
"5th St&Folsom St N-FS","118","36","1613","13","4","285","44","14","518","21","8","252","33","9","369","6","0","125","1","1","64"
"5th St&Howard St E-NS/BZ","98","55","1656","14","7","292","38","24","532","16","8","260","23","12","380","4","1","128","3","3","64"
"5th St&Mission St N-FS/BZ","131","156","1631","22","33","281","39","55","516","17","26","251","32","29","383","14","6","136","7","7","64"
"5th  St&Market St NE-FS","687","528","1790","89","101","269","176","183","509","98","87","262","188","115","456","88","29","195","48","13","99"
"Ellis St&Mason St NE-NS","42","43","1789","3","14","258","16","14","511","10","3","269","9","5","460","3","4","194","1","3","97"
"Ellis St&Taylor St NW-FS/BZ","56","102","1743","9","18","249","25","39","497","5","20","254","8","14","454","6","6","194","3","5","95"
"Ellis St&Jones St NW-FS/BZ","63","141","1665","18","16","251","26","43","480","7","27","234","8","38","424","1","10","185","3","7","91"
"Ellis St&Leavenworth St NE-NS","76","125","1616","29","13","267","21","44","457","11","23","222","12","29","407","3","11","177","0","5","86"
"Leavenworth St&O'Farrell St SE-NS","79","122","1573","10","18","259","33","31","459","14","18","218","13","34","386","8","12","173","1","9","78"
"Leavenworth St&Geary Blvd SE-NS","67","209","1431","13","40","232","17","73","403","14","29","203","13","44","355","5","18","160","5","5","78"
"Leavenworth St&Post St SE-NS/BZ","34","76","1389","6","10","228","12","15","400","4","15","192","11","19","347","1","14","147","0","3","75"
"Leavenworth St&Sutter St SE-NS/BZ","35","148","1276","7","22","213","10","41","369","9","17","184","5","44","308","2","16","133","2","8","69"
"Leavenworth St&Bush St SE-NS/BZ","34","246","1064","6","30","189","9","73","305","7","44","147","11","59","260","0","31","102","1","9","61"
"Leavenworth St&Pine St SE-NS/BZ","17","177","904","3","32","160","7","56","256","4","24","127","3","38","225","0","17","85","0","10","51"
"Leavenworth St&California St SE-NS","8","134","778","2","16","146","2","46","212","3","22","108","1","23","203","0","17","68","0","10","41"
"Leavenworth St&Sacramento St SE-NS","6","101","683","0","18","128","3","23","192","1","16","93","2","34","171","0","4","64","0","6","35"
"Leavenworth St&Clay St SE-NS/BZ","5","152","536","1","20","109","3","48","147","0","28","65","0","39","132","1","15","50","0","2","33"
"Leavenworth St&Washington St SE-NS","4","59","481","1","3","107","1","16","132","1","6","60","0","17","115","1","9","42","0","8","25"
"Leavenworth St&Jackson St SE-NS","1","101","381","0","11","96","0","27","105","0","11","49","1","32","84","0","14","28","0","6","19"
"Jackson St&Hyde St NW-FS","5","101","285","2","34","64","0","20","85","1","11","39","1","24","61","1","7","22","0","5","14"
"Jackson St&Larkin St NE-NS","2","23","264","0","2","62","2","3","84","0","3","36","0","13","48","0","0","22","0","2","12"
"Jackson St&Polk St NE-NS","6","69","201","2","7","57","4","25","63","0","10","26","0","20","28","0","4","18","0","3","9"
"Jackson St&Van Ness Ave NE-NS/BZ","0","193","8","0","54","3","0","61","2","0","26","0","0","27","1","0","16","2","0","9","0"
"Total Passenger Boardings ","4079","4091",,"771","771",,"1283","1287",,"669","674",,"888","890",,"317","316",,"151","153",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

