"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Portola Dr&Waithman Way W-FS","0","2","1858","0","1","328","0","1","455","0","0","407","0","0","459","0","0","120","0","0","89"
"Miraloma Dr&Marne Ave W-FS","9","19","1848","4","1","331","0","2","453","4","6","405","1","5","455","0","5","115","0","0","89"
"Miraloma Dr&Juanita Way NW-NS","1","6","1843","0","0","331","0","3","450","0","2","403","0","0","455","1","1","115","0","0","89"
"126 Miraloma Dr SW-FS","2","8","1837","0","0","331","1","3","448","1","0","404","0","5","450","0","0","115","0","0","89"
"Miraloma Dr&Yerba Buena Ave NW-NS","8","18","1827","3","2","332","1","5","444","0","9","395","4","1","453","0","1","114","0","0","89"
"Yerba Buena Ave&Hazelwood Ave W-NS","9","32","1804","2","3","331","4","7","441","2","4","393","0","13","440","1","2","113","0","3","86"
"Yerba Buena Ave&Brentwood Ave W-NS","5","11","1798","4","2","333","0","2","439","0","6","387","1","0","441","0","1","112","0","0","86"
"Yerba Buena Ave&Saint Elmo Way NW","1","16","1783","0","1","332","0","5","434","1","7","381","0","2","439","0","1","111","0","0","86"
"Plymouth Ave&Mangels Ave SW-NS","0","7","1776","0","0","332","0","2","432","0","0","381","0","5","434","0","0","111","0","0","86"
"Plymouth Ave&Monterey Blvd NW-NS","20","41","1755","8","4","336","4","7","429","2","12","371","4","11","427","0","6","105","2","1","87"
"Monterey Blvd&Valdez Ave SW-NS","9","14","1750","6","0","342","2","5","426","1","4","368","0","4","423","0","1","104","0","0","87"
"Monterey Blvd&Ridgewood Ave SE-FS","27","33","1744","11","6","347","5","8","423","4","6","366","5","12","416","0","0","104","2","1","88"
"Monterey Blvd&Gennessee St","90","122","1712","48","10","385","18","36","405","8","29","345","8","34","390","4","10","98","4","3","89"
"Gennessee St&Flood Ave NW-NS","46","38","1720","18","4","399","7","8","404","15","8","352","6","13","383","0","3","95","0","2","87"
"Judson Ave&Gennessee St NW-FS","25","150","1595","13","66","346","5","57","352","2","10","344","3","11","375","0","4","91","2","2","87"
"Phelan Ave&Judson Ave SW-FS/BZ","45","94","1546","9","60","295","8","18","342","25","7","362","0","7","368","2","1","92","1","1","87"
"City College Phelan Campus SW-FS","25","51","1520","4","19","280","9","20","331","9","6","365","2","6","364","1","0","93","0","0","87"
"City College Bookstore SW-FS/BZ","83","241","1362","11","57","234","41","65","307","14","57","322","11","44","331","6","6","93","0","12","75"
"Geneva Ave&Howth St S-FS","13","36","1339","4","16","222","5","4","308","3","8","317","1","4","328","0","2","91","0","2","73"
"Balboa Bart Station SW-MB/BZ","692","351","1680","66","121","167","147","79","376","166","64","419","230","49","509","47","16","122","36","22","87"
"Geneva Ave&Delano Ave W-NS/BZ","19","9","1690","5","4","168","4","3","377","7","0","426","3","2","510","0","0","122","0","0","87"
"Geneva & Cayuga S-FS/BZ","30","68","1652","12","18","162","5","8","374","9","13","422","3","17","496","1","8","115","0","4","83"
"Geneva Ave&Mission St W-NS/BZ","187","740","1099","26","70","118","59","181","252","40","191","271","49","210","335","11","49","77","2","39","46"
"Geneva Ave&Paris St W-NS","55","73","1081","8","3","123","16","21","247","16","20","267","13","23","325","2","3","76","0","3","43"
"Geneva Ave&Madrid St S-FS/BZ","15","86","1010","4","8","119","5","21","231","3","17","253","2","29","298","0","7","69","1","4","40"
"Naples St&Geneva Ave W-FS","23","151","882","3","8","114","6","21","216","9","42","220","4","56","246","0","13","56","1","11","30"
"Naples St&Rolph St W-FS","6","37","851","2","3","113","1","11","206","1","9","212","2","10","238","0","4","52","0","0","30"
"Naples St&Brunswick St NW-NS","1","86","766","0","7","106","0","12","194","0","22","190","1","34","205","0","7","45","0","4","26"
"Naples St&Curtis St N-NS","0","72","694","0","5","101","0","18","176","0","22","168","0","22","183","0","2","43","0","3","23"
"Curtis St&Prague St W-NS","0","128","566","0","7","94","0","31","145","0","35","133","0","45","138","0","5","38","0","5","18"
"Prague St&Drake St SW-NS","0","43","523","0","4","90","0","9","136","0","13","120","0","12","126","0","5","33","0","0","18"
"Prague St&Cordova Ave SW-NS","4","128","399","2","54","38","1","27","110","1","24","97","0","16","110","0","4","29","0","3","15"
"Cordova Ave&Winding Way NW-NS","2","31","370","1","1","38","0","8","102","1","13","85","0","7","103","0","1","28","0","1","14"
"Chicago Way&Cordova Ave E-FS","0","84","286","0","6","32","0","22","80","0","17","68","0","30","73","0","7","21","0","2","12"
"Chicago Way&Naylor St S-NS","0","40","246","0","2","30","0","8","72","0","11","57","0","17","56","0","2","19","0","0","12"
"Chicago Way&South Hill Blvd S-NS","1","82","165","0","2","28","1","21","52","0","27","30","0","21","35","0","9","10","0","2","10"
"South Hill Blvd&Rolph St E-NS","1","40","126","0","2","26","0","8","44","1","10","21","0","19","16","0","1","9","0","0","10"
"South Hill Blvd&Prague St E-NS","0","0","126","0","0","26","0","0","44","0","0","21","0","0","16","0","0","9","0","0","10"
"Munich St&Geneva Ave W-NS","0","124","2","0","26","0","0","42","2","0","21","0","0","16","0","0","9","0","0","10","0"
"Total Passenger Boardings ","6175","6184",,"1166","1167",,"1600","1600",,"1337","1338",,"1467","1469",,"394","394",,"211","216",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"43-Masonic to the Marina Weekday",,,,,,,,,,,,,,,,,,,,,
"Munich St&Geneva Ave W-NS","218","2","253","62","0","62","63","0","65","28","0","30","41","2","52","10","0","15","14","0","29"
"South Hill Blvd&Rolph St W-NS","133","0","386","67","0","129","33","0","98","16","0","46","11","0","63","2","0","17","4","0","33"
"South Hill Blvd&Chicago Way W-NS","94","0","480","42","0","171","28","0","126","8","0","54","7","0","70","5","0","22","4","0","37"
"Chicago Way&Naylor St N-NS","44","1","523","26","0","197","12","0","138","1","0","55","3","1","72","0","0","22","2","0","39"
"Chicago Way&Cordova Ave N-NS","107","9","621","62","0","259","26","2","162","10","4","61","4","3","73","0","0","22","5","0","44"
"Cordova Ave&Winding Way SE-NS","35","4","652","14","0","273","7","2","167","10","0","71","4","2","75","0","0","22","0","0","44"
"Cordova Ave&Prague St SE-NS","154","10","796","52","4","321","38","0","205","43","3","111","18","1","92","1","2","21","2","0","46"
"Munich St&Cordova Ave NW-FS","40","2","834","19","0","340","8","0","213","4","0","115","2","2","92","2","0","23","5","0","51"
"Munich St&Naples St NE-NS","81","1","914","45","0","385","22","0","235","7","1","121","4","0","96","0","0","23","3","0","54"
"Naples St&Seville St SE-NS","37","0","951","24","0","409","7","0","242","1","0","122","0","0","96","1","0","24","4","0","58"
"Naples St&Athens St E-FS","45","0","996","21","0","430","13","0","255","4","0","126","4","0","100","0","0","24","3","0","61"
"Naples St&Rolph St S-NS","113","9","1100","50","3","477","27","2","280","11","4","133","15","0","115","3","0","27","7","0","68"
"Geneva Ave&Madrid St N-FS/BZ","239","7","1332","98","3","572","81","2","359","23","1","155","19","1","133","4","0","31","14","0","82"
"Geneva Ave&Paris St E-NS","122","24","1430","48","6","614","43","6","396","16","6","165","9","6","136","1","0","32","5","0","87"
"Geneva Ave&Mission St E-NS","774","149","2055","173","49","738","240","40","596","133","39","259","151","19","268","34","0","66","43","2","128"
"Geneva Ave&Cayuga Ave E-NS/BZ","75","23","2107","18","7","749","29","6","619","12","5","266","12","3","277","2","0","68","2","2","128"
"Geneva Ave&Delano Ave N-FS/BZ","17","36","2088","4","13","740","5","7","617","3","8","261","4","8","273","1","0","69","0","0","128"
"Geneva Balboa Bart Station NE-MB/BZ","596","960","1724","144","371","513","150","285","482","76","118","219","157","105","325","49","30","88","20","51","97"
"Geneva Ave&Howth St E-NS/BZ","71","54","1741","11","5","519","15","13","484","25","11","233","17","20","322","1","5","84","2","0","99"
"City College Bookstore SE-NS/BZ","308","225","1824","48","52","515","107","82","509","62","26","269","56","50","328","26","12","98","9","3","105"
"City College Phelan Campus SE-NS","70","44","1850","4","15","504","26","21","514","13","3","279","14","2","340","13","2","109","0","1","104"
"Phelan Ave&Judson Ave SE-NS/BZ","77","89","1838","4","44","464","22","24","512","25","2","302","14","17","337","12","2","119","0","0","104"
"Judson Ave&Gennessee St SW-NS","54","34","1858","6","5","465","18","9","521","11","6","307","9","10","336","9","3","125","1","1","104"
"Foerster St&Judson Ave NE-FS/BZ","20","45","1833","8","0","473","5","7","519","2","7","302","0","26","310","3","4","124","2","1","105"
"Foerster St&Flood Ave SE-NS","24","63","1794","13","25","461","6","8","517","1","10","293","3","19","294","0","0","124","1","1","105"
"Monterey Blvd&Foerster St NW-FS","106","77","1823","32","7","486","36","18","535","18","17","294","13","27","280","2","6","120","5","2","108"
"Monterey Blvd&Gennessee St","42","48","1817","15","4","497","15","10","540","4","5","293","4","19","265","3","4","119","1","6","103"
"Monterey Blvd&Ridgewood Ave NE-NS","22","13","1826","10","1","506","7","3","544","3","3","293","1","5","261","0","1","118","1","0","104"
"Monterey Blvd&Valdez Ave NE-NS","7","13","1820","3","2","507","2","0","546","0","3","290","1","5","257","0","2","116","1","1","104"
"Monterey Blvd&Plymouth Ave NS-NS","30","32","1818","12","8","511","4","5","545","7","5","292","5","5","257","1","8","109","1","1","104"
"Plymouth Ave&Mangels Ave SE-NS","7","4","1821","5","0","516","1","1","545","1","0","293","0","2","255","0","1","108","0","0","104"
"Plymouth Ave&Yerba Buena Ave NE-NS","6","4","1823","2","2","516","3","1","547","0","0","293","1","1","255","0","0","108","0","0","104"
"Yerba Buena Ave&Brentwood Ave E-NS","9","9","1823","3","0","519","5","3","549","0","3","290","1","3","253","0","0","108","0","0","104"
"Yerba Buena Ave&Hazelwood Ave N-FS","22","19","1826","8","3","524","8","3","554","0","5","285","1","7","247","2","1","109","3","0","107"
"Yerba Buena Ave&Ravenwood Dr N-FS","6","6","1826","4","5","523","2","0","556","0","1","284","0","0","247","0","0","109","0","0","107"
"Miraloma Dr&Bengal Aly SE-NS","2","0","1828","1","0","524","0","0","556","1","0","285","0","0","247","0","0","109","0","0","107"
"Miraloma Dr&Juanita Way S-NS","3","5","1826","1","2","523","0","1","555","0","1","284","1","0","248","0","1","108","1","0","108"
"Miraloma Dr&Marne Ave SW-NS","13","10","1829","5","3","525","2","2","555","0","3","281","4","1","251","1","1","108","1","0","109"
"Portola Dr&Rex Ave S-NS","5","6","1828","1","1","525","1","3","553","1","2","280","1","0","252","1","0","109","0","0","109"
"Portola Dr&Del Sur Ave S-NS/BZ","7","9","1826","2","4","523","2","1","554","0","3","277","2","0","254","0","0","109","1","1","109"
"Laguna Honda Blvd&Ulloa St E-NS","62","36","1852","25","16","532","21","9","566","9","4","282","4","5","253","1","1","109","2","1","110"
"Laguna Honda Blvd&Idora Ave E-NS","0","0","1852","0","0","532","0","0","566","0","0","282","0","0","253","0","0","109","0","0","110"
"Laguna Honda Blvd&Balceta Ave E-NS","6","4","1854","3","1","534","2","1","567","0","2","280","1","0","254","0","0","109","0","0","110"
"Laguna Honda Blvd&Dewey Blvd E-NS","22","22","1854","4","3","535","9","8","568","3","4","279","2","5","251","0","0","109","4","2","112"
"FOREST HILL STATION  ARRIVE","1","0","228","1","0","55",,,,,,,,,,"0","0","61","0","0","112"
"FOREST HILL STATION LEAVING","400","185","2070","93","55","574","99","73","594","63","24","318","111","18","344","24","7","126","10","8","114"
"Laguna Honda Blvd&Clarendon E-MB","22","8","2084","4","0","578","5","0","599","3","2","319","4","5","343","2","1","127","4","0","118"
"1699 7th Ave E-MB","6","10","2080","2","1","579","1","1","599","1","2","318","1","4","340","0","2","125","1","0","119"
"Lawton St&7th Ave NW-FS","24","53","2051","5","9","575","8","5","602","3","7","314","5","21","324","0","8","117","3","3","119"
"Lawton St&9th Ave NE-NS","38","66","2023","13","14","574","15","9","608","5","10","309","3","29","298","2","3","116","0","1","118"
"9th Ave&Kirkham St SE-NS/BZ","26","35","2014","11","6","579","9","5","612","0","6","303","5","14","289","0","3","113","1","1","118"
"9th Ave&Judah St SE-NS/BZ","222","362","1874","59","68","570","92","120","584","28","67","264","27","74","242","9","22","100","7","11","114"
"Judah St&7th Ave SW-NS/BZ","46","71","1849","13","43","540","13","11","586","10","9","265","6","5","243","2","3","99","2","0","116"
"Judah St&5th Ave SW-NS","15","16","1848","4","3","541","7","5","588","1","2","264","1","3","241","0","2","97","2","1","117"
"Parnassus Ave&4th Ave SE-FS/BZ","26","44","1830","2","16","527","10","16","582","6","6","264","6","5","242","0","0","97","2","1","118"
"513 Parnassus Ave SE-FS/BZ","128","281","1677","12","121","418","23","80","525","23","20","267","55","20","277","13","6","104","2","34","86"
"Parnassus Ave&Hillway Ave SW","120","65","1732","10","33","395","36","16","545","25","8","284","37","3","311","9","1","112","3","4","85"
"Parnassus Ave&Willard St SW-NS","2","13","1721","1","4","392","1","2","544","0","5","279","0","2","309","0","0","112","0","0","85"
"Parnassus Ave&Stanyan St SW-NS/BZ","37","41","1717","7","8","391","15","16","543","2","7","274","11","7","313","2","3","111","0","0","85"
"Parnassus Ave&Shrader St SW-NS","6","10","1713","2","4","389","0","3","540","1","2","273","3","0","316","0","1","110","0","0","85"
"Parnassus Ave&Cole St SW-NS/BZ","33","21","1725","12","5","396","10","5","545","5","6","272","2","5","313","1","0","111","3","0","88"
"Cole St&Carl St NE-FS/BZ","130","35","1820","30","6","420","37","15","567","21","6","287","30","7","336","9","1","119","3","0","91"
"Cole St&Waller St SE-NS","19","23","1816","9","4","425","7","8","566","2","4","285","1","5","332","0","2","117","0","0","91"
"Cole St&Haight St SE-NS","102","133","1785","14","11","428","33","43","556","16","31","270","28","32","328","9","11","115","2","5","88"
"Haight St&Clayton St SW-NS/BZ","95","59","1821","12","2","438","30","18","568","12","18","264","23","13","338","13","5","123","5","3","90"
"Masonic Ave&Haight St NE-FS/BZ","298","125","1994","64","24","478","86","36","618","51","19","296","75","30","383","18","13","128","4","3","91"
"Masonic Ave&Oak St SE-NS/BZ","39","24","2009","8","4","482","9","8","619","15","4","307","7","6","384","0","1","127","0","1","90"
"Masonic Ave&Hayes St NE-FS/BZ","122","118","2013","29","20","491","57","42","634","11","16","302","15","28","371","5","10","122","5","2","93"
"Masonic Ave&Fulton St SE-NS/BZ","194","175","2032","49","28","512","67","55","646","27","28","301","34","46","359","12","13","121","5","5","93"
"Masonic Ave&Golden Gate Ave SE","40","47","2025","7","9","510","11","7","650","10","9","302","8","14","353","4","4","121","0","4","89"
"Masonic Ave&Turk St NE-FS/BZ","63","145","1943","18","58","470","20","26","644","13","19","296","9","27","335","1","9","113","2","6","85"
"Masonic Ave&Geary Blvd SE-NS/BZ","63","604","1402","9","103","376","26","243","427","13","98","211","12","109","238","2","38","77","1","13","73"
"Presidio Ave&Geary Blvd NE-FS/BZ","124","110","1416","31","25","382","44","39","432","24","17","218","14","12","240","7","5","79","4","12","65"
"Presidio Ave&Sutter St NE-FS","12","65","1363","7","15","374","3","20","415","0","6","212","1","16","225","1","4","76","0","4","61"
"Presidio Ave&Pine St SE-NS","2","19","1346","0","3","371","0","5","410","0","3","209","2","4","223","0","1","75","0","3","58"
"Presidio Ave&California St NE-FS","106","375","1077","23","96","298","44","122","332","17","58","168","18","62","179","3","18","60","1","19","40"
"Presidio Ave&Clay St SE-NS","4","26","1055","0","9","289","3","6","329","0","3","165","0","7","172","1","1","60","0","0","40"
"Presidio Ave&Jackson St SE-NS","16","65","1006","3","26","266","6","14","321","4","12","157","3","9","166","0","2","58","0","2","38"
"Presidio Blvd&Simonds Loop SE-NS","0","17","989","0","3","263","0","7","314","0","0","157","0","7","159","0","0","58","0","0","38"
"Letterman Dr&Tide Bldg S-MB","32","205","816","2","89","176","7","59","262","8","26","139","10","17","152","2","7","53","3","7","34"
"Letterman Hospital S-FS","10","35","791","1","17","160","2","11","253","2","4","137","3","3","152","0","0","53","2","0","36"
"Lombard St&Lyon St SE-FS","15","100","706","4","17","147","4","35","222","4","25","116","0","18","134","2","2","53","1","3","34"
"Lombard&Richardson Ave SW-NS","5","20","691","1","2","146","2","5","219","1","0","117","1","9","126","0","4","49","0","0","34"
"Lombard St&Divisadero St SW-NS/BZ","8","98","601","0","25","121","4","29","194","1","16","102","2","25","103","1","3","47","0","0","34"
"Lombard St&Pierce St SW-NS/BZ","3","89","515","1","24","98","1","27","168","0","12","90","1","18","86","0","7","40","0","1","33"
"Lombard St&Fillmore St SW-NS/BZ","6","216","305","0","33","65","4","65","107","1","39","52","1","48","39","0","16","24","0","15","18"
"Webster St&Chestnut St SE-NS","5","104","206","1","26","40","0","32","75","0","18","34","4","19","24","0","5","19","0","4","14"
"Chestnut St&Fillmore St NE-NS/BZ","0","198","8","0","39","1","0","74","1","0","34","0","0","18","6","0","19","0","0","14","0"
"Total Passenger Boardings ","6590","6619",,"1773","1772",,"2002","2003",,"1021","1023",,"1199","1206",,"344","349",,"251","266",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

