"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"5-Fulton to Ocean Beach Weekday",,,,,,,,,,,,,,,,,,,,,
"Trans Bay Terminal E-NS/SI","512","0","557","170","0","183","121","0","131","56","0","64","155","0","169",,,,"10","0","10"
"Fremont St&Market St E-NS/SI","226","15","768","16","4","195","51","2","180","38","4","98","120","5","284",,,,"1","0","11"
"Market St&Sansome St W-FS/BZ","461","44","1185","43","21","217","112","8","284","85","3","180","219","12","491",,,,"2","0","13"
"Market St&Montgomery St W-FS/BZ","442","45","1582","50","5","262","110","13","381","91","9","262","189","18","662",,,,"2","0","15"
"Market St&Grant Ave W-FS/BZ","440","117","1905","38","14","286","131","29","483","106","27","341","165","46","781",,,,"0","1","14"
"Market St&Powell St N-NS/BZ","859","147","2617","112","21","377","298","47","734","177","20","498","266","59","988",,,,"6","0","20"
"Market St&Mason St W-FS/BZ","171","70","2718","21","4","394","61","28","767","39","20","517","50","17","1021",,,,"0","1","19"
"Mcallister St&7th St NE-NS/BZ","375","180","2920","46","21","419","88","59","796","46","45","518","93","53","1063","53","0","55","49","2","69"
"Mcallister St&Hyde St NW-FS/BZ","509","122","3307","70","14","475","133","42","887","71","34","555","135","32","1166","68","0","123","32","0","101"
"Mcallister St&Larkin St NW-FS/BZ","232","109","3430","20","41","454","61","39","909","36","11","580","68","15","1219","25","0","148","22","3","120"
"Mcallister St&Polk St NW-FS/BZ","163","135","3458","16","36","434","45","57","897","36","26","590","50","15","1254","11","1","158","5","0","125"
"Mcallister St&Van Ness Ave NW-FS/BZ","538","158","3838","58","44","448","136","44","989","89","25","654","124","44","1334","76","1","233","55","0","180"
"Mcallister St&Gough St NW-FS/BZ","101","111","3828","13","9","452","23","27","985","24","20","658","29","46","1317","7","4","236","5","5","180"
"808 Mcallister St NW-FS/BZ","29","47","3810","6","5","453","8","10","983","7","10","655","5","18","1304","2","3","235","1","1","180"
"Mcallister St&Laguna St NE-NS/BZ","102","169","3743","27","14","466","31","42","972","12","34","633","24","61","1267","5","13","227","3","5","178"
"Mcallister St&Webster St NW-FS/BZ","70","192","3621","13","22","457","17","51","938","13","32","614","22","55","1234","2","19","210","3","13","168"
"Mcallister St&Fillmore St NW-FS/BZ","312","437","3496","47","47","457","96","120","914","48","78","584","83","147","1170","24","22","212","14","23","159"
"Mcallister St&Pierce St NE-NS/BZ","50","201","3345","13","18","452","17","45","886","6","34","556","10","80","1100","3","16","199","1","8","152"
"Mcallister St&Divisadero St NE-NS","168","390","3123","28","43","437","48","81","853","23","70","509","42","139","1003","17","33","183","10","24","138"
"Mcallister St&Broderick St NE-NS/BZ","17","123","3017","6","13","430","4","28","829","2","22","489","5","45","963","0","13","170","0","2","136"
"Mcallister St&Baker St NE-NS/BZ","50","202","2865","8","20","418","24","43","810","5","31","463","11","79","895","2","15","157","0","14","122"
"Central Ave&Mcallister St SW-FS/BZ","48","205","2708","6","18","406","6","35","781","20","41","442","8","83","820","4","17","144","4","11","115"
"Fulton St&Masonic Ave NE-NS/BZ","366","368","2706","30","56","380","140","107","814","64","59","447","89","121","788","31","17","158","12","8","119"
"Fulton St&Clayton St NW-FS/BZ","85","297","2494","13","41","352","23","94","743","12","43","416","19","84","723","8","19","147","10","16","113"
"Fulton St&Parker Ave NW-FS/BZ","144","371","2267","7","100","259","47","144","646","27","43","400","46","73","696","10","5","152","7","6","114"
"Fulton St&Stanyan St NW-FS/BZ","91","112","2246","7","16","250","31","31","646","22","18","404","21","36","681","6","8","150","4","3","115"
"Fulton St&Arguello Blvd NW-FS/BZ","50","123","2173","8","10","248","15","26","635","9","21","392","15","49","647","0","11","139","3","6","112"
"Fulton St&4th Ave NW-FS/BZ","21","62","2132","1","7","242","6","12","629","5","14","383","7","23","631","2","6","135","0","0","112"
"6th Ave&Fulton St NE-FS/BZ","21","118","56","5","21","9","2","8","2","3","22","16","1","48","18","0","17","0","10","2","11"
"Cabrillo St&6th Ave NW-FS","0","6","27","0","2","1",,,,"0","0","12","0","4","14",,,,,,
"8th Ave&Cabrillo St SW-FS","0","2","25","0","0","1",,,,"0","1","11","0","1","13",,,,,,
"Fulton St&6th Ave NW-FS/BZ","119","114","2010","21","10","235","19","32","610","22","20","355","39","41","564","12","6","124","6","5","122"
"Fulton St&8th Ave SE-FS/BZ","0","25","0","0","1","0",,,,"0","11","0","0","13","0",,,,,,
"Fulton St&8th Ave NW-FS/BZ","138","142","2006","20","15","240","39","57","592","30","29","356","39","29","574","6","7","123","4","5","121"
"Fulton St&10th Ave NW-FS/BZ","31","100","1937","5","16","229","6","43","555","5","15","346","8","21","561","4","2","125","3","3","121"
"Fulton St&12th Ave NW-FS/BZ","5","30","1912","2","2","229","2","9","548","1","7","340","0","9","552","0","2","123","0","1","120"
"Fulton St&Park Presidio Blvd NW-FS","110","196","1826","13","31","211","27","76","499","30","34","336","26","39","539","9","11","121","5","5","120"
"Fulton St&16th Ave NW-FS/BZ","8","86","1748","1","15","197","1","20","480","2","15","323","4","30","513","0","2","119","0","4","116"
"Fulton St&18th Ave NE-NS","11","79","1680","3","5","195","1","26","455","4","12","315","3","29","487","0","2","117","0","5","111"
"Fulton St&20th Ave NW-FS/BZ","14","114","1580","5","5","195","2","21","436","3","23","295","2","48","441","2","11","108","0","6","105"
"Fulton St&22nd Ave NW-FS/BZ","15","69","1526","7","7","195","2","18","420","3","9","289","2","26","417","1","3","106","0","6","99"
"Fulton St&25th Ave NW-FS/BZ","52","171","1407","9","14","190","20","45","395","10","31","268","9","55","371","2","14","94","2","12","89"
"Fulton St&28th Ave NE-NS","12","78","1341","2","6","186","3","23","375","3","11","260","2","29","344","1","6","89","1","3","87"
"Fulton St&30th Ave NE-NS","7","105","1243","1","23","164","5","22","358","1","23","238","0","30","314","0","5","84","0","2","85"
"Fulton St&33rd Ave NW-FS","11","84","1170","2","13","153","4","15","347","2","11","229","2","27","289","1","12","73","0","6","79"
"Fulton St&36th Ave NW-FS/BZ","16","160","1026","2","24","131","4","53","298","5","37","197","4","33","260","1","8","66","0","5","74"
"Fulton St&38th Ave NE-NS","11","41","996","1","1","131","4","7","295","5","9","193","1","19","242","0","3","63","0","2","72"
"Fulton St&40th Ave NE-NS","4","68","932","1","5","127","1","27","269","0","14","179","2","15","229","0","7","56","0","0","72"
"Fulton St&43rd Ave NE-NS","3","107","828","1","16","112","0","25","244","0","15","164","0","41","188","2","4","54","0","6","66"
"Fulton St&46th Ave NW-FS/BZ","2","107","723","1","5","108","0","23","221","0","27","137","1","35","154","0","11","43","0","6","60"
"La Playa St&Fulton St NE-FS/BZ","9","246","486","4","31","81","2","67","156","1","55","83","1","57","98","1","20","24","0","16","44"
"La Playa St&Cabrillo St SE-NS/BZ","0","0","486","0","0","81","0","0","156","0","0","83","0","0","98","0","0","24","0","0","44"
"Cabrillo St&La Playa St NE-NS/SI","0","484","2","0","81","0","0","156","0","0","83","0","0","97","1","0","24","0","0","43","1"
"Total Passenger Boardings ","7231","7284",,"999","1013",,"2027","2037",,"1299","1308",,"2216","2231",,"398","400",,"292","295",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"5-Fulton to Transbay Terminal Weekday",,,,,,,,,,,,,,,,,,,,,
"Cabrillo St&La Playa St NE-NS/SI","536","0","544","104","0","104","165","0","166","88","0","88","96","0","99","40","0","43","43","0","44"
"La Playa St&Cabrillo St SW-FS/BZ","0","0","544","0","0","104","0","0","166","0","0","88","0","0","99","0","0","43","0","0","44"
