"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Market St&Battery St N-NS/SI","152","10","451","17","4","69","91","4","256","44","2","126",,,,,,,,,
"Market St&2nd St N-NS/SI","143","29","565","17","8","78","78","16","318","48","5","169",,,,,,,,,
"2nd St&Market St S-FS","74","0","80",,,,,,,,,,"16","0","17","31","0","33","27","0","30"
"Market St&Kearny St N-NS/SI","249","36","858","39","2","115","130","23","425","77","11","235","0","0","17","2","0","35","1","0","31"
"Market St&Stockton St N-NS/SI","613","91","1380","47","9","153","237","58","604","129","24","340","31","0","48","105","0","140","64","0","95"
"Market St&5th  St N-NS/SI","607","101","1886","33","10","176","226","61","769","114","28","426","35","1","82","109","1","248","90","0","185"
"Market St&Taylor St N-NS/SI","196","101","1981","17","14","179","89","54","804","42","22","446","7","3","86","27","6","269","14","2","197"
"Market St&7th St N-NS/BZ","240","156","2065","26","24","181","118","73","849","45","33","458","9","3","92","28","16","281","14","7","204"
"Market St&Hyde St N-NS/BZ","321","163","2223","53","17","217","127","88","888","58","38","478","13","5","100","43","12","312","27","3","228"
"Market St&Larkin St N-NS/SI","122","108","2237","8","12","213","48","50","886","28","25","481","7","3","104","17","10","319","14","8","234"
"Market St&Van Ness Ave N-NS/SI","354","214","2377","43","30","226","134","103","917","74","49","506","13","6","111","48","17","350","42","9","267"
"Haight St&Gough St NW-FS/BZ","95","99","2373","14","10","230","36","34","919","20","24","502","5","4","112","16","18","348","4","9","262"
"Haight St&Octavia St NW-FS","25","20","2378","1","0","231","11","6","924","4","5","501","1","3","110","5","4","349","3","2","263"
"Haight St&Laguna St NW-FS/BZ","38","39","2377","8","3","236","11","11","924","9","9","501","3","4","109","6","10","345","1","2","262"
"Haight St&Buchanan St NE-NS/BZ","19","87","2309","4","8","232","7","34","897","4","21","484","0","4","105","3","14","334","1","6","257"
"Haight St&Fillmore St NW-FS/BZ","238","224","2323","24","16","240","100","81","916","49","53","480","11","11","105","36","38","332","18","25","250"
"Haight St&Pierce St NE-NS/BZ","62","59","2326","9","4","245","26","20","922","9","15","474","1","2","104","11","12","331","6","6","250"
"Haight St&Divisadero St NW-FS/BZ","135","164","2297","22","21","246","56","53","925","29","30","473","4","12","96","17","35","313","7","13","244"
"Haight St&Baker St NE-NS/BZ","24","95","2226","6","7","245","9","34","900","5","24","454","0","4","92","3","18","298","1","8","237"
"Haight St&Central Ave NE-NS/BZ","11","119","2118","1","8","238","3","45","858","2","28","428","0","6","86","4","23","279","1","9","229"
"Haight St&Masonic Ave NW-FS/BZ","88","366","1840","11","41","208","36","162","732","23","77","374","5","13","78","9","52","236","4","21","212"
"Haight St&Clayton St NE-NS/BZ","41","206","1675","5","12","201","18","97","653","9","38","345","3","10","71","5","31","210","1","18","195"
"Haight St&Cole St NW-FS/BZ","54","157","1572","3","15","189","23","65","611","11","32","324","2","4","69","10","26","194","5","15","185"
"Stanyan St&Waller St NW-NS/BZ","74","168","1478","4","11","182","31","92","550","15","38","301","5","5","69","14","16","192","5","6","184"
"Frederick St&Stanyan St NW-FS/BZ","6","21","1463","1","0","183","2","6","546","1","3","299","0","1","68","2","4","190","0","7","177"
"Frederick St&Willard St NW-FS/BZ","9","12","1460","0","3","180","1","3","544","2","4","297","2","1","69","3","0","193","1","1","177"
"Frederick St&Arguello Blvd NE-NS","17","38","1439","3","12","171","10","14","540","2","5","294","0","1","68","2","4","191","0","2","175"
"Lincoln Way&5th Ave NW-FS/BZ","7","14","1432","1","0","172","4","4","540","2","2","294","0","0","68","0","2","189","0","6","169"
"Lincoln Way&7th Ave NW-FS/BZ","4","16","1420","1","2","171","0","6","534","3","3","294","0","1","67","0","3","186","0","1","168"
"Lincoln Way&9th Ave NW-FS/BZ","96","98","1418","14","9","176","46","40","540","22","14","302","4","5","66","8","18","176","2","12","158"
"Lincoln Way&11th Ave NW-FS/BZ","3","14","1407","0","1","175","3","3","540","0","2","300","0","1","65","0","0","176","0","7","151"
"Lincoln Way&Funston Ave NW-FS/BZ","16","16","1407","1","2","174","9","7","542","6","5","301","0","0","65","0","0","176","0","2","149"
"Lincoln Way&15th Ave NW-FS/BZ","2","18","1391","0","0","174","1","9","534","1","0","302","0","1","64","0","5","171","0","3","146"
"Lincoln Way&17th Ave NW-FS/BZ","1","22","1370","0","6","168","1","5","530","0","4","298","0","1","63","0","2","169","0","4","142"
"Lincoln Way&19th Ave NW-FS/BZ","56","114","1312","13","9","172","22","44","508","17","27","288","0","8","55","3","15","157","1","11","132"
"Lincoln Way&21st Ave NW-FS/BZ","4","11","1305","1","1","172","3","5","506","0","1","287","0","1","54","0","1","156","0","2","130"
"23rd Ave&Lincoln Way SW-FS","3","11","1297","0","1","171","3","2","507","0","2","285","0","0","54","0","3","153","0","3","127"
"23rd Ave&Irving St SW-FS/BZ","230","133","1394","20","18","173","139","70","576","55","30","310","6","1","59","9","5","157","1","9","119"
"23rd Ave&Judah St NW-NS","79","28","1445","8","0","181","32","9","599","27","5","332","5","2","62","6","7","156","1","5","115"
"23rd Ave&Kirkham St NW-NS","8","31","1422","3","3","181","4","10","593","0","7","325","1","0","63","0","1","155","0","10","105"
"23rd Ave&Lawton St NW-NS","8","46","1384","2","6","177","3","17","579","1","12","314","2","4","61","0","4","151","0","3","102"
"23rd Ave&Moraga St NW-NS","14","52","1346","4","4","177","5","21","563","4","12","306","0","2","59","1","10","142","0","3","99"
"23rd Ave&Noriega St NW-NS","34","144","1236","7","18","166","16","60","519","6","29","283","0","6","53","3","15","130","2","16","85"
"Noriega St&25th Ave NE-NS","55","84","1207","3","10","159","29","38","510","21","20","284","0","4","49","2","9","123","0","3","82"
"Noriega St&28th Ave NE-NS/BZ","19","79","1147","6","5","160","5","32","483","5","22","267","1","6","44","0","9","114","2","5","79"
"Noriega St&31st Ave NE-NS","86","298","935","7","41","126","53","135","401","18","68","217","1","9","36","6","24","96","1","21","59"
"Noriega St&34th Ave NE-NS/BZ","25","77","883","3","4","125","16","30","387","5","20","202","0","4","32","1","14","83","0","5","54"
"Noriega St&Sunset Blvd NE-NS/BZ","13","76","820","7","25","107","5","25","367","1","15","188","0","0","32","0","6","77","0","5","49"
"Noriega St&38th Ave NE-NS","7","73","754","0","14","93","4","30","341","2","18","172","0","3","29","1","6","72","0","2","47"
"Noriega St&40th Ave NE-NS/BZ","12","134","632","1","23","71","2","53","290","8","31","149","0","6","23","1","16","57","0","5","42"
"Noriega St&42nd Ave NE-NS/BZ","7","115","524","0","9","62","3","52","241","4","28","125","0","4","19","0","13","44","0","9","33"
"Noriega St&44th Ave NW-FS/BZ","1","147","378","0","19","43","0","65","176","1","40","86","0","7","12","0","7","37","0","9","24"
"Noriega St&46th Ave NW-FS/BZ","9","196","191","1","19","25","5","102","79","1","41","46","0","7","5","2","20","19","0","7","17"
"Noriega St&48th Ave NW-FS","6","38","159","2","4","23","3","11","71","1","11","36","0","2","3","0","5","14","0","5","12"
"Ortega St&48th Ave SW-NS/BZ","0","104","55","0","8","15","0","44","27","0","23","13","0","3","0","0","14","0","0","12","0"
"Total Passenger Boardings ","5136","5140",,"577","577",,"2254","2255",,"1152","1149",,"193","194",,"599","601",,"361","364",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

