"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"26-Valencia to 5th Street & Mission Weekday",,,,,,,,,,,,,,,,,,,,,
"Geneva Balboa Bart Station NE-MB/BZ","158","0","161","22","0","22","56","0","56","19","0","20","29","0","31","16","0","16","16","0","16"
"Geneva Ave&Howth St E-NS/BZ","8","3","166","3","0","25","2","2","56","3","0","23","0","1","30","0","0","16","0","0","16"
"Ocean Ave&Howth St SE-FS/BZ","15","1","180","2","0","27","6","0","62","2","0","25","5","1","34","0","0","16","0","0","16"
"Ocean Ave&Balboa Bart  S-MB/BZ","5","0","185","0","0","27","2","0","64","1","0","26","0","0","34","2","0","18","0","0","16"
"San Jose Ave&Ocean Ave NE-FS/BZ","23","0","208","6","0","33","5","0","69","5","0","31","4","0","38","3","0","21","0","0","16"
"San Jose Ave&Santa Ynez Ave E-FS/BZ","28","5","231","15","0","48","9","0","78","2","0","33","1","2","37","1","2","20","0","1","15"
"San Jose Ave&San Juan Ave E-FS/BZ","30","10","251","9","0","57","10","1","87","2","2","33","5","3","39","0","1","19","4","3","16"
"San Jose Ave&Santa Rosa Ave E-FS","56","10","297","24","1","80","18","1","104","5","2","36","5","3","41","2","3","18","2","0","18"
"Baden St&Circular Ave E-NS","7","1","303","3","0","83","3","1","106","0","0","36","1","0","42","0","0","18","0","0","18"
"Circular Ave&Monterey Blvd S-NS","7","0","310","3","0","86","2","0","108","2","0","38","0","0","42","0","0","18","0","0","18"
"Diamond St&Bosworth St SE-NS/BZ","101","71","340","11","38","59","26","19","115","23","5","56","27","5","64","10","2","26","4","2","20"
"Diamond St&Chenery St SE-NS","43","4","379","3","0","62","12","2","125","10","0","66","14","2","76","4","0","30","0","0","20"
"Chenery St&Natick St SW-NS","3","1","381","0","0","62","1","1","125","1","0","67","1","0","77","0","0","30","0","0","20"
"Chenery St&Roanoke St S-NS","6","6","381","0","1","61","3","1","127","1","0","68","2","3","76","0","1","29","0","0","20"
"Chenery St&Mateo St S-NS","10","5","386","3","0","64","4","0","131","2","1","69","1","3","74","0","1","28","0","0","20"
"Chenery St&Miguel St S-NS","7","23","370","4","2","66","1","1","131","1","3","67","1","11","64","0","4","24","0","2","18"
"Chenery St&Fairmount St SE-NS","2","5","367","0","0","66","1","0","132","0","2","65","0","2","62","1","1","24","0","0","18"
"Chenery St&Randall St SE-NS","14","3","378","3","0","69","0","1","131","9","0","74","0","1","61","0","1","23","2","0","20"
"Chenery St&30th St SE-NS","6","26","358","2","4","67","3","7","127","0","3","71","1","10","52","0","2","21","0","0","20"
"30th St&Dolores St SW-NS/BZ","43","9","392","2","0","69","21","3","145","11","2","80","9","2","59","0","2","19","0","0","20"
"Mission St&30th St NE-FS/BB","105","45","452","18","3","84","45","18","172","19","14","85","11","7","63","9","0","28","3","3","20"
"Mission St&29th St E-FS/BB","64","23","493","22","2","104","17","13","176","9","4","90","6","2","67","6","2","32","4","0","24"
"Valencia St&Duncan St NE-FS/BZ","30","16","507","1","5","100","17","7","186","4","3","91","4","1","70","2","0","34","2","0","26"
"Valencia St&Cesar Chavez St NE-FS","48","31","524","4","4","100","17","9","194","15","8","98","8","8","70","4","2","36","0","0","26"
"Valencia St&25th St NE-FS/BZ","8","23","509","1","2","99","1","9","186","1","6","93","4","4","70","1","2","35","0","0","26"
"Valencia St&24th St NE-FS/BZ","48","85","472","6","22","83","14","31","169","11","14","90","13","12","71","4","3","36","0","3","23"
"Valencia St&23rd St SE-NS/BZ","19","15","476","0","6","77","8","4","173","5","2","93","2","3","70","4","0","40","0","0","23"
"Valencia St&22nd St NE-FS/BZ","31","26","481","1","1","77","16","15","174","3","7","89","5","3","72","2","0","42","4","0","27"
"Valencia St&21st St NE-FS/BZ","29","23","487","11","5","83","5","12","167","6","2","93","3","2","73","3","2","43","1","0","28"
