"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Valencia St&20th St NE-FS/BZ","16","12","491","1","2","82","7","4","170","4","2","95","4","1","76","0","3","40","0","0","28"
"Valencia St&19th St NE-FS/BZ","20","26","485","1","0","83","8","9","169","3","8","90","3","8","71","1","0","41","4","1","31"
"Valencia St&18th St NE-FS/BZ","22","34","473","3","3","83","7","11","165","4","8","86","6","8","69","2","3","40","0","1","30"
"Valencia St&17th St NE-FS","5","21","457","0","1","82","1","8","158","2","8","80","1","3","67","0","1","39","1","0","31"
"Valencia St&16th St NE-FS/BZ","48","88","417","9","17","74","15","27","146","8","15","73","6","16","57","7","9","37","3","4","30"
"Valencia St&15th St NE-FS/BZ","11","25","403","3","1","76","6","13","139","1","6","68","1","2","56","0","3","34","0","0","30"
"Valencia St&14th St NE-FS/BZ","24","23","404","6","1","81","12","6","145","1","6","63","4","5","55","1","4","31","0","1","29"
"Valencia St&Duboce Ave NE-FS/BZ","4","32","376","3","4","80","0","12","133","1","9","55","0","2","53","0","2","29","0","3","26"
"Market St&Gough St S-NS/SI","44","51","369","7","8","79","10","17","126","9","4","60","8","10","51","4","9","24","6","3","29"
"Market St&South Van Ness Av S-N/SI","67","100","336","14","34","59","21","25","122","9","21","48","12","12","51","6","5","25","5","3","31"
"Market St&9th St S-NS/SI","19","92","263","1","19","41","8","35","95","5","9","44","1","11","41","4","8","21","0","10","21"
"Mission St&8th St E-FS/BZ","21","39","245","2","7","36","11","13","93","4","9","39","2","4","39","1","5","17","1","1","21"
"Mission St&7th St E-FS/BZ","7","34","218","3","5","34","4","15","82","0","4","35","0","4","35","0","3","14","0","3","18"
"Mission St&6th St E-FS/BZ","4","51","171","0","7","27","1","22","61","2","8","29","1","10","26","0","4","10","0","0","18"
"Jessie St&5th St S-NS/BZ","0","166","5","0","26","1","0","59","2","0","29","0","0","24","2","0","10","0","0","18","0"
"Total Passenger Boardings ","1266","1264",,"232","231",,"436","434",,"225","226",,"211","211",,"100","100",,"62","62",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"26-Valencia to Balboa Park Weekday",,,,,,,,,,,,,,,,,,,,,
"Jessie St&5th St S-NS/BZ","312","0","322","38","0","38","90","0","93","40","0","41","81","0","86","41","0","41","22","0","23"
"Mission St&5th St W-FS/BZ","0","0","322","0","0","38","0","0","93","0","0","41","0","0","86","0","0","41","0","0","23"
"Mission St&6th St W-FS/BZ","137","4","455","15","0","53","45","1","137","24","2","63","25","1","110","20","0","61","8","0","31"
"Mission St&7th St W-FS/BZ","88","5","538","15","1","67","30","1","166","18","0","81","17","3","124","8","0","69","0","0","31"
"Mission St&8th St W-FS/BZ","95","26","607","10","5","72","36","12","190","22","4","99","19","4","139","4","1","72","4","0","35"
"Mission St&9th St W-FS/BZ","63","16","654","6","4","74","19","3","206","16","2","113","8","3","144","8","3","77","6","1","40"
"Mission St&11th St W-FS/BZ","79","42","691","4","8","70","28","16","218","22","10","125","20","5","159","4","3","78","1","0","41"
"Otis St&12th St W-FS/BZ","117","24","784","11","4","77","15","5","228","31","6","150","27","8","178","20","1","97","13","0","54"
"Mccoppin St&Gough St NW-FS/BZ","20","17","787","1","2","76","7","6","229","6","2","154","3","4","177","2","2","97","1","1","54"
"Valencia St&Mccoppin St SW-FS/BZ","16","4","799","1","1","76","7","1","235","1","1","154","6","1","182","1","0","98","0","0","54"
"Valencia St&Duboce Ave SW-FS/BZ","24","19","804","3","0","79","10","8","237","4","2","156","5","6","181","1","3","96","1","0","55"
"Valencia St&14th St SW-FS/BZ","34","43","795","7","1","85","12","18","231","5","13","148","8","6","183","2","5","93","0","0","55"
"Valencia St&15th St SW-FS/BZ","33","49","779","8","3","90","12","11","232","3","11","140","3","15","171","5","7","91","2","2","55"
"Valencia St&16th St SW-FS/BZ","93","131","741","11","12","89","28","41","219","16","22","134","27","23","175","5","21","75","6","12","49"
"Valencia St&17th St SW-FS/BZ","13","24","730","1","2","88","8","12","215","0","3","131","2","4","173","1","0","76","1","3","47"
"Valencia St&18th St SW-FS/BZ","52","42","740","5","5","88","23","8","230","10","10","131","10","10","173","4","7","73","0","2","45"
"Valencia St&19th St SW-FS/BZ","23","50","713","3","2","89","8","11","227","6","12","125","3","15","161","1","3","71","2","7","40"
"Valencia St&20th St SW-FS/BZ","17","35","695","3","1","91","6","6","227","1","6","120","3","10","154","4","9","66","0","3","37"
"Valencia St&21st St SW-FS/BZ","17","34","678","4","0","95","6","14","219","2","6","116","3","10","147","0","3","63","2","1","38"
"Valencia St&22nd St SW-FS/BZ","20","52","646","2","6","91","6","20","205","5","7","114","3","10","140","3","4","62","1","5","34"
"Valencia St&23rd St SW-FS/BZ","12","47","611","1","9","83","6","14","197","1","13","102","3","10","133","0","0","62","1","1","34"
"Valencia St&24th St SW-FS/BZ","51","108","554","2","9","76","17","42","172","15","22","95","11","20","124","5","11","56","1","4","31"
"Valencia St&25th St SW-FS/BZ","12","25","541","3","3","76","1","5","168","3","3","95","4","7","121","0","2","54","1","5","27"
"Valencia St&26th St SW-FS/BZ","12","41","512","1","5","72","2","14","156","5","6","94","2","8","115","2","5","51","0","3","24"
"Valencia St&Cesar Chavez St SW","31","33","510","3","3","72","12","14","154","8","11","91","5","2","118","1","2","50","2","1","25"
"Valencia St&Duncan St NW-NS","2","22","490","0","4","68","1","10","145","0","3","88","1","3","116","0","1","49","0","1","24"
"Mission St&Valencia St W-FS/BB","19","25","484","5","1","72","5","6","144","3","3","88","3","5","114","1","2","48","2","8","18"
"Mission St&29th St SW-FS/BB","10","45","449","0","2","70","5","17","132","2","10","80","2","11","105","1","4","45","0","1","17"
"30th St&Mission St NW-FS/BZ","107","119","437","12","11","71","40","34","138","22","28","74","24","29","100","7","13","39","2","4","15"
"30th St&Dolores St NE-NS/BZ","10","4","443","1","2","70","5","1","142","2","1","75","0","0","100","1","0","40","1","0","16"
"Chenery St&30th St SW-FS/BZ","19","48","414","5","12","63","6","22","126","3","3","75","4","8","96","1","2","39","0","1","15"
"Chenery St&Randall St NW-","10","13","411","6","0","69","2","1","127","2","3","74","0","8","88","0","1","38","0","0","15"
"Randall St&Whitney St NE-NS","0","3","305",,,,"0","1","126","0","0","74","0","2","86","0","0","19",,,
"Whitney St&Fairmount St.  NW-NS","0","3","302",,,,"0","1","125","0","1","73","0","1","85","0","0","19",,,
"Chenery St&Miguel St W-FS","2","15","392","2","0","71","0","3","122","0","4","69","0","8","77","0","0","38","0","0","15"
"Chenery St&Mateo St N-NS","3","16","379","3","1","73","0","6","116","0","4","65","0","1","76","0","3","35","0","1","14"
"Chenery St&Roanoke St N-NS","3","16","366","2","1","74","0","0","116","1","3","63","0","8","68","0","4","31","0","0","14"
"Chenery St&Castro St NE-NS","0","6","360","0","0","74","0","5","111","0","1","62","0","0","68","0","0","31","0","0","14"
"Diamond St&Chenery St SW-FS/BZ","6","37","329","1","9","66","1","9","103","1","10","53","3","7","64","0","1","30","0","1","13"
"Diamond St&Bosworth St SW-FS/BZ","77","77","329","6","27","45","19","23","99","11","11","53","26","10","80","8","6","32","7","0","20"
"Circular Ave&Monterey Blvd W-FS","4","13","320","1","1","45","0","4","95","0","2","51","2","3","79","1","2","31","0","1","19"
"Circular Ave&Baden St NE-NS/BZ","0","36","284","0","1","44","0","12","83","0","4","47","0","12","67","0","4","27","0","3","16"
"San Jose Ave&Santa Rosa Ave-N-NS","11","35","260","4","0","48","3","7","79","0","7","40","2","16","53","2","5","24","0","0","16"
"San Jose Ave&Nantucket Ave  W-FS/BZ","4","20","244","2","3","47","0","2","77","0","2","38","1","9","45","1","1","24","0","3","13"
"San Jose Ave&Havelock St NW-NS/BZ","1","18","227","0","3","44","1","4","74","0","3","35","0","6","39","0","1","23","0","1","12"
"San Jose Ave&Santa Ynez Ave W-FS/BZ","15","11","231","11","1","54","4","5","73","0","2","33","0","1","38","0","1","22","0","1","11"
"San Jose Ave&Ocean Ave SW-FS/BZ","4","18","217","2","8","48","2","1","74","0","0","33","0","6","32","0","2","20","0","1","10"
"Geneva Balboa Bart Station NE-MB/BZ","0","213","4","0","48","0","0","72","2","0","33","0","0","31","1","0","20","0","0","9","1"
"Total Passenger Boardings ","1678","1684",,"221","221",,"528","529",,"311","312",,"366","370",,"165","165",,"87","87",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

