"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"4th St&Brannan St S-FS","9","135","512","1","43","110","3","45","124","1","17","106","2","14","138","1","8","22","1","8","12"
"4th St & Townsend St E-MB/BZ","0","498","14","0","105","5","0","123","1","0","102","4","0","136","2","0","21","1","0","11","1"
"Total Passenger Boardings ","6096","6087",,"1105","1101",,"1896","1897",,"1106","1103",,"1287","1286",,"425","424",,"277","276",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"47-Van Ness to Wharf Powell & Beach Weekday",,,,,,,,,,,,,,,,,,,,,
"4th St & Townsend St E-MB/BZ","765","0","783","193","0","198","205","0","208","91","0","93","177","0","184","70","0","71","29","0","29"
"5th St&Townsend St N-FS","27","2","808","1","0","199","2","0","210","4","2","95","16","0","200","3","0","74","1","0","30"
"5th St&Brannan St E-NS/BZ","56","5","859","8","3","204","16","2","224","3","0","98","23","0","223","5","0","79","1","0","31"
"Harrison St&5th St W-FS/BZ","123","16","966","17","2","219","41","5","260","23","3","118","37","6","254","3","0","82","2","0","33"
"Harrison St&6th St W-FS/BZ","166","37","1095","36","7","248","53","7","306","40","7","151","24","13","265","10","3","89","3","0","36"
"Harrison St&7th St N-NS/BZ","165","45","1215","18","22","244","58","6","358","41","7","185","40","9","296","7","1","95","1","0","37"
"Harrison St&8th St N-NS/BZ","54","16","1253","9","5","248","11","3","366","8","3","190","20","4","312","6","1","100","0","0","37"
"Harrison St&9th St W-FS/BZ","151","48","1356","16","16","248","35","17","384","29","3","216","54","9","357","14","3","111","3","0","40"
"11th St&Harrison St N-FS/BZ","309","86","1579","22","13","257","102","32","454","73","13","276","85","22","420","27","5","133","0","1","39"
"11th St&Folsom St N-FS/BZ","175","22","1732","47","2","302","52","8","498","37","4","309","27","5","442","10","3","140","2","0","41"
"11th St&Howard St N-FS/BZ","98","33","1797","31","7","326","28","8","518","20","14","315","17","3","456","2","1","141","0","0","41"
"Mission St&11th St W-FS/BZ","112","201","1708","26","29","323","41","71","488","24","41","298","17","48","425","3","10","134","1","2","40"
"South Van Ness Ave&Mission St FS-NE","495","66","2137","70","9","384","170","16","642","89","21","366","102","12","515","49","5","178","15","3","52"
"Van Ness Ave&Market St NE-FS/BZ","1438","297","3278","258","47","595","462","85","1019","247","45","568","295","88","722","126","25","279","50","7","95"
"Van Ness Ave&Grove St NE-FS/BZ","342","81","3539","53","10","638","104","31","1092","65","16","617","85","16","791","25","7","297","10","1","104"
"Van Ness Ave&Mcallister St SE-NS","322","174","3687","58","39","657","107","57","1142","50","26","641","77","41","827","25","9","313","5","2","107"
"Van Ness Ave&Turk St NE-FS/BZ","187","219","3655","39","46","650","58","81","1119","38","49","630","38","34","831","10","7","316","4","2","109"
"Van Ness Ave&Eddy St NE-FS/BZ","241","328","3568","47","51","646","95","120","1094","45","60","615","41","65","807","10","21","305","3","11","101"
"Van Ness Ave&O'Farrell St NE-FS","277","398","3447","50","38","658","90","110","1074","60","72","603","45","121","731","24","40","289","8","17","92"
"Van Ness Ave&Post St E-MB/BB","283","500","3230","62","58","662","78","163","989","68","100","571","50","116","665","22","43","268","3","20","75"
"Van Ness Ave&Sutter St NE-FS/BZ","199","443","2986","44","80","626","53","135","907","39","80","530","47","95","617","10","42","236","6","11","70"
"Van Ness Ave&California St NE-FS","149","649","2486","32","107","551","47","212","742","30","94","466","29","161","485","8","61","183","3","14","59"
"Van Ness Ave&Clay St NE-FS/BZ","136","283","2339","34","30","555","46","83","705","29","53","442","18","80","423","8","30","161","1","7","53"
"Van Ness Ave&Jackson St NE-FS/BZ","87","249","2177","18","41","532","27","84","648","26","44","424","9","55","377","6","20","147","1","5","49"
"Van Ness Ave&Broadway NE-FS/BZ","46","224","1999","10","33","509","16","57","607","7","38","393","9","57","329","4","32","119","0","7","42"
"Van Ness Ave&Union St SE-NS/BZ","65","351","1713","21","58","472","23","100","530","8","77","324","7","73","263","4","31","92","2","12","32"
"Van Ness Ave&Greenwich St NE-FS","35","71","1677","9","12","469","19","16","533","5","17","312","1","17","247","1","5","88","0","4","28"
"Van Ness Ave&Chestnut St NE-FS/BZ","44","388","1333","7","172","304","21","81","473","6","58","260","8","52","203","2","22","68","0","3","25"
"Van Ness Ave&Francisco St NE-FS","1","6","1328","0","1","303","1","2","472","0","0","260","0","2","201","0","1","67","0","0","25"
"North Point St&Van Ness Ave SE-FS","53","131","1250","16","29","290","15","45","442","14","23","251","4","22","183","4","8","63","0","4","21"
"North Point St&Polk St SE-FS/BZ","44","36","1258","2","7","285","14","15","441","22","6","267","5","6","182","1","1","63","0","1","20"
"North Point St&Larkin St SW-NS/BZ","17","61","1214","0","9","276","10","17","434","4","22","249","1","9","174","0","2","61","2","2","20"
"North Point St&Hyde St SW-NS/BZ","17","82","1149","2","28","250","8","29","413","4","9","244","2","10","166","1","5","57","0","1","19"
"North Point St&Jones St SW-NS/BZ","11","235","925","4","52","202","3","81","335","1","45","200","3","38","131","0","16","41","0","3","16"
"North Point St&Mason St SE-FS/BZ","6","442","489","1","96","107","1","148","188","2","96","106","1","76","56","0","17","24","1","9","8"
"Powell St&Beach St SE-NS/BZ","0","486","3","0","107","0","0","187","1","0","106","0","0","56","0","0","23","1","0","7","1"
"Total Passenger Boardings ","6696","6711",,"1261","1266",,"2112","2114",,"1252","1254",,"1414","1421",,"500","500",,"157","156",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

