"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"48-Quintara-24th Street to 20th & 3rd Streets Weekday",,,,,,,,,,,,,,,,,,,,,
"20th St&3rd St SE-FS/BZ","80","0","102","9","0","13","19","0","22","20","0","21","19","0","22","9","0","12","4","0","12"
"22nd St&3rd St NE-NS","219","1","320","51","0","64","44","0","66","37","1","57","74","0","96","10","0","22","3","0","15"
"22nd St&Minnesota St NE-NS","17","0","337","3","0","67","6","0","72","3","0","60","3","0","99","2","0","24","0","0","15"
"22nd St&Iowa St NE-NS","159","11","485","8","1","74","34","2","104","35","5","90","67","2","164","8","0","32","7","1","21"
"22nd St&Mississippi St NE-NS","41","2","524","7","1","80","6","0","110","9","0","99","13","1","176","6","0","38","0","0","21"
"Texas St&Sierra St E-MI","18","3","539","7","1","86","2","1","111","5","0","104","3","0","179","0","1","37","1","0","22"
"20th St&Missouri St NE-NS","58","22","575","11","10","87","16","4","123","9","5","108","20","2","197","2","1","38","0","0","22"
"20th St&Arkansas St NE-NS","26","6","595","2","0","89","5","3","125","7","2","113","10","1","206","1","0","39","1","0","23"
"Arkansas St&22nd St NW-NS","21","8","608","5","0","94","6","1","130","4","3","114","5","4","207","1","0","40","0","0","23"
"Arkansas St&Madera St NW-NS","6","4","610","0","1","93","4","0","134","0","1","113","1","2","206","0","0","40","1","0","24"
"23rd St&Wisconsin St NE-NS","49","19","640","20","0","113","11","5","140","3","2","114","7","6","207","8","5","43","0","1","23"
"Wisconsin St&Connecticut St SW-FS","100","5","735","35","2","146","32","0","172","15","0","129","12","2","217","3","0","46","3","1","25"
"Wisconsin St&25th St NW-NS","87","12","810","45","1","190","24","3","193","9","0","138","6","5","218","2","3","45","1","0","26"
"26th St&Wisconsin St NW-FS","77","10","877","32","3","219","13","6","200","7","0","145","7","0","225","11","1","55","7","0","33"
"26th St&De Haro St NE-NS","14","1","890","8","0","227","4","0","204","1","1","145","1","0","226","0","0","55","0","0","33"
