"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Industrial St&Bay Shore Blvd SE","13","26","1028","3","8","193","5","4","267","3","2","196","1","4","231","0","4","69","1","4","72"
"Industrial St&Elmira St SE-FS","6","34","1000","1","19","175","2","5","264","1","3","194","1","2","230","0","0","69","1","5","68"
"Industrial St&Palou Ave S-NS","3","43","960","2","24","153","0","7","257","0","3","191","1","4","227","0","2","67","0","3","65"
"Palou Ave&Rankin St W-NS","8","50","918","0","5","148","1","13","245","2","11","182","1","16","212","2","2","67","2","3","64"
"Palou Ave&Quint St W-NS","14","84","848","5","19","134","2","23","224","2","11","173","2","15","199","2","6","63","1","10","55"
"Palou Ave&Phelps St W-NS","6","91","763","1","16","119","3","20","207","0","18","155","2","22","179","0","11","52","0","4","51"
"Palou Ave&Newhall St W-NS","7","165","605","1","13","107","0","52","155","2","32","125","4","48","135","0","7","45","0","13","38"
"3rd St&Palou Ave NE-FS/BZ Cut-out","0","594","11","0","105","2","0","151","4","0","124","1","0","133","2","0","43","2","0","38","0"
"Total Passenger Boardings ","5361","5358",,"798","798",,"1424","1422",,"1035","1035",,"1385","1384",,"453","451",,"266","268",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"24-Divisadero to Jackson & Webster Weekday",,,,,,,,,,,,,,,,,,,,,
"3rd St&Palou Ave NE-FS/BZ Cut-out","552","0","583","167","0","170","160","0","168","83","0","83","99","0","102","30","0","33","13","0","27"
"Newcomb Ave&Newhall St E-NS","81","12","652","26","6","190","27","1","194","10","1","92","8","0","110","7","2","38","3","2","28"
"Newhall St&Oakdale Ave N-NS","49","4","697","11","0","201","25","1","218","6","0","98","4","3","111","1","0","39","2","0","30"
"Newhall St&Palou Ave N-NS","116","1","812","47","1","247","34","0","252","14","0","112","14","0","125","5","0","44","2","0","32"
"Palou Ave&Phelps St E-NS","84","6","890","33","2","278","26","4","274","11","0","123","8","0","133","4","0","48","2","0","34"
"Palou Ave&Quint St E-NS","114","11","993","29","3","304","38","3","309","21","2","142","17","1","149","6","1","53","3","1","36"
"Palou Ave&Rankin St E-NS","54","14","1033","20","0","324","15","2","322","4","2","144","8","3","154","0","5","48","7","2","41"
"Palou Ave&Industrial St E-NS","29","9","1053","7","2","329","8","3","327","5","1","148","8","2","160","1","1","48","0","0","41"
"Industrial St&Revere Ave NE-NS","33","5","1081","3","1","331","6","2","331","9","0","157","14","2","172","1","0","49","0","0","41"
"Industrial St&Bay Shore Blvd NE-NS","53","82","1052","12","28","315","14","29","316","7","14","150","20","9","183","0","1","48","0","1","40"
"Cortland Ave&Bay Shore Blvd SW","4","0","8",,,,,,,,,,,,,,,,"4","0","8"
"Cortland Ave&Hilton St NW-FS/BZ","197","24","1233","38","5","348","64","13","367","30","2","178","35","3","215","20","0","68","10","1","57"
"Cortland Ave&Bradford St N-MB","47","5","1275","19","1","366","15","0","382","7","1","184","5","2","218","0","1","67","1","0","58"
"Cortland Ave&Prentiss St NE-NS","62","10","1327","27","1","392","25","2","405","4","2","186","4","3","219","0","1","66","2","1","59"
"Cortland Ave&Folsom St NW-FS/BZ","169","50","1446","53","16","429","52","12","445","25","8","203","25","5","239","5","7","64","9","2","66"
"Cortland Ave&Ellsworth St NE-NS","45","25","1466","14","5","438","15","3","457","2","6","199","11","8","242","1","3","62","2","0","68"
"Cortland Ave&Andover St NE-NS","129","33","1562","37","4","471","51","10","498","13","6","206","18","12","248","7","1","68","3","0","71"
"Cortland Ave&Bocana St NE-NS/BZ","71","16","1617","22","9","484","23","3","518","8","0","214","11","4","255","3","0","71","4","0","75"
"Cortland Ave&Elsie St N-FS/BZ","19","8","1628","3","3","484","4","2","520","6","3","217","4","0","259","1","0","72","1","0","76"
"Cortland Ave&Prospect Ave N","3","2","1629","2","0","486","1","1","520","0","1","216","0","0","259","0","0","72","0","0","76"
"Cortland Ave&Mission St E-NS/BZ","172","545","1256","101","176","411","36","180","376","18","72","162","11","85","185","1","17","56","5","15","66"
"30th St&Mission St NW-FS/BZ","431","224","1463","105","27","489","167","95","448","55","35","182","66","42","209","24","12","68","14","13","67"
"30th St&Dolores St NE-NS/BZ","55","41","1476","15","10","494","22","24","446","4","5","181","6","1","214","4","1","70","4","0","71"
"30th St&Church St NE-NS/BZ","105","105","1476","30","44","480","34","35","445","20","7","194","17","14","217","2","3","69","2","2","71"
"30th St&Sanchez St NE-NS/BZ","16","11","1481","9","2","487","4","5","444","0","2","192","2","2","217","0","0","69","1","0","72"
"30th St&Noe St NE-NS","25","68","1438","9","23","473","7","10","441","3","15","180","3","18","202","2","1","70","1","1","72"
"Noe St&29th St SE-NS","44","20","1462","13","8","478","17","8","450","4","2","182","5","1","206","2","0","72","3","1","74"
"Noe St&28th St SE-NS","25","7","1480","11","1","488","9","1","458","3","1","184","1","2","205","1","2","71","0","0","74"
"Noe St&27th St SE-NS","15","4","1491","8","1","495","4","3","459","1","0","185","2","0","207","0","0","71","0","0","74"
"26th St&Noe St NW-FS","43","78","1456","13","55","453","12","8","463","4","8","181","9","6","210","3","0","74","2","1","75"
"26th St&Castro St NE-NS","51","13","1494","21","4","470","21","5","479","4","1","184","4","2","212","0","1","73","1","0","76"
"Castro St&25th St SE-NS/BZ","102","20","1576","30","9","491","26","4","501","9","1","192","19","3","228","14","3","84","4","0","80"
"Castro St&24th St SE-NS/BZ","424","70","1930","84","20","555","149","28","622","69","12","249","68","8","288","41","1","124","13","1","92"
"Castro St&Elizabeth St E-MI","27","0","1957","7","0","562","12","0","634","4","0","253","2","0","290","2","0","126","0","0","92"
"Castro St&23rd St E-MI","44","13","1988","21","6","577","11","3","642","5","3","255","5","1","294","1","0","127","1","0","93"
"Castro St&22nd St SE-NS","60","31","2017","27","10","594","21","9","654","4","6","253","8","5","297","0","1","126","0","0","93"
"Castro St&21st St E-MI","23","9","2031","7","1","600","7","4","657","4","2","255","3","1","299","1","0","127","1","1","93"
"Castro St&20th St SE-NS","11","15","2027","4","5","599","5","2","660","2","1","256","0","2","297","0","4","123","0","1","92"
"Castro St&19th St SE-NS","33","49","2011","8","6","601","14","13","661","5","12","249","4","15","286","1","1","123","1","2","91"
"Castro St&18th St SE-NS/BB","311","218","2105","39","39","602","109","83","687","52","33","268","61","41","306","28","14","137","22","8","105"
"Castro St&17th St SE-NS/BZ","545","418","2232","105","150","557","165","134","718","80","43","305","104","46","364","56","24","169","35","21","119"
"Castro St&16th St NE-FS/BZ","20","23","2229","5","2","560","5","15","708","4","2","307","2","2","364","1","0","170","3","2","120"
"Castro St&15th St SE-NS","14","19","2224","5","2","563","5","6","707","1","4","304","2","5","361","1","2","169","0","0","120"
"Castro St&14th St NE-FS/BZ","43","125","2142","11","34","540","15","48","674","7","18","293","8","14","355","1","7","163","1","4","117"
"Castro St&Duboce Ave SE-NS/BZ","62","59","2145","10","12","538","23","14","683","9","10","292","12","14","353","7","6","164","1","3","115"
"Divisadero St&Haight St NE-FS/BZ","131","231","2045","34","45","527","46","76","653","17","37","272","19","39","333","8","23","149","7","11","111"
"Divisadero St&Oak St NE-FS/BZ","84","124","2005","18","17","528","30","37","646","11","24","259","17","22","328","5","15","139","3","9","105"
"Divisadero St&Hayes St NE-FS/BZ","143","175","1973","28","37","519","57","48","655","23","23","259","21","41","308","4","16","127","10","10","105"
"Divisadero St&Fulton St SE-NS/BZ","47","85","1935","12","11","520","18","21","652","8","8","259","3","27","284","3","13","117","3","5","103"
"Divisadero St&Mcallister St NE","95","190","1840","33","26","527","32","53","631","11","32","238","15","46","253","2","19","100","2","14","91"
"Divisadero St&Eddy St SE-NS/BZ","29","110","1759","7","11","523","12","35","608","5","25","218","2","22","233","1","12","89","2","5","88"
"Divisadero St&Ellis St NE-FS/BZ","17","141","1635","4","60","467","6","36","578","3","15","206","3","19","217","0","6","83","1","5","84"
"Divisadero St&Geary Blvd NE-FS/BZ","104","602","1137","21","147","341","43","233","388","15","80","141","21","83","155","3","29","57","1","30","55"
"Divisadero St&Sutter St NE-FS/BZ","29","230","924","6","63","284","13","86","315","4","33","112","5","32","128","1","9","49","0","7","36"
"Divisadero St&Bush St NE-FS/BZ","6","71","859","2","18","268","3","22","296","1","5","108","0","11","117","0","7","42","0","8","28"
"Divisadero St&California St NE","29","363","525","8","114","162","8","128","176","3","42","69","7","53","71","1","19","24","2","7","23"
"Divisadero St&Clay St NE-FS/BZ","0","48","477","0","18","144","0","12","164","0","8","61","0","6","65","0","3","21","0","1","22"
"Divisadero St&Jackson St SE-NS","9","60","426","1","25","120","3","17","150","3","4","60","1","11","55","1","3","19","0","0","22"
"Jackson St&Scott St SW-NS","8","50","384","4","23","101","1","11","140","2","8","54","1","6","50","0","1","18","0","1","21"
"Jackson St&Steiner St SW-NS/BZ","1","19","366","0","3","98","1","10","131","0","1","53","0","4","46","0","0","18","0","1","20"
"Jackson St&Fillmore St NW-FS/BZ","0","5","2","0","5","1",,,,,,,"0","0","1","0","0","0","0","0","0"
"Fillmore St&Jackson St SW-FS/BZ","8","195","173","2","47","48","3","79","55","0","28","25","1","30","16","0","5","13","2","6","16"
"Green St&Steiner St NE-NS","0","0","1","0","0","1",,,,,,,,,,,,,,,
"Washington St&Webster St SW-NS","4","45","131","1","16","32","2","14","43","1","6","20","0","0","16","0","3","10","0","6","10"
"Jackson St&Webster St NW-FS","0","124","7","0","32","0","0","41","2","0","20","0","0","15","1","0","7","3","0","9","1"
"Divisadero St&Sutter St SW-FS/BZ","0","10","2",,,,,,,,,,,,,,,,"0","10","2"
"Total Passenger Boardings ","5356","5380",,"1449","1452",,"1781","1787",,"743","743",,"853","854",,"314","313",,"216","231",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

