"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"67-Bernal Heights Counter Clockwise to 24th Street BART Weekday ",,,,,,,,,,,,,,,,,,,,,
"Mission St&24th St SW-FS/BZ","467","0","482","40","0","43","112","0","115","78","0","78","144","0","145","69","0","70","24","0","31"
"Mission St&26th St SW-FS/BZ","55","13","524","7","0","50","12","5","122","5","4","79","24","2","167","3","0","73","4","2","33"
"Mission St&Precita Ave NW-NS/BB","14","9","529","2","0","52","0","0","122","6","1","84","5","5","167","1","2","72","0","1","32"
"Mission St&Valencia St W-FS/BB","16","21","524","3","8","47","5","4","123","0","4","80","3","3","167","3","2","73","2","0","34"
"Mission St&29th St SW-FS/BB","7","28","503","1","0","48","0","5","118","4","5","79","2","14","155","0","3","70","0","1","33"
"Mission St&30th St NW-NS/BB","98","100","501","6","15","39","21","25","114","19","16","82","34","28","161","13","10","73","5","6","32"
"Mission St&Cortland Ave N-NS/BB","11","32","480","3","5","37","2","5","111","0","4","78","5","14","152","1","3","71","0","1","31"
"Mission St&Appleton Ave N-NS/BZ","13","16","477","4","5","36","2","2","111","1","3","76","4","5","151","1","1","71","1","0","32"
"Mission St&Highland Ave SW-FS/BZ","7","60","424","0","3","33","3","17","97","2","9","69","1","19","133","0","7","64","1","5","28"
"Crescent Ave&College Ave SE-FS/BZ","48","48","424","9","7","35","11","8","100","10","7","72","12","19","126","6","4","66","0","3","25"
"Crescent Ave&Agnon Ave SE-FS","3","3","424","2","0","37","1","1","100","0","0","72","0","1","125","0","1","65","0","0","25"
"Crescent Ave&Arnold Ave SW-NS","1","20","405","0","5","32","0","4","96","0","5","67","1","3","123","0","2","63","0","1","24"
"Crescent Ave&Porter St SW-NS","4","17","392","0","0","32","4","8","92","0","6","61","0","0","123","0","3","60","0","0","24"
"Crescent Ave&Andover St SW-NS","3","53","342","2","1","33","1","18","75","0","7","54","0","20","103","0","5","55","0","2","22"
"Crescent Ave&Ellsworth St SW-NS","15","45","312","5","4","34","2","12","65","0","5","49","2","16","89","5","6","54","1","2","21"
"Crescent Ave&Folsom St SW-NS","7","23","296","3","0","37","1","5","61","2","4","47","1","9","81","0","2","52","0","3","18"
"Crescent Ave&Putnam St N-MB","8","24","280","4","2","39","3","6","58","0","4","43","0","9","72","0","3","49","1","0","19"
"346 Alemany Blvd N-MB","5","13","272","4","0","43","1","2","57","0","1","42","0","9","63","0","1","48","0","0","19"
"Alemany Blvd&Gates St N-MB","5","6","271","2","0","45","3","1","59","0","1","41","0","4","59","0","0","48","0","0","19"
"989 Ellsworth St S-MB","11","10","272","6","2","49","2","5","56","2","1","42","1","2","58","0","0","48","0","0","19"
"945 Ellsworth St SW-NS","26","19","279","10","0","59","5","2","59","2","5","39","7","8","57","1","4","45","1","0","20"
"909 Ellsworth St SW-NS","32","19","292","10","0","69","2","3","58","8","4","43","7","5","59","5","6","44","0","1","19"
"831 Ellsworth St SE-NS","10","17","285","2","1","70","6","4","60","0","3","40","0","5","54","2","4","42","0","0","19"
"Ellsworth St&Crescent Ave SE-NS","32","14","303","18","0","88","9","2","67","1","4","37","1","1","54","3","7","38","0","0","19"
"Folsom St&Crescent Ave NE-FS","24","1","326","17","0","105","5","0","72","0","0","37","2","1","55","0","0","38","0","0","19"
"Folsom St&Ogden St NE-FS","13","4","335","8","1","112","3","1","74","0","0","37","1","2","54","1","0","39","0","0","19"
"Folsom St&Tompkins St NE-FS","39","33","341","16","14","114","5","2","77","8","6","39","10","7","57","0","3","36","0","1","18"
