"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Folsom St&Cortland Ave SE-NS","61","33","369","34","6","142","16","7","86","2","9","32","7","7","57","2","3","35","0","1","17"
"Cortland Ave&Prentiss St SW-NS","15","6","378","11","0","153","2","0","88","1","0","33","1","2","56","0","2","33","0","2","15"
"Nevada St&Cortland Ave NE-FS","15","8","385","10","1","162","3","2","89","2","1","34","0","0","56","0","2","31","0","2","13"
"Bernal Heights Blvd&Powhattan NE-FS","15","6","394","11","0","173","1","2","88","0","1","33","0","1","55","1","0","32","2","2","13"
"Bradford St&Bernal Heights Blvd NE","1","0","395","0","0","173","1","0","89","0","0","33","0","0","55","0","0","32","0","0","13"
"Bradford St&Esmeralda Ave SE-NS","37","22","410","20","2","191","7","6","90","4","3","34","3","8","50","3","3","32","0","0","13"
"Ripley St&Alabama St NW-FS/BZ","8","8","410","4","1","194","4","3","91","0","1","33","0","2","48","0","1","31","0","0","13"
"Ripley St&Folsom St NE-NS","3","0","413","2","0","196","0","0","91","0","0","33","1","0","49","0","0","31","0","0","13"
"Folsom St&Stoneman St NE-FS","0","5","408","0","3","193","0","1","90","0","0","33","0","1","48","0","0","31","0","0","13"
"Folsom St&Precita Ave SE-NS","36","20","424","16","15","194","15","1","104","4","2","35","1","1","48","0","1","30","0","0","13"
"Folsom St&Cesar Chavez St SE-NS","17","10","431","12","2","204","0","1","103","3","3","35","2","2","48","0","1","29","0","1","12"
"Folsom St&26th St SE-NS/FL","9","9","431","5","4","205","4","1","106","0","2","33","0","2","46","0","0","29","0","0","12"
"Folsom St&25th St SE-NS","4","7","428","2","3","204","1","4","103","0","0","33","0","0","46","1","0","30","0","0","12"
"24th St&Folsom St NW-FS/BZ","31","42","417","9","22","191","11","9","105","0","3","30","8","6","48","3","2","31","0","0","12"
"24th St&South Van Ness Ave NE-NS","3","17","403","1","3","189","1","0","106","0","1","29","1","1","48","0","11","20","0","1","11"
"Mission St&24th St SW-FS/BZ","0","348","5","0","187","2","0","104","2","0","28","1","0","29","0",,,,,,
"Valencia St&25th St NE-FS/BZ","0","1","49",,,,,,,,,,"0","0","19","0","1","19","0","0","11"
"24th St&Valencia St SE-FS","4","4","49",,,,,,,,,,"0","0","19","0","0","19","4","4","11"
"24th St&Mission St SW-NS/BZ","0","40","9",,,,,,,,,,"0","19","0","0","14","5","0","7","4"
"Total Passenger Boardings ","1233","1234",,"321","322",,"287","288",,"164","163",,"291","292",,"124","120",,"46","49",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"67-Bernal Heights Clockwise to 24th Street+A31 Weekday ",,,,,,,,,,,,,,,,,,,,,
"24th St&Mission St SW-NS/BZ","521","0","553","46","0","50","118","0","135","93","0","93","184","0","192","54","0","55","26","0","28"
"24th St&South Van Ness Ave SW-NS","10","3","560","3","0","53","3","0","138","0","1","92","2","2","192","1","0","56","1","0","29"
"Folsom St&24th St SW-FS/FL","23","48","535","2","4","51","7","12","133","5","5","92","7","20","179","2","2","56","0","5","24"
"Folsom St&25th St NW-NS","6","13","528","0","1","50","2","4","131","2","1","93","1","6","174","0","1","55","1","0","25"
"Folsom St&26th St SW-FS","14","30","512","3","1","52","6","6","131","2","4","91","2","11","165","1","4","52","0","4","21"
"Folsom St&Cesar Chavez St NW-NS","8","10","510","0","2","50","1","2","130","4","4","91","1","1","165","2","1","53","0","0","21"
"Folsom St&Bessie St NW-NS","38","39","509","2","4","48","8","10","128","16","12","95","10","10","165","2","3","52","0","0","21"
"Folsom St&Stoneman St NW-NS","1","14","496","0","7","41","0","2","126","0","3","92","1","2","164","0","0","52","0","0","21"
"Ripley St&Folsom St SE-FS","0","15","481","0","0","41","0","6","120","0","1","91","0","4","160","0","4","48","0","0","21"
"Ripley St&Alabama St SW-NS","1","11","471","0","3","38","0","3","117","0","2","89","0","2","158","0","1","47","1","0","22"
"Bradford St&Bernal Heights Blvd SW","5","68","408","1","2","37","2","12","107","1","11","79","1","29","130","0","11","36","0","3","19"
"Bernal Heights Blvd&Bradford St NW","0","1","407","0","0","37","0","0","107","0","0","79","0","1","129","0","0","36","0","0","19"
"Nevada St&Powhattan Ave SW-FS","1","19","389","0","0","37","1","4","104","0","6","73","0","6","123","0","3","33","0","0","19"
"Nevada St&Cortland Ave NW-NS","3","26","366","0","1","36","2","3","103","0","7","66","1","13","111","0","1","32","0","1","18"
"Cortland Ave&Prentiss St NE-NS","4","16","354","1","0","37","2","1","104","0","3","63","0","10","101","1","1","32","0","1","17"
"Folsom St&Cortland Ave SW-FS","22","74","302","7","4","40","3","22","85","3","13","53","9","30","80","0","5","27","0","0","17"
"Folsom St&Tompkins St NW-NS","9","49","262","2","5","37","2","9","78","1","8","46","0","17","63","4","8","23","0","2","15"
"Folsom St&Ogden St SW-FS","6","19","249","1","1","37","4","8","74","0","1","45","0","6","57","1","2","22","0","1","14"
"Folsom St&Crescent Ave NW-NS","32","29","252","5","1","41","14","5","83","4","6","43","2","13","46","5","2","25","2","2","14"
"Crescent Ave&Putnam St SW-NS","17","11","258","7","1","47","6","6","83","2","2","43","1","1","46","1","1","25","0","0","14"
"346 Alemany Blvd N-MB","7","8","257","2","0","49","3","1","85","0","3","40","1","4","43","1","0","26","0","0","14"
"Alemany Blvd&Gates St N-MB","5","7","255","3","1","51","1","4","82","0","0","40","1","2","42","0","0","26","0","0","14"
"989 Ellsworth St S-MB","11","7","259","6","0","57","2","1","83","2","3","39","1","3","40","0","0","26","0","0","14"
"945 Ellsworth St SW-NS","26","12","273","7","0","64","10","4","89","3","5","37","4","1","43","1","1","26","1","1","14"
"909 Ellsworth St SW-NS","25","18","280","8","0","72","7","5","91","2","4","35","5","6","42","3","3","26","0","0","14"
"831 Ellsworth St SE-NS","16","12","284","2","2","72","8","4","95","1","4","32","3","1","44","2","1","27","0","0","14"
"Ellsworth St&Crescent Ave SE-NS","43","11","316","22","2","92","13","5","103","5","1","36","2","1","45","0","2","25","1","0","15"
"Crescent Ave&Andover St NE-NS","54","15","355","23","0","115","21","3","121","5","2","39","3","7","41","2","2","25","0","1","14"
"Crescent Ave&Roscoe St NE-NS","12","2","365","4","0","119","3","0","124","2","0","41","1","1","41","0","1","24","2","0","16"
"Crescent Ave&Murray St NE-NS","13","5","373","8","4","123","4","0","128","0","0","41","1","0","42","0","0","24","0","1","15"
"Crescent Ave&Leese St NE-NS","4","1","376","2","0","125","1","0","129","1","0","42","0","1","41","0","0","24","0","0","15"
"Crescent Ave&Mission St NE-NS/BZ","15","35","356","5","12","118","2","10","121","0","5","37","5","7","39","3","1","26","0","0","15"
"Mission St&Richland Ave SE-NS/BZ","42","31","367","11","11","118","15","5","131","9","9","37","6","3","42","1","1","26","0","2","13"
"Mission St&Highland Ave NE-FS/BZ","23","3","387","10","0","128","7","2","136","2","0","39","2","0","44","1","1","26","1","0","14"
"Mission St&Appleton Ave E-FS/BZ","15","6","396","5","4","129","1","1","136","4","1","42","5","0","49","0","0","26","0","0","14"
"Mission St&Cortland Ave E-FS/BZ","53","21","428","22","8","143","13","7","142","3","2","43","12","3","58","2","0","28","1","1","14"
"Mission St&30th St NE-FS/BB","66","40","454","21","8","156","16","14","144","11","4","50","8","9","57","7","5","30","3","0","17"
"Mission St&29th St E-FS/BB","32","16","470","12","4","164","7","7","144","7","1","56","3","3","57","2","0","32","1","1","17"
"Valencia St&Duncan St NE-FS/BZ","10","22","458","4","6","162","4","8","140","2","6","52","0","1","56","0","0","32","0","1","16"
"Valencia St&Cesar Chavez St NE-FS","12","25","445","0","5","157","3","11","132","2","2","52","5","4","57","1","2","31","1","1","16"
"Valencia St&25th St NE-FS/BZ","3","15","433","1","5","153","0","5","127","0","2","50","1","1","57","1","2","30","0","0","16"
"24th St&Valencia St SE-FS","6","33","406","0","4","149","2","9","120","1","6","45","1","7","51","2","3","29","0","4","12"
"24th St&Mission St SW-NS/BZ","0","354","2","0","149","0","0","120","0","0","44","1","0","41","1",,,,,,
"Mission St&24th St SW-FS/BZ","0","40","10",,,,,,,,,,"0","3","6","0","26","3","0","11","1"
"Total Passenger Boardings ","1214","1234",,"258","262",,"324","341",,"195","194",,"292","293",,"103","101",,"42","43",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

