"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"30th Ave&Rivera St NW-NS","3","13","114","3","1","18","0","3","30","0","3","22","0","5","33","0","1","5","0","0","6"
"30th Ave&Santiago St NW-NS","7","21","100","4","3","19","3","8","25","0","5","17","0","5","28","0","0","5","0","0","6"
"30th Ave&Taraval St NW-NS","4","15","89","2","3","18","2","3","24","0","4","13","0","4","24","0","0","5","0","1","5"
"30th Ave&Ulloa St NW-NS","13","30","72","6","9","15","4","5","23","0","4","9","0","10","14","1","1","5","2","1","6"
"Vicente St&30th Ave SE-FS/BZ","0","55","17","0","4","11","0","19","4","0","9","0","0","14","0","0","5","0","0","4","2"
"Total Passenger Boardings ","398","393",,"77","71",,"107","105",,"64","66",,"110","111",,"25","25",,"15","15",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"66-Quintara to 9th Avenue & Judah+A31 Weekday",,,,,,,,,,,,,,,,,,,,,
"Vicente St&30th Ave SE-FS/BZ","64","0","87","11","0","18","21","0","28","8","0","9","16","0","20","6","0","8","2","0","4"
"29th Ave&Vicente St NE-FS","0","0","87","0","0","18","0","0","28","0","0","9","0","0","20","0","0","8","0","0","4"
"Ulloa St&30th Ave NE-NS","4","0","91","1","0","19","2","0","30","0","0","9","0","0","20","1","0","9","0","0","4"
"30th Ave&Taraval St SE-NS","30","3","118","5","0","24","15","2","43","1","0","10","5","1","24","2","0","11","2","0","6"
"30th Ave&Santiago St SE-NS","20","2","136","6","0","30","8","2","49","1","0","11","5","0","29","0","0","11","0","0","6"
"30th Ave&Rivera St SE-NS","7","0","143","2","0","32","4","0","53","1","0","12","0","0","29","0","0","11","0","0","6"
"30th Ave&Quintara St SE-NS","17","10","150","3","2","33","6","5","54","5","2","15","3","0","32","0","1","10","0","0","6"
"Quintara St&29th Ave SW-NS","7","4","153","1","0","34","4","1","57","0","0","15","2","1","33","0","1","9","0","1","5"
"Quintara St&28th Ave SW-NS","4","7","150","2","0","36","1","2","56","0","2","13","0","3","30","1","0","10","0","0","5"
"Quintara St&27th Ave SW-NS","10","4","156","1","0","37","4","4","56","3","0","16","0","0","30","0","0","10","2","0","7"
"Quintara St&26th Ave SE-FS","7","5","158","1","0","38","6","1","61","0","0","16","0","1","29","0","2","8","0","1","6"
"Quintara St&24th Ave SW-NS","36","8","186","3","4","37","17","0","78","13","2","27","2","1","30","0","1","7","1","0","7"
"Quintara St&22nd Ave SW-NS","21","11","196","3","5","35","15","3","90","0","0","27","1","1","30","1","0","8","1","2","6"
"Quintara St&19th Ave SW-NS","49","30","215","4","9","30","24","14","100","14","3","38","4","4","30","0","0","8","3","0","9"
"Quintara St&17th Ave SW-NS","7","4","218","1","2","29","4","1","103","1","1","38","0","0","30","1","0","9","0","0","9"
"14th Ave&Santiago St SE-NS","36","0","36",,,,,,,"36","0","36",,,,,,,,,
"Quintara St&16th Ave SW-NS","7","3","258","1","0","30","5","2","106","0","1","73","0","0","30","1","0","10","0","0","9"
"16th Ave&Pacheco St SE-NS","7","6","259","2","0","32","3","2","107","1","0","74","0","3","27","1","1","10","0","0","9"
"16th Ave&Ortega St SE-NS","5","0","264","1","0","33","4","0","111","0","0","74","0","0","27","0","0","10","0","0","9"
"16th Ave&Noriega St SE-NS","5","4","265","3","0","36","1","2","110","1","2","73","0","0","27","0","0","10","0","0","9"
"16th Ave&Moraga St E-MI","14","7","272","9","3","42","4","1","113","0","0","73","1","1","27","0","0","10","0","2","7"
"16th Ave&Lawton St E-MI","1","5","268","1","0","43","0","0","113","0","5","68","0","0","27","0","0","10","0","0","7"
"Lawton St&Lomita Ave SW-NS","4","5","267","2","0","45","1","1","113","0","2","66","1","1","27","0","1","9","0","0","7"
"Lawton St&Funston Ave SE-FS","3","11","259","3","1","47","0","3","110","0","7","59","0","0","27","0","0","9","0","0","7"
"Lawton St&11th Ave SW-NS","7","9","257","1","1","47","0","6","104","6","1","64","0","1","26","0","0","9","0","0","7"
"Lawton St&9th Ave SW-NS","1","56","202","0","13","34","0","22","82","0","11","53","0","8","18","0","1","8","1","1","7"
"9th Ave&Kirkham St SE-NS/BZ","0","0","27",,,,,,,"0","0","27",,,,,,,,,
"9th Ave&Judah St SE-NS/BZ","1","21","7",,,,,,,"1","21","7",,,,,,,,,
"9th Ave&Judah St SW-FS/BZ","0","171","4","0","32","2","0","81","1","0","25","1","0","18","0","0","8","0","0","7","0"
"Judah St&7th Ave SW-NS/BZ","0","1","6",,,,,,,"0","1","6",,,,,,,,,
"Judah St&5th Ave SW-NS","0","0","6",,,,,,,"0","0","6",,,,,,,,,
"Parnassus Ave&4th Ave SE-FS/BZ","0","0","6",,,,,,,"0","0","6",,,,,,,,,
"513 Parnassus Ave SE-FS/BZ","0","0","6",,,,,,,"0","0","6",,,,,,,,,
"Parnassus Ave&Hillway Ave SW","0","0","6",,,,,,,"0","0","6",,,,,,,,,
"Parnassus Ave&Willard St SW-NS","0","0","6",,,,,,,"0","0","6",,,,,,,,,
"Parnassus Ave&Stanyan St SW-NS/BZ","0","0","6",,,,,,,"0","0","6",,,,,,,,,
"Stanyan St&Frederick St NE-FS/BZ","0","1","5",,,,,,,"0","1","5",,,,,,,,,
"Haight St&Stanyan St SE-FS/BZ","0","0","5",,,,,,,"0","0","5",,,,,,,,,
"Haight St&Cole St SW-NS/BZ","0","0","5",,,,,,,"0","0","5",,,,,,,,,
"Haight St&Clayton St SW-NS/BZ","0","0","5",,,,,,,"0","0","5",,,,,,,,,
"Haight St&Masonic Ave SE-FS/BZ","0","5","0",,,,,,,"0","5","0",,,,,,,,,
"Total Passenger Boardings ","374","393",,"67","72",,"149","155",,"92","92",,"40","44",,"14","16",,"12","14",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

